Time,Duration
13067,1073
19938,239
20177,177
20354,469
20823,677
6036,3125
9161,2807
12585,231
16796,5936
16530,4688
21218,316
21534,425
21959,607
17204,480
20119,371
20490,615
22988,1960
24948,743
25691,239
24713,760
25473,792
15015,356
1590,264
1854,188
2042,3994
6036,1218
7254,293
7547,119
7666,1194
8860,4925
13786,129
13915,323
14238,54
14292,624
14916,526
15480,136
979,199
1178,272
1450,140
23842,217
24059,460
24519,914
25433,298
2085,1425
3510,381
15483,74
15557,194
15751,649
16400,7186
23758,1382
23865,252
24117,1068
25185,2171
27356,720
17474,502
17976,316
18292,1003
19295,1054
20349,2317
22666,1770
2630,591
680,218
898,693
1591,871
2462,563
3025,581
3606,846
4452,1584
6036,251
6287,1122
7409,262
7671,2718
10389,228
10617,6897
17514,1108
18622,1992
20614,4108
24722,253
24975,1983
26958,1591
28549,2100
23812,1456
21961,2143
1513,2741
4254,1814
6068,1910
9123,664
9787,1453
11240,399
15178,81
15259,325
17047,1211
18258,253
18511,473
18984,292
19276,1514
20790,331
21121,305
21426,80
21506,441
21947,2050
23997,1145
25142,1760
26902,1400
24948,206
19256,333
19589,4286
23875,1046
24921,6001
12612,554
19781,2250
22031,273
22304,741
23045,1169
24214,2191
26405,4454
13186,8
13194,90
13936,2247
16183,1901
18084,158
18242,1517
19759,3057
22816,1204
24020,2155
26175,1904
12221,2092
14313,1092
15405,585
23032,645
15990,1165
17155,917
20879,415
21294,313
12185,868
13053,450
13601,9131
11744,79
11823,259
12082,139
12906,274
13180,283
13396,323
22847,259
23106,1613
24719,601
13326,58
13384,2046
15430,970
16400,1082
17482,270
17752,520
18272,1442
19714,2215
21929,2017
23946,1116
13776,215
14110,2366
16476,427
16903,25
16928,1645
18573,659
19232,599
19831,1256
21087,1487
22574,546
23120,3738
11893,68
11961,681
12642,246
12888,950
13838,5142
18980,1139
20119,460
20579,843
21422,376
21798,1730
23528,1463
24991,1380
26371,864
27235,1465
12180,677
12857,49
20518,1086
21604,305
21909,2575
17648,2716
20364,929
21293,760
22053,653
22706,339
23045,315
23360,1383
12493,2989
15482,3819
19301,140
19441,85
19526,959
20485,1819
22304,1155
23459,490
23949,570
24519,421
12180,75
12255,126
19963,266
20229,263
20492,322
20814,273
21087,1252
22339,538
22877,2277
13067,246
18798,154
22769,591
23360,182
21304,614
21918,1127
23045,517
23562,1534
25096,2340
23542,1397
24939,1795
26734,139
13719,2263
15982,1364
17346,10192
27538,279
27817,405
28222,1829
15025,445
22451,692
23143,1626
24769,5806
30575,764
11744,60
11804,346
15688,699
16387,238
16625,1737
18362,618
18980,245
19225,606
19831,213
20044,314
20358,133
20491,1023
21514,513
22027,1620
17544,1883
15424,893
16317,185
13284,17
15573,7435
1776,877
2653,827
3480,2800
6280,1463
7743,440
8183,201
8384,362
8746,4513
1494,65
1559,847
2406,2588
4994,1047
6041,1230
7271,208
7479,61
7540,1514
9054,194
9248,2226
11474,3831
15305,1172
16477,1514
17991,1586
19577,333
19910,3290
23200,1909
25109,1800
26909,880
27789,170
27959,2446
23331,1900
26057,810
26867,615
1861,709
2570,523
3093,764
3857,542
21723,1418
23141,608
23749,2716
26465,263
26728,1534
13259,5138
18397,1100
19497,1245
20742,536
21278,155
21433,4192
25669,149
25818,447
23513,848
24361,148
24509,777
25286,2911
28197,251
28448,1682
30130,192
24663,300
24963,624
25587,3310
27028,1078
30684,236
25081,916
25997,191
26188,646
26834,4174
22743,180
20338,660
21981,579
22560,921
23481,3285
29242,2498
1561,870
2602,491
3093,2943
6036,1942
8384,60
8444,178
8622,123
8745,654
9945,18
9963,1627
25623,1509
27132,1035
28167,727
28894,2363
29170,177
29347,95
29442,1881
31323,158
21884,827
22711,623
2576,323
24209,167
24376,3780
28156,1599
21857,966
23605,326
23931,1646
25577,2068
27645,528
12108,1803
13911,495
14406,582
14988,2456
17444,632
18076,112
18188,1070
19258,1423
20681,756
21437,1560
22997,330
23327,951
24278,442
24720,823
25543,744
5161,900
6061,1917
30192,1253
21901,612
17745,7924
23019,994
24013,1600
25613,1573
27186,808
27994,620
20274,1378
25620,523
22862,348
23210,1715
20532,100
16406,1075
24083,1454
10767,1089
11856,1317
13173,1140
14313,2265
16578,3902
20480,2150
12908,659
13567,34
13601,292
16698,212
18488,1086
19574,1090
17781,606
18387,327
18714,269
18983,2443
21426,1278
22704,1040
23744,1234
24978,666
25644,1137
20819,757
21576,860
22436,420
22856,554
23410,1907
21425,745
20819,497
21316,97
21413,148
17465,516
17981,1022
19003,570
19573,8978
28551,744
17632,7654
25286,3238
10911,3823
14734,1441
16175,1457
20181,575
21358,1626
22984,2604
25588,853
26441,1361
27802,616
28418,204
28622,1254
29876,930
30806,689
29879,276
30155,274
30429,56
30485,133
20972,212
21184,269
21453,6295
27748,506
20847,575
21422,748
23642,859
24501,1138
29567,527
30094,1090
30128,696
15564,37
15601,705
16306,2898
19204,1724
20928,6555
27483,61
27544,1996
30094,325
29979,407
16056,21
16077,478
16555,1206
17761,939
18700,324
19024,743
19767,772
20539,741
21280,290
21570,1245
22815,287
23102,5844
28946,1040
10891,4138
15029,1506
16535,71
16606,1776
18382,418
18800,201
19001,2925
21926,1107
23033,1496
24529,625
15151,245
15554,4160
19714,1100
20814,335
21149,99
21248,816
15863,349
20627,1270
9812,675
10487,277
10764,289
11053,495
11548,4720
16268,1534
17802,1464
19266,2873
22139,4029
26168,2044
11985,83
12068,1820
13888,413
14301,792
15093,1442
16535,3534
20069,831
20900,3666
24566,926
25492,2648
25749,212
16394,69
16463,428
16891,1319
18577,3854
22431,2426
24857,4299
18703,4041
22744,2759
25503,3046
12556,1992
14548,20
14568,2718
17286,2679
19965,679
20644,2030
22674,3330
26004,869
26873,108
26981,886
18831,1668
20499,308
20807,849
21656,214
21870,960
22830,691
23521,538
24059,6498
1757,975
20716,1713
4248,1365
5613,447
6060,80
6140,1045
7185,872
13922,3305
17227,730
17957,3619
21576,123
15400,1356
4186,772
4958,603
5561,507
6068,72
6140,184
6324,138
6462,1595
9415,810
10887,0
18250,6647
10887,7363
24897,1930
11324,1897
13221,21
13242,871
14113,456
14569,1106
19022,754
19776,111
19887,1447
21334,822
10764,497
15893,234
16127,388
16515,4072
3475,77
3552,556
4108,2097
6205,1773
8153,1108
9261,135
9396,131
9721,667
10388,196
10584,1244
11828,1205
13033,909
13942,2114
16056,933
16989,1346
18335,33
18368,8345
26713,1846
28559,386
28945,522
18100,2671
20814,336
20155,326
20481,284
20765,384
21149,798
21947,435
1840,389
3144,1503
4647,590
5237,270
5507,367
5878,2100
11832,661
12493,126
12676,990
13666,214
13880,97
13530,658
5654,2324
5794,2184
11726,3704
15430,3282
18712,1029
19741,120
19861,1898
1232,1360
2592,3493
6085,1893
8132,3853
13294,3100
13224,4669
17893,583
18476,101
18711,224
18935,806
19741,1106
20847,349
21196,883
12355,1596
13951,3688
17639,1194
18833,619
19452,5525
24977,3182
796,973
20937,731
755,140
895,622
1517,65
1582,243
1825,581
2406,240
2646,527
3173,229
3402,376
3778,639
4417,1619
6036,1561
14168,110
14278,232
14510,49
10766,5150
15916,912
16828,817
17645,1264
18909,3682
22591,5125
27716,429
15557,4626
20183,1286
10575,1114
10533,1142
11675,4416
16091,1608
17699,3969
25175,770
25945,4946
2702,197
2899,126
3025,826
3851,1761
5612,449
6061,1138
7199,688
7887,241
8128,2261
10389,153
10542,83
10625,1120
11745,4547
16292,1461
17753,844
18597,615
19212,554
19766,794
20560,5027
25587,3081
28668,1052
12878,1047
13925,262
22673,266
22939,610
22104,554
7891,652
15192,277
15469,2570
18039,2770
20809,1163
15165,27
19663,514
2418,280
2698,948
3646,4411
11689,4846
16535,510
17045,709
17754,542
18296,548
18844,845
19689,5827
25516,2265
27781,1788
12140,2229
14369,74
14443,441
14884,209
15134,4298
19432,2738
19404,2509
11671,2271
13942,28
13970,14
13984,6211
20195,1366
20995,2176
23171,203
17985,846
2142,533
2675,385
3060,445
3505,2177
5682,2375
13977,1578
15555,1112
16667,973
17640,4257
2229,534
2845,1594
4439,321
4760,1114
5902,378
6280,25
6305,1673
11726,78
11804,28
12227,266
12529,1421
13950,265
14215,385
14600,4063
18663,2666
21329,750
8948,579
11123,733
12159,415
12574,2826
21038,1287
22325,271
22596,155
22751,1350
24101,642
23963,1512
25475,2175
21283,1691
16810,874
17684,1515
19199,630
19829,44
19873,996
20869,684
21553,717
22270,1162
23432,380
23812,957
24769,689
25458,888
26346,707
29541,566
30107,1086
20238,5369
25607,2091
27698,108
27806,2458
30264,209
21247,113
21360,7109
28469,895
29364,774
23432,651
24083,385
17803,302
22974,6085
29059,860
29919,560
30479,24
9294,501
9795,378
10173,1683
11856,4562
16418,1769
18187,1059
19246,1010
20256,1551
21807,1048
28156,1531
5715,455
6170,1808
21092,2728
5707,123
5707,2271
11447,11570
23017,4267
25039,4499
19563,3857
22226,2094
24320,434
24754,2027
18352,1564
19916,1299
21215,203
21418,156
21574,1102
22676,2035
24711,797
25508,1776
21692,10039
16984,2317
19301,1163
20464,982
21446,1269
22715,276
16583,2169
18752,976
19728,1963
21691,2110
23801,1707
25508,2136
27644,1729
29373,203
29576,1635
5707,134
19661,105
19766,197
11450,6560
18010,28
18038,2023
20061,2181
22242,2527
24769,739
20109,1160
21269,738
22007,2909
12948,515
12476,12936
5858,2120
9028,60
9088,878
9966,378
10344,478
10822,2871
13693,699
14392,609
15001,2800
17801,649
18450,1437
19887,7045
26932,1136
28068,1978
14849,519
15368,1293
16661,144
16805,1460
18265,375
18640,4694
23334,1591
24925,2191
21311,670
21981,139
22120,766
23381,365
23746,580
24326,173
24499,1858
26357,538
26895,1391
28286,59
2737,2431
5168,734
5902,1775
7677,1806
9483,1134
10617,780
11397,407
11804,294
12098,1011
13109,614
13723,2014
15737,15
15752,3445
19197,4204
23401,1640
25041,3169
20266,909
21175,635
796,801
9317,513
16247,134
17474,509
17983,204
6516,767
6497,1783
8280,274
8554,202
10051,449
2358,3678
6036,1942
2171,566
23912,450
21271,246
21517,1033
18941,65
21269,45
21314,111
21425,792
11744,267
15984,187
16171,2087
18258,683
18941,258
19199,3213
17100,37
17137,349
17708,1235
18943,1460
20403,366
20769,404
21173,1570
22743,245
22988,290
23278,195
23473,277
23750,769
24519,299
24818,5951
26626,261
26887,663
27550,96
27646,1238
14957,340
19109,3649
22758,4198
26956,1543
28499,2310
30809,183
10635,83
13116,1100
28467,1823
12493,2640
15133,273
15406,17
15675,732
16407,4904
21311,6895
21281,712
21302,200
21502,871
22373,3252
25625,1437
27062,721
27783,3304
16889,215
17104,574
21282,705
12703,575
13278,3509
16787,413
17200,757
17957,1317
19274,1204
20478,1084
21562,284
21846,52
21898,514
22128,347
22724,210
22934,431
23365,2229
25594,1386
4012,272
4284,190
5041,37
5078,1092
6170,1696
7866,830
11527,3405
14932,1407
16339,1398
17737,933
18670,671
19341,1802
21143,785
1261,735
21882,351
22233,1727
23960,1074
25034,1589
26623,3084
29707,1984
1996,95
2091,584
2675,2529
5204,738
5942,498
6440,1356
7796,182
7978,67
8045,538
8583,1205
9788,594
10382,386
10768,808
11576,1653
13229,1686
14915,948
15863,310
16173,16
16189,1545
17734,1549
19283,1607
20890,2973
23863,1454
25317,1918
27235,1470
18623,3747
3401,612
4013,1594
5607,429
6036,104
6140,1155
7295,561
7856,1437
9293,328
18423,3475
21898,638
1086,583
1669,1279
2948,439
3387,648
4035,1440
5475,263
5738,322
6060,1247
7307,434
7741,111
7852,6968
14820,1705
16525,1410
17935,1014
18949,771
19720,1302
21022,1148
2336,189
2525,500
3025,629
3654,33
3687,775
4462,1351
5813,223
6036,274
8049,1899
9948,175
19137,2180
1035,1301
14042,7035
21077,138
21215,4379
25594,686
19971,94
20065,955
21020,1350
23886,1447
16324,446
16770,1083
17853,1351
19204,1918
21122,1006
22128,635
21216,21
21237,202
21439,1295
22734,2186
24920,818
25738,491
26229,1273
27502,658
28160,2143
20951,192
21143,479
3814,1623
14427,916
15343,689
16032,1273
17305,22
17327,1939
19266,511
19777,412
20189,783
20972,10668
12788,2597
15385,1793
17178,639
17817,29
17846,1354
19200,2043
21243,74
21317,413
796,1705
16084,374
16458,831
17289,148
17437,266
17703,1596
19299,761
20060,2249
20609,148
21054,248
1213,9733
1213,467
1680,569
2249,650
2899,1425
4324,1269
5593,619
6212,1648
7860,3086
21273,7671
28944,456
29400,1998
12584,3583
21175,635
24293,418
24711,909
25620,271
25891,434
26325,801
27126,1044
21460,1452
22912,100
23012,80
23092,231
23323,235
23558,1211
24769,229
24998,1918
10415,300
10715,417
20352,2257
22609,228
16572,125
796,1662
2458,1140
3598,357
3955,1507
5462,862
6324,641
6965,700
7665,313
7978,345
8323,2260
10583,587
11170,1778
12948,2538
15486,1076
16562,1459
18021,1466
19487,5497
24984,3009
27993,2296
4928,115
5043,1017
6060,1824
7884,650
10386,595
10981,423
1592,2540
4132,369
4501,976
5477,258
5735,2243
8153,907
19337,2880
26431,351
26782,2952
15882,646
3026,375
3401,555
3956,56
21506,392
21898,77
21975,570
22545,486
23031,690
23721,7121
15062,3761
18823,120
18943,1712
20655,1389
22044,1089
15452,1334
15874,203
16077,3762
19839,924
20763,1161
21924,1702
23626,146
23772,1722
25494,469
25963,5150
31113,144
17031,84
19482,559
20041,519
20560,390
20950,659
21609,596
22205,1050
23255,50
23305,1117
24422,1919
26341,555
26896,1992
28888,1192
30080,327
30407,784
31191,262
17288,977
18265,207
15391,802
16193,1825
18018,1195
19213,353
19566,3822
23388,1334
24722,253
24975,3549
14161,118
14279,57
23241,537
23778,965
15914,492
16406,2796
19202,736
19938,1133
21071,1336
22407,1218
23625,1888
25513,1974
27487,1701
16446,877
17323,1779
15974,17
15991,1255
17246,558
17481,360
17841,511
18352,4314
22666,463
23388,761
24149,353
24502,545
17459,1814
19273,462
19735,133
19868,981
20849,888
21737,133
21870,663
22533,971
23504,260
23764,1283
18815,120
18935,547
22037,1518
23555,240
23795,3867
27662,1244
28906,360
29266,286
29552,1078
30630,449
11388,2817
14205,971
15176,686
13834,147
13981,326
14307,1473
15780,1487
17267,675
17942,1567
19509,4215
23724,1488
25212,457
25669,621
26290,14
26304,1950
11573,2727
14300,531
14831,4599
19430,70
19500,1309
20809,988
12556,630
13186,116
13302,34
13336,347
15863,933
16796,1523
18319,1542
19861,2993
22854,4049
26903,547
27450,2264
29714,51
29765,946
12122,442
12564,1070
13634,336
13970,245
14215,288
14503,1708
17346,3254
20600,1705
22305,360
22665,372
23037,3302
26339,698
27037,2096
29133,2263
21797,587
22384,3117
25501,2724
28225,1576
11184,574
11758,2100
13683,1801
15484,73
15557,1405
16962,3662
20624,2189
22813,5166
15580,528
16108,173
16281,338
16771,144
16915,571
17486,156
20629,598
21227,444
21671,668
22339,384
22723,1271
23994,2833
26827,289
6432,4347
10779,140
10919,988
11907,1671
13578,2157
15735,1490
17225,1472
18697,1744
20441,4562
25003,1495
26498,1747
28245,1368
11573,392
11965,347
16962,901
17863,1117
18980,741
19721,1949
21670,472
22142,89
17107,6134
23241,120
23361,564
23925,2017
25942,848
26790,3324
30114,112
30226,405
30631,784
18287,158
18445,290
18735,619
19354,899
20253,2693
22946,164
23110,286
23396,2350
25746,4693
12948,85
15321,3601
21714,518
14139,5722
12244,146
12390,342
12732,364
13096,483
13579,156
13735,46
13781,380
14161,427
14588,1722
16310,231
16541,3788
20329,3032
23361,2140
25501,1833
27334,885
28219,35
21866,1747
23613,966
24579,633
25212,2011
27223,491
27714,496
28210,1099
29309,153
11590,394
11984,545
12529,385
12914,5296
17636,2105
19741,688
20429,84
20513,33
20546,760
21306,3728
25034,749
25783,323
26106,1242
27348,3447
14565,582
11020,1461
13153,706
13859,134
13993,6018
20106,844
20950,1190
12972,69
13041,118
12346,2079
17857,5538
23395,181
23576,925
24501,3323
27824,569
28393,2574
30967,752
13389,781
21359,903
16918,5779
22697,463
17327,348
17675,673
18348,282
18630,350
18980,2057
21037,573
21610,694
22304,5278
13875,550
11556,485
22401,2569
28873,481
21304,836
29567,1928
16616,512
16697,1085
17782,246
18028,2237
20265,8745
29010,1033
22734,3440
16480,41
16521,306
16827,64
16891,610
17501,1216
18717,2031
20748,545
21293,794
22087,208
22295,1535
23830,2167
25997,471
26468,1190
27658,274
27932,438
28370,988
29358,1280
30638,695
25114,2487
27601,441
28042,2415
16288,426
16714,171
16885,50
16935,46
17646,438
18084,97
20589,766
21355,192
23718,1025
25055,615
17558,774
20099,101
20200,630
20830,352
19416,1502
20918,764
18489,280
16840,871
17711,163
17874,1431
19305,1345
20650,1256
21906,3600
25506,1662
27168,2596
16306,26
16332,446
16778,5907
22685,737
23422,2483
25905,1545
16719,605
17324,792
18116,77
18193,1246
19439,3394
22833,129
23102,1923
25025,1639
26664,3016
17303,1137
18073,1913
19986,3445
23431,4121
27552,325
20945,252
13389,163
13552,953
14505,1089
15594,2648
18242,1188
19430,3536
22966,435
23401,280
23681,254
23935,393
12097,214
12311,211
12522,48
12570,238
12808,401
22011,284
22295,370
22665,113
20863,2723
16292,1208
17500,1766
19266,1883
21149,3620
24769,3455
9921,724
10645,2332
12977,6295
19272,1910
11359,602
11961,1032
12993,3858
16851,1454
18305,1508
19813,3254
23067,921
23988,184
24172,1455
25627,2244
27871,312
16742,128
23656,123
17310,501
22148,554
16214,252
24075,1184
22318,462
22780,4633
27413,923
13888,509
14397,2277
16674,477
17151,2622
19773,1312
18587,2880
21467,319
21786,1277
23063,491
23554,359
23913,159
24072,1864
25936,434
26370,2525
28895,211
29106,147
23779,584
24363,881
25244,2686
22266,3235
25501,4094
12571,176
12747,124
22011,1311
23322,2181
17872,1222
20516,440
20956,211
21167,1562
22729,110
17811,1538
19762,1518
21280,765
22045,549
22594,1072
23666,408
24074,242
12493,183
19127,2452
21579,341
21971,868
23214,222
23436,499
14516,435
14951,1904
16855,336
17191,1388
18579,2927
21506,934
22440,1372
12108,988
13096,161
12873,54
15499,529
12773,141
12914,356
24578,667
16466,438
16904,596
17500,793
18293,3281
21574,457
22031,153
22184,1260
23444,616
24060,6817
12514,28
12542,2298
14840,4285
19125,6677
25802,1315
22612,109
22721,469
29421,639
30060,743
16929,3009
19938,3769
23707,1755
25462,3292
15280,632
15912,124
16432,1852
18284,5164
23448,2202
25650,754
26404,1093
27497,643
12517,446
12963,265
13228,680
13908,330
14238,713
14951,1082
16033,2075
18108,161
18269,310
18579,1948
20527,3856
24383,844
25227,682
25909,2225
28134,1030
29164,914
30078,769
30847,460
21426,441
12927,282
14042,1238
15291,1091
21665,1465
23130,518
23648,1326
24974,571
25545,1426
26971,530
27501,446
27947,268
28215,831
29046,186
29232,1097
21349,2145
23819,2986
26805,264
27069,1044
28113,1367
29480,1372
17912,1219
19131,80
20582,388
20970,1719
18364,1190
19554,187
19741,27
20224,259
11331,1459
12790,1833
14623,1660
16283,187
16470,616
17086,693
17779,1431
19210,5702
24912,2505
27417,766
16074,483
16557,1313
17870,981
18851,574
19425,1456
20881,4270
25151,3741
28892,485
29377,2230
14027,595
14622,1609
16231,1491
17722,1472
19194,5340
24534,991
25525,2700
20006,780
20062,405
20467,240
20707,79
20019,1528
17712,181
12472,891
13363,138
13501,284
11592,1246
12838,446
13284,1690
14974,1546
16520,980
17500,422
17922,572
18494,5193
23687,3525
27212,242
27454,3284
20466,1080
693,197
890,356
16856,404
17260,648
17908,412
18320,884
19204,410
19614,2024
13207,122
13329,399
13728,208
13936,241
14177,6665
20842,2748
23590,1077
24667,1483
26150,169
26319,1792
17961,3586
19678,1762
19701,1874
21575,400
21975,3521
25496,901
26397,3767
18406,788
19194,420
19614,1172
12208,698
12906,288
13194,1000
14194,1841
16035,1887
17922,507
18429,3816
22245,3398
25643,847
26490,246
26736,3814
17680,894
18574,3358
21932,490
22422,128
17538,4359
19274,354
19628,1797
19783,470
20253,533
14636,1184
15146,478
15624,3586
18429,1778
20207,724
4506,928
5434,694
6128,1822
7950,128
8078,372
9270,60
9330,1504
10834,525
11359,1464
12823,1385
14208,1849
16057,2731
18788,980
19768,4299
24067,716
24783,192
24975,3235
28210,2934
13672,1600
17841,2945
25451,4267
14307,322
14629,223
14852,351
15203,377
15580,116
15696,127
15823,211
16034,447
16481,336
16817,1024
18310,2181
20491,295
20468,1032
15694,29
15723,1933
17656,1681
19337,1753
21090,592
20931,8360
13313,1301
14614,2214
16828,4678
21506,267
19869,384
20253,186
20439,347
758,412
12985,28
13013,407
17984,1048
19032,172
19204,544
19748,34
3173,1789
4962,1074
6036,1740
7776,1945
9721,641
15911,2319
18230,1321
19551,5951
17303,23
17326,930
18256,436
18692,2337
12341,453
12794,927
13721,1650
20049,382
20431,6786
27217,272
27489,335
27824,310
28134,392
28526,3205
5971,602
6573,1405
8084,568
9597,792
10389,501
10890,400
11290,388
11678,145
11823,260
12083,355
12438,876
13314,6175
19489,1915
21404,501
21905,174
15693,781
15162,416
5175,885
6060,1918
8225,706
9343,1031
10374,783
15836,797
16633,302
16935,146
17081,265
17346,2317
19663,1548
21211,127
21338,117
1246,163
1409,1183
2592,1085
3677,718
4395,1148
5543,23
5566,494
6060,430
6490,124
6614,556
7170,467
7637,1846
9483,1187
10670,4714
15384,1178
16562,1447
18009,1438
19447,5509
24956,3368
4927,1109
6036,2021
9333,153
9486,932
16498,210
17227,114
17341,104
17445,278
17723,2324
20047,745
16708,519
20792,1014
14324,1035
10362,886
11248,237
11485,2037
13522,25
13547,227
13774,255
14029,1757
15786,208
15994,227
16221,1534
17755,2811
20566,2070
22636,100
22736,1090
23826,1823
25649,1153
26802,692
27494,1738
29232,168
29400,2301
2331,2131
4462,243
4705,250
4955,296
5251,21
5272,764
6036,280
6316,363
6679,1090
7769,93
7862,321
8183,786
9157,105
9262,424
9980,413
10393,267
10660,406
11066,1178
12244,158
12402,2331
14733,212
14945,384
15329,1490
16819,212
17031,1886
18917,1567
20484,2237
22721,270
18213,3455
16830,2653
19483,3129
24008,1114
25122,2131
27253,708
27961,188
28149,231
28380,2070
13963,308
14271,298
14569,11
14580,3303
17883,1425
19308,3365
22673,2835
25508,2129
27637,536
28173,651
28824,987
29811,228
14119,875
14994,141
15807,2002
17809,2977
14924,1738
16662,997
17659,175
17834,1361
19195,3341
25776,762
26538,2839
29377,358
29735,149
29884,435
2838,1284
4122,253
4375,1661
6036,1663
7699,77
7776,177
7953,1075
9028,1226
10254,233
10487,804
11291,3769
15060,1060
16120,2633
18753,1760
20513,1565
22078,3155
25233,3972
29205,1824
17680,350
16033,3174
19207,6367
25574,2207
27781,263
17673,1283
18956,6686
25642,151
15899,962
16861,789
17650,3457
21107,399
17235,730
17965,1495
19460,631
20091,2245
22336,458
11348,2813
14161,567
14728,380
15108,2127
18429,154
18583,109
18692,2015
20707,733
3635,529
4164,408
4572,1568
6140,1917
10430,3102
13532,350
13882,123
14005,833
14838,644
15482,4113
19595,1565
21160,676
15687,630
16317,511
16828,4719
2822,2765
17482,787
18269,4739
4963,265
11454,61
11515,993
12508,2695
15364,749
16113,1595
17708,267
16085,1604
17689,735
18424,171
18595,2952
16705,87
18257,939
19196,1146
20342,1158
11317,889
1986,332
15108,230
19834,650
20484,309
20793,338
21131,416
21547,91
15844,658
15127,826
15953,3278
19231,2687
21918,750
22668,1252
11592,2290
13882,33
13915,427
14342,897
15239,131
15370,1143
16513,168
16681,558
17289,923
18212,1846
20058,728
15886,67
15953,5594
16502,430
19888,1903
21791,174
21965,57
22022,436
22458,3372
25830,1251
3302,2004
5306,45
5351,929
6280,71
6351,873
7224,658
7882,419
8301,2001
10302,2978
13280,1558
14838,388
15226,2762
17988,1375
19363,2344
21707,2570
24277,1201
25478,2685
28163,537
15135,4060
19195,6038
25233,1641
26874,2077
16432,597
17029,830
17859,3517
21376,231
21607,375
21982,313
22295,85
22380,12
22392,356
22748,249
22997,252
23249,295
23544,909
24453,1489
25942,1746
27688,376
28064,83
28147,652
23196,239
23435,403
23838,1360
25198,707
25905,271
26176,255
16611,581
17192,2094
19286,1293
20579,223
20802,319
21818,1173
22991,1538
15482,1270
23486,320
23806,237
24076,1553
25629,1231
26860,524
27384,2309
17921,4914
22835,491
23326,1203
24529,959
26538,3187
29725,1761
16266,1582
22216,277
22493,507
23000,233
23233,640
23619,1290
22042,1924
21245,3246
24491,700
25191,831
26022,2845
21005,576
21581,387
21968,470
22438,107
22545,191
22736,1559
24295,2601
26896,2231
29127,2442
22487,192
22679,361
23040,760
23800,90
18076,4662
22738,1075
19251,1671
16809,988
17797,1540
19337,143
19480,619
20099,1600
21699,308
22007,218
22225,2728
24953,1197
26150,1997
5658,378
6036,1222
7258,123
7381,214
7595,2219
9814,1493
11307,81
11388,5688
17076,1026
18102,1065
19167,3322
22489,1157
23646,3741
16697,66
16763,2699
19462,2719
22181,1045
23226,2306
25532,1696
27228,841
28069,2135
19704,639
20343,3375
23718,993
24711,240
24951,916
25867,460
10963,4967
15930,308
16238,264
16502,3087
10610,3892
14502,1915
16417,1214
17631,35
17666,2812
20478,1631
24713,700
25413,474
25887,1555
27442,573
16033,504
16537,88
17745,2933
20678,2584
24638,1068
25706,1821
506,241
796,190
747,49
986,129
1115,931
2046,1656
3702,700
4402,114
4516,310
4826,198
5024,1095
6119,454
6573,1020
7593,1886
9479,4437
13916,1468
15384,1225
16609,1446
18055,1694
19749,6377
26126,2261
28387,1291
29678,88
7664,225
7889,89
7978,3909
12556,409
18747,257
19004,209
5252,784
6036,1942
506,466
1630,1836
4112,486
4598,828
5426,83
5509,314
5823,237
6060,1360
7420,175
7595,355
7950,126
8076,980
9179,665
9844,87
9931,325
10256,440
10696,658
11354,174
11528,286
11814,1968
13782,7230
21012,4588
25600,3012
506,140
646,230
876,110
986,2916
3948,1296
5244,4024
22336,470
22806,5689
11983,1589
13572,336
13908,2404
994,1917
2911,3125
6036,1371
7407,348
7755,3667
11422,1016
12438,10236
20568,363
20931,664
21595,843
22438,1859
24297,664
24961,5545
15788,272
16060,740
16800,1461
18261,2772
21033,3202
24235,596
24831,322
25153,2636
27789,3154
30943,96
506,658
17803,532
20291,1398
25952,283
18440,1999
20439,169
20608,430
21038,47
21085,1101
16238,2752
19330,5520
3361,155
18003,1702
19705,463
20168,1094
21262,3198
24460,891
25709,2213
17239,2894
6205,1490
7695,1266
8961,631
9592,1015
10607,451
11058,2065
13123,876
13999,4945
18944,1553
20497,1736
22233,2723
24956,3782
7964,907
18630,1437
20067,248
20315,771
21086,865
21951,699
3253,263
23771,1816
25587,1247
26834,4308
25940,644
4821,987
5808,2170
8132,1864
19213,1528
20741,3911
24652,533
3093,427
3520,71
3591,215
3806,1885
23262,876
24138,298
24436,202
24723,619
25342,1802
27144,4033
18397,2434
20831,2710
23541,1415
24956,958
3269,1223
4492,106
15982,715
15983,223
12914,2137
15051,4320
19371,591
19962,288
20250,260
20510,197
20707,713
10583,3195
13778,2524
16302,1506
17808,1444
19252,4665
23917,1660
25577,1340
26917,391
27308,239
27547,1611
12745,9988
4186,2039
6225,1474
7699,1282
8981,4199
13180,3191
16371,1565
17936,1644
19580,684
20264,4963
25227,4115
29342,627
14238,1004
15242,76
15318,370
15688,4228
19916,3136
23052,1083
24135,7052
31187,15
31202,284
6135,187
4674,528
5202,103
5305,255
5560,2418
10243,11761
11116,7020
11527,6414
17941,13733
16592,5046
25488,558
4430,365
14054,1997
16051,915
16966,194
17160,1993
19153,5363
24516,253
24769,384
25153,1272
26425,1079
2530,1987
4517,1611
6128,1648
7776,7140
14916,1376
16292,1979
18271,1478
19749,6166
25915,685
26600,1879
28479,1567
30046,176
12906,71
12977,1974
14951,5270
20221,2273
22494,544
23038,441
23479,604
4276,1997
6273,1705
8203,449
9225,3013
2486,1570
4056,2012
6068,60
4430,1399
5829,270
6099,1670
7769,11539
19308,6073
18135,1173
19308,2178
4929,817
5746,527
7799,384
8183,2819
11002,11533
