NewApp,Postmaster General,Last,Office,Month,County,Year,President,Day,First
0,19,Hall,MARSHALL,6,Harrison,1878,11,15,Volney
0,21,Williamson,MARSHALL,5,Harrison,1881,12,21,J. B.
0,21,Pierce,MARSHALL,10,Harrison,1881,13,24,W. C.
0,25,Jennings,MARSHALL,1,Harrison,1886,14,13,Robt. L.
0,26,Hudson,MARSHALL,1,Harrison,1890,15,9,John H.
0,26,Lancaster,MARSHALL,3,Harrison,1894,16,9,W. E.
0,28,Wilson,MARSHALL,5,Harrison,1898,17,24,Henry O.
1,28,McClung,OBE,4,Harrison,1899,17,8,Jos. J.
1,28,Grogan,PINE RIDGE,5,Harrison,1901,18,9,Wm. R.
0,28,Whitlock,PINE RIDGE,1,Harrison,1902,19,8,Robt. A.
0,14,Mason,POWELLTON,12,Harrison,1867,8,9,John
0,14,Sill,POWELLTON,7,Harrison,1868,8,21,Wm.
1,25,McClung,QUINTAL,1,Harrison,1886,14,6,Robt. S.
0,25,Muntz,QUINTAL,2,Harrison,1887,14,11,J. M.
0,25,McClung,QUINTAL,5,Harrison,1887,14,11,Robt. S.
1,25,Rosborough,ROSBOROUGH SPRINGS,3,Harrison,1886,14,20,Eli T.
1,28,Newton,SCHLEY,2,Harrison,1899,17,9,Wm. H.
1,26,Abney,SCOTLAND,9,Harrison,1890,15,12,Cary M.
1,15,Mathis,SCOTTSVILLE,8,Harrison,1869,9,4,Washington
0,18,Scott,SCOTTSVILLE,3,Harrison,1877,11,9,Wm. T.
2,23,Scott Sr.,SCOTTSVILLE,5,Harrison,1883,13,29,Wm. T.
0,26,Sledge,SCOTTSVILLE,6,Harrison,1888,14,26,Wm. E.
0,26,Scott,SCOTTSVILLE,10,Harrison,1888,14,8,Ripley R.
1,17,Jones,VASHTEL,5,Harrison,1876,10,18,Geo. W.
0,18,Buchanan,VASHTEL,11,Harrison,1876,10,21,Wm. H.
0,19,Muntz,VASHTEL,7,Harrison,1877,11,25,Jacob W.
0,19,Covin,VASHTEL,9,Harrison,1879,11,16,Jos. E.
0,19,Shackleford,VASHTEL,3,Harrison,1880,11,29,Thos. W.
0,21,Robinson,VASHTEL,11,Harrison,1881,13,22,Willard L.
-2,21,Russell,WASKOM,9,Harrison,1881,13,29,W. J. F.
0,22,Furrh,WASKOM,3,Harrison,1883,13,5,John W.
0,28,Morris,WASKOM,11,Harrison,1901,19,19,David H.
-1,15,Sill,WASKOM STATION,3,Harrison,1872,9,18,Wm.
0,17,Waskom,WASKOM STATION,10,Harrison,1874,10,27,Sanctus E.
0,19,Thweatt,WASKOM STATION,3,Harrison,1880,11,9,Algernon S.
1,15,Berry,WOODLAWN,2,Harrison,1874,10,19,Henry L.
0,17,Finley,WOODLAWN,11,Harrison,1875,10,1,R. S.
2,19,Hanson,WOODLAWN,6,Harrison,1877,11,6,David A.
0,21,Whitesell,WOODLAWN,12,Harrison,1881,13,13,N. W.
0,22,Mills,WOODLAWN,5,Harrison,1882,13,23,Jos. H.
0,23,Blalock,WOODLAWN,9,Harrison,1884,13,19,Chas. R.
0,25,Gorman,WOODLAWN,12,Harrison,1886,14,15,Jeremiah W.
0,27,Moss,WOODLAWN,8,Harrison,1897,17,3,Fannie
0,28,McCoy,WOODLAWN,2,Harrison,1899,17,24,Neil S.
1,26,McKinnon,CHANNING,1,Hartley,1891,15,30,Ed. A.
0,29,Stillman,CHANNING,2,Hartley,1902,19,27,Lowe
1,26,Latham,HARTLEY,4,Hartley,1888,14,9,W. W.
0,26,Huff,HARTLEY,10,Hartley,1888,14,11,Ed. J.
0,26,McDonough,HARTLEY,12,Hartley,1888,14,8,Ed. L.
0,26,Conklin,HARTLEY,11,Hartley,1889,15,7,Chas. F.
0,26,Lusby,HARTLEY,3,Hartley,1891,15,11,Fletcher
0,26,Baldwin,HARTLEY,9,Hartley,1893,16,9,Gill
0,26,Holmes,HARTLEY,10,Hartley,1893,16,14,Jas. H.
0,26,Scarborough,HARTLEY,1,Hartley,1897,16,5,Wm. H.
0,28,Scarborough,HARTLEY,10,Hartley,1899,17,4,Edgar L.
0,28,Briggs,HARTLEY,12,Hartley,1899,17,4,Theo.
0,28,Scarborough,HARTLEY,6,Hartley,1900,17,23,Edgar L.
0,28,Denton,HARTLEY,6,Hartley,1901,18,15,Thos. C.
0,28,Seybold,HARTLEY,11,Hartley,1901,19,9,Laura H.
1,26,James,AMPLE,12,Haskell,1890,15,20,David
0,26,Sparkman,AMPLE,1,Haskell,1892,15,13,Trustom
0,26,McDaniel,AMPLE,11,Haskell,1892,15,12,Granville W.
0,26,Cooper,AMPLE,1,Haskell,1893,15,4,Lyttleton
0,26,Phillips,AMPLE,11,Haskell,1895,16,8,Lizzie
1,19,Johnston,CALIFORNIA RANCH,3,Haskell,1880,11,2,Everett M.
1,23,Standefer,HASKELL,3,Haskell,1884,13,31,Rebecca A.
0,26,Evans,HASKELL,11,Haskell,1889,15,25,Jos. W.
0,26,Banks,HASKELL,8,Haskell,1891,15,14,Chas. B.
1,26,Edwards,IDELLA,5,Haskell,1892,15,19,Jos. B.
1,28,Davis,LEAVITT,9,Haskell,1901,18,7,Thos. E.
0,28,Terrell,MARCY,4,Haskell,1901,18,6,Chas. J.
0,28,Chapman,MARCY,11,Haskell,1901,19,19,Chas. M.
1,29,Herron,MID,3,Haskell,1902,19,19,Franklin P.
1,28,Hall,PINKERTON,2,Haskell,1901,17,14,Sarah
0,28,Williams,PINKERTON,10,Haskell,1901,19,19,Jas. W.
1,26,Perry,TACITUS,4,Haskell,1890,15,14,John M.
0,26,Davis,TACITUS,9,Haskell,1891,15,15,Alfred R.
1,28,Breeding,BEST,10,Hays,1899,17,7,Lucretia A.
0,28,Shuptrine,BEST,12,Hays,1900,17,18,Barbara A.
1,25,Carrington,BUDA,8,Hays,1887,14,25,Leonidas D.
0,26,Trigg,BUDA,11,Hays,1889,15,23,Mary A.
0,26,Harrison,BUDA,1,Hays,1894,16,2,Nannie H.
0,27,McElroy,BUDA,1,Hays,1898,17,12,Thos. E.
0,28,McElroy,BUDA,6,Hays,1898,17,1,Mrs. Ada L.
0,17,Laughlin,CEDAR VALLEY,4,Hays,1875,10,5,Thos. J.
1,25,Martin,DRIFTWOOD,1,Hays,1886,14,6,Thos.
0,28,Puryear,DRIFTWOOD,10,Hays,1901,19,25,John M.
2,15,Marshall,DRIPPING SPRINGS,7,Hays,1871,9,10,Burrell J.
0,15,Roberts,DRIPPING SPRINGS,4,Hays,1872,9,1,Jacob F.
0,15,Chapman,DRIPPING SPRINGS,10,Hays,1872,9,29,Wm. T.
0,26,Jones,DRIPPING SPRINGS,11,Hays,1893,16,4,David G.
0,27,Howard,DRIPPING SPRINGS,10,Hays,1897,17,18,Morgan H.
1,21,Chandler,DUPREE,3,Hays,1881,12,21,Jas. A.
0,23,Carrington,DUPREE,9,Hays,1884,13,8,Leonidas D.
0,25,Schmidt,DUPREE,2,Hays,1886,14,18,Julius H.
0,25,Carrington,DUPREE,3,Hays,1886,14,17,Leonidas D.
0,29,Day,FITZHUGH,2,Hays,1902,19,10,Lola
0,29,Hughes,FITZHUGH,4,Hays,1902,19,7,David
1,26,Goforth,GOFORTH,5,Hays,1890,15,16,Jas. T.
0,26,Butterworth,GOFORTH,2,Hays,1894,16,13,John M.
0,27,Allen,GOFORTH,10,Hays,1897,17,11,John W.
0,28,Patton,GOFORTH,2,Hays,1899,17,24,Glasscock D.
0,28,Sledge,GOFORTH,6,Hays,1900,17,15,Linden W.
0,28,Goforth,GOFORTH,12,Hays,1900,17,8,Jas. T.
1,27,Bell,GOOD,10,Hays,1897,17,28,Mary L.
1,21,Reed,HENLY,6,Hays,1881,12,27,Martin L.
0,23,McCarty,HENLY,10,Hays,1883,13,19,Wm. A.
0,25,Reed,HENLY,8,Hays,1886,14,28,Martin L.
1,26,Allen,HUACA,9,Hays,1894,16,5,Mattie A.
1,26,Fox,HUGO,11,Hays,1896,16,18,Eliz.
0,27,Payne,HUGO,11,Hays,1897,17,20,Albert McG.
0,27,Happle,HUGO,3,Hays,1898,17,15,Robt. W.
0,28,Owen,HUGO,9,Hays,1900,17,13,Sarah M.
1,15,Johnson,JOHNSON'S STATION,5,Hays,1870,9,5,Wm. A.
0,15,Johnson,JOHNSON'S STATION,2,Hays,1871,9,28,Miss Emma C.
1,19,Schlemmer,KYLE,1,Hays,1880,11,5,Nicholas C.
0,20,Roach,KYLE,1,Hays,1881,11,25,Wm. E.
0,22,Martin,KYLE,9,Hays,1882,13,18,C. W.
0,22,Banner,KYLE,12,Hays,1882,13,20,Elisha E.
0,24,Schlemmer,KYLE,12,Hays,1884,13,1,Nicholas C.
0,23,Ott,KYLE,1,Hays,1884,13,26,David A.
0,25,Keylich,KYLE,10,Hays,1886,14,25,Max G.
0,26,Sloan,KYLE,1,Hays,1890,15,20,Mrs. Mary
0,26,Sloan,KYLE,8,Hays,1893,16,16,Wilber B.
0,27,Schlemmer,KYLE,7,Hays,1897,17,28,Nicholas C.
0,29,Hartson,KYLE,6,Hays,1902,19,6,Mary K.
1,25,Crow,MILLSEAT,9,Hays,1886,14,6,John W.
2,14,Crosthwait,MOUNTAIN CITY,8,Hays,1867,8,23,Asa B.
0,15,Young,MOUNTAIN CITY,11,Hays,1869,9,19,Alpha R.
0,16,Haupt,MOUNTAIN CITY,8,Hays,1874,10,24,Wm. Walton
0,17,Schmidt,MOUNTAIN CITY,6,Hays,1876,10,30,Julius H.
0,18,Young,MOUNTAIN CITY,11,Hays,1876,10,1,David A.
0,20,Schmidt,MOUNTAIN CITY,1,Hays,1881,11,5,Julius H.
1,15,Sermon,MOUNT GAYNOR,7,Hays,1872,9,1,Bryant
0,19,McKellar,MOUNT GAYNOR,5,Hays,1877,11,7,Lanchlin
1,26,Beryman,NEW HOME,6,Hays,1888,14,30,Swen M.
1,29,Buaas,NIEDERWALD,4,Hays,1902,19,5,Hugo A.
-50,21,Cg'd to DUPREE,ONION CREEK,3,Hays,1881,12,21,and into Hays County
1,26,Owen,PURGATORY SPRINGS,6,Hays,1890,15,30,Oscar O.
0,14,Moore,SAN MARCOS,6,Hays,1868,8,3,Enoch
0,14,Webb,SAN MARCOS,10,Hays,1868,8,27,Holland R.
0,15,Pototsky,SAN MARCOS,4,Hays,1869,9,13,Emil
0,15,Von Stein,SAN MARCOS,1,Hays,1870,9,4,Alfred
0,20,Heaton,SAN MARCOS,11,Hays,1880,11,22,Albert
0,22,Heaton,SAN MARCOS,3,Hays,1882,13,29,Alfred
0,25,McMeans,SAN MARCOS,4,Hays,1886,14,6,Henry A.
0,26,Cape,SAN MARCOS,4,Hays,1890,15,16,John M.
0,26,McGehee,SAN MARCOS,4,Hays,1894,16,24,J. H.
0,28,Ford,SAN MARCOS,8,Hays,1898,17,8,Owen
1,26,Brown,SCIENCE HALL,3,Hays,1890,15,26,Wm. R.
1,15,Dailey,STRINGTOWN,5,Hays,1872,9,2,Thos. P.
0,15,Dailey,STRINGTOWN,5,Hays,1873,10,21,David W.
1,19,Moore,WIMBERLEY,2,Hays,1880,11,10,Robt. A.
0,22,Davis,WIMBERLEY,2,Hays,1883,13,26,Chas. A.
0,23,Laney,WIMBERLEY,3,Hays,1884,13,11,Elbert P.
0,26,Floyd,WIMBERLEY,6,Hays,1888,14,12,Sarah J.
0,26,Saunders,WIMBERLEY,10,Hays,1890,15,7,John H.
0,27,Black,WIMBERLEY,4,Hays,1898,17,14,Wm. W.
0,26,Saunders,WIMBERLEY,10,Hays,1890,15,7,John H.
0,26,Morrison,WIMBERLEY,11,Hays,1892,15,17,Jas. W.
0,28,Saunders,WIMBERLEY,12,Hays,1899,17,6,Miss Callie F.
0,29,Saunders,WIMBERLEY,4,Hays,1902,19,9,John H.
1,26,Bell,YELL,2,Hays,1890,15,14,Thos. G.
0,26,Weaver,YELL,1,Hays,1897,16,2,Jennie
0,27,Garrett,YELL,4,Hays,1898,17,21,Thos. J.
1,19,Springer,BOGGY STATION,10,Hemphill,1878,11,9,A. G.
1,25,Locke,CANADIAN,8,Hemphill,1887,14,3,Matthew A.
0,26,Ford Jr.,CANADIAN,10,Hemphill,1889,15,18,Geo.
0,26,Arrington,CANADIAN,8,Hemphill,1893,16,8,John S.
0,27,Polly,CANADIAN,7,Hemphill,1897,17,10,Ephraim E.
0,28,Rathjon,CANADIAN,10,Hemphill,1900,17,24,Wm. D.
1,25,Smith,CATALINE,2,Hemphill,1887,14,3,Jos.J.
0,26,Donaldson,CATALINE,5,Hemphill,1890,15,2,Wm. A.
0,26,Alexander,CATALINE,9,Hemphill,1893,16,4,Mary J.
0,28,Alexander,CATALINE,8,Hemphill,1899,17,29,Robt. T.
0,28,Donaldson,CATALINE,7,Hemphill,1900,17,12,Wm. A.
0,29,Riley,CATALINE,4,Hemphill,1902,19,19,Annie
1,26,Bryant,GRANGERVILLE,12,Hemphill,1895,16,3,Elijah
1,19,McFadden,SEVEN OAKS,12,Hemphill,1878,11,10,Thompson M.
0,19,Dubbs,SEVEN OAKS,8,Hemphill,1879,11,13,Emanuel
1,19,Tuttle,SPRINGER RANCH,9,Hemphill,1879,11,2,Salmon
0,21,Rhodes,SPRINGER RANCH,11,Hemphill,1881,13,23,Chas. B.
0,22,Anderson,SPRINGER RANCH,10,Hemphill,1882,13,3,H. B.
1,29,Simpson,STICKLEY,2,Hemphill,1902,19,26,Geo. A.
0,26,Hill,ACME,3,Henderson,1896,16,18,Wm. L.
1,26,Smith,ALEY,9,Henderson,1894,16,6,Wm. J.
0,26,Burns,ALEY,6,Henderson,1895,16,10,Sallie
0,14,Stirman,ATHENS,3,Henderson,1868,8,30,Winfield B.
0,15,Skinner,ATHENS,6,Henderson,1870,9,21,Jas. H.
0,15,Thompson,ATHENS,8,Henderson,1871,9,28,Jeff E.
0,15,Lord Jr.,ATHENS,1,Henderson,1873,9,13,Ed.
0,16,Evans,ATHENS,8,Henderson,1874,10,12,Geo. R.
0,17,Skinner,ATHENS,5,Henderson,1875,10,18,Jas. H.
0,25,Matthews,ATHENS,12,Henderson,1885,14,11,Thos. M.
0,26,Bradshaw,ATHENS,6,Henderson,1889,15,12,Thos.
0,26,Stewart,ATHENS,8,Henderson,1889,15,23,John G.
0,26,Matthews,ATHENS,9,Henderson,1893,16,1,Thos. M.
0,27,Miller,ATHENS,10,Henderson,1897,17,29,Chas. K.
1,28,Ormand,BAXTER,6,Henderson,1901,18,6,Sol.
0,29,Johnson,BAXTER,2,Henderson,1902,19,15,Wm. M.
1,15,Hutchinson,BERRYVILLE,12,Henderson,1871,9,6,Hezekiah K.
0,17,Elston,BERRYVILLE,6,Henderson,1876,10,9,J. C.
2,19,Harris,BERRYVILLE,7,Henderson,1877,11,10,Jos. A.
0,19,Elston,BERRYVILLE,4,Henderson,1879,11,22,John C.
0,25,Smith,BERRYVILLE,4,Henderson,1886,14,23,John A.
0,27,Bateman,BERRYVILLE,10,Henderson,1897,17,27,W. P.
0,27,Denman,BERRYVILLE,2,Henderson,1898,17,4,Clinton G.
0,28,Henson,BERRYVILLE,11,Henderson,1899,17,22,W. G.
0,28,Driggars,BERRYVILLE,1,Henderson,1900,17,31,John
1,26,Gentry,BROWNSBORO,9,Henderson,1892,15,9,Wm. J.
0,26,Wyatt,BROWNSBORO,4,Henderson,1896,16,21,John H.
0,27,Harrison Jr.,BROWNSBORO,9,Henderson,1897,17,11,Nathan J.
0,28,Harrison,BROWNSBORO,2,Henderson,1901,17,26,Simeon
0,14,Carver,BROWNSBOROUGH,1,Henderson,1868,8,15,Mrs. Dorcas L.
0,17,McNeil,BROWNSBOROUGH,1,Henderson,1875,10,19,W. L.
0,21,Franklin,BROWNSBOROUGH,12,Henderson,1881,13,13,Jas. F.
0,22,Harrison,BROWNSBOROUGH,2,Henderson,1883,13,21,N. J.
0,23,Bevill,BROWNSBOROUGH,6,Henderson,1883,13,21,Jas. D.
0,23,Miller,BROWNSBOROUGH,11,Henderson,1883,13,12,Jacob
0,23,Evans,BROWNSBOROUGH,2,Henderson,1884,13,27,Wm. L.
0,25,Carver,BROWNSBOROUGH,8,Henderson,1885,14,3,Jas. W.
0,26,Holiman,BROWNSBOROUGH,2,Henderson,1888,14,2,Wm .T.
0,26,Murrell,BROWNSBOROUGH,2,Henderson,1889,14,15,N. C.
1,26,Lewis,BUTE,5,Henderson,1892,15,26,John C.
0,26,Lewis,BUTE,12,Henderson,1893,16,21,Dempsey D.
0,28,Mitchell,BUTE,6,Henderson,1901,18,7,Anna F.
0,28,Simmons,BUTE,10,Henderson,1901,19,8,John R.
1,26,Warren,CATFISH,4,Henderson,1888,14,23,David O.
0,26,Featherstone,CATFISH,3,Henderson,1890,15,21,Geo. W.
0,26,Wood,CATFISH,12,Henderson,1893,16,29,Jas. N.
1,20,Watley,CHANDLER,10,Henderson,1880,11,11,W. H.
0,20,Franklin,CHANDLER,1,Henderson,1881,11,18,B. C.
0,22,McFarland,CHANDLER,2,Henderson,1882,13,23,Robt. T.
0,22,Chandler,CHANDLER,3,Henderson,1883,13,13,Reuben H.
0,23,Mackie,CHANDLER,1,Henderson,1884,13,31,Nathan H.
0,23,Duncan,CHANDLER,6,Henderson,1884,13,3,John A.
0,25,McFarland,CHANDLER,9,Henderson,1886,14,8,Mrs. Alice A.
0,26,Cade,CHANDLER,12,Henderson,1890,15,29,Elizabeth
0,26,Pinckard,CHANDLER,9,Henderson,1895,16,9,Elizabeth
0,26,Chandler,CHANDLER,2,Henderson,1896,16,7,Rheuben H.
0,28,Pinckard,CHANDLER,6,Henderson,1899,17,20,Bettie C.
1,28,Williams,COTTAGE,8,Henderson,1901,18,2,Robt. S.
1,26,Hartzog,DAUPHIN,6,Henderson,1895,16,26,Chris. C.
0,26,Hickman,DAUPHIN,3,Henderson,1896,16,18,Geo.
0,28,Williams,DAUPHIN,9,Henderson,1899,17,6,Jas. W.
1,28,Moore,EUSTACE,4,Henderson,1900,17,30,John W.
0,14,Boles,FINCASTLE,9,Henderson,1867,8,9,Elijah W.
2,15,Adams,FINCASTLE,8,Henderson,1871,9,7,Bowlin P.
0,17,Turner,FINCASTLE,6,Henderson,1876,10,5,Henry C.
0,19,Vontana,FINCASTLE,3,Henderson,1880,11,2,M. R.
0,22,Adams,FINCASTLE,9,Henderson,1882,13,6,J. C.
0,22,Turner,FINCASTLE,9,Henderson,1882,13,26,Henry C.
0,26,Tatum,FINCASTLE,2,Henderson,1891,15,5,Jefferson N.
1,28,Bartlett,FOX,5,Henderson,1900,17,23,Thos. A.
1,28,Buford,GEROME,1,Henderson,1900,17,22,Columbus
0,28,Brashars,GEROME,11,Henderson,1901,19,26,John A.
1,15,Gardner,GOSHEN,12,Henderson,1871,9,15,Elias
0,19,Roher,GOSHEN,12,Henderson,1877,11,5,Silas L.
0,19,Weaks,GOSHEN,8,Henderson,1878,11,16,John W.
0,22,Mason,GOSHEN,10,Henderson,1882,13,24,Geo. W.
0,25,Stewart,GOSHEN,4,Henderson,1886,14,30,Thos. J.
0,26,Melton,GOSHEN,4,Henderson,1888,14,20,Joab M.
0,28,Moore,GOSHEN,8,Henderson,1900,17,22,Jas. T.
1,28,Lewis,GREESON,9,Henderson,1899,17,1,Benj. T.
0,29,Smith,HAM,6,Henderson,1902,19,6,Wm. E. P.
1,28,Moore,JOLO,3,Henderson,1900,17,9,John W.
1,29,Browning,KENELM,5,Henderson,1902,19,8,Susan E.
1,28,Oakes,KODAL,6,Henderson,1900,17,4,Wm. C.
1,28,Regester,LARUE,5,Henderson,1901,18,27,Chas. F.
1,28,Cooper,LEAGUEVILLE,3,Henderson,1899,17,30,Wellborn B.
0,28,Browning,LEAGUEVILLE,5,Henderson,1901,18,24,John D.
1,20,Underwood,LINDSEY,2,Henderson,1881,11,28,Ripley C.
1,26,Hudson,LUTES,5,Henderson,1891,15,28,Cuthbert G.
0,15,Cotten,MALAKOFF,6,Henderson,1874,10,18,Peter C.
0,17,Mitcham,MALAKOFF,2,Henderson,1876,10,2,Wm. F.
2,19,Catlen,MALAKOFF,7,Henderson,1879,11,17,Peter C.
0,19,Mitcham,MALAKOFF,12,Henderson,1879,11,1,Geo. J.
0,21,Evans,MALAKOFF,3,Henderson,1881,12,21,Wm. J.
0,26,Scott,MALAKOFF,9,Henderson,1890,15,19,Oliver
0,26,Boyett,MALAKOFF,9,Henderson,1893,16,16,Selas L.
0,27,Landrith,MALAKOFF,8,Henderson,1897,17,27,Benj. F.
1,26,Wheeler,MANCE,7,Henderson,1894,16,2,Roscoe S.
0,29,Wheeler,MANCE,2,Henderson,1902,19,11,Murry H.
1,26,Wheeler,MANCE,7,Henderson,1894,16,2,Roscoe S.
1,26,Powell,MERV,4,Henderson,1888,14,13,John M.
1,17,Cummings,MODOC,7,Henderson,1875,10,19,M. C.
0,19,Morgan,MODOC,10,Henderson,1878,11,9,Marion
-1,23,Murphree,MURCHISON,8,Henderson,1883,13,23,John B.
0,26,Laymance,MURCHISON,4,Henderson,1890,15,10,Jas. I.
0,26,White,MURCHISON,10,Henderson,1891,15,22,Wm. W.
0,26,Brown,MURCHISON,8,Henderson,1893,16,25,Robt. F.
0,26,Townly,MURCHISON,11,Henderson,1893,16,16,Jas. L.
0,27,Williams,MURCHISON,1,Henderson,1898,17,4,Chas. T.
1,28,Osborne,NAUGHT,2,Henderson,1899,17,25,Geo. C.
1,28,Murphy,NELL,11,Henderson,1898,17,30,Wm. O.
1,26,Johnston,NEOSHO,7,Henderson,1888,14,14,Elizabeth J.
1,18,Reynolds,NEW YORK,9,Henderson,1876,10,11,John H.
0,19,Miller,NEW YORK,4,Henderson,1879,11,9,Jacob
0,20,Atwood,NEW YORK,7,Henderson,1880,11,8,John C. C.
0,21,Browning,NEW YORK,11,Henderson,1881,13,7,John D.
0,22,Neill,NEW YORK,5,Henderson,1882,13,16,David W.
0,23,Hunt,NEW YORK,10,Henderson,1883,13,29,Jas. O.
0,23,Liston,NEW YORK,6,Henderson,1884,13,30,Robt. J.
0,26,Curtis,NEW YORK,11,Henderson,1891,15,30,John B.
0,26,Hall Jr.,NEW YORK,2,Henderson,1895,16,20,Thos. H.
0,26,Hall Sr.,NEW YORK,1,Henderson,1896,16,18,Thos. H.
0,27,Curtis,NEW YORK,4,Henderson,1898,17,4,John B.
0,28,Jones,NEW YORK,3,Henderson,1900,17,5,Rena M.
0,28,Jones,NEW YORK,1,Henderson,1901,17,10,Lelia
1,26,Cook,PAYNE SPRING,8,Henderson,1894,16,20,Geo. J.
1,26,Hamond,PAYNE'S SPRINGS,8,Henderson,1890,15,27,John Q.
0,26,Davis,PAYNE'S SPRINGS,3,Henderson,1891,15,2,Henry H.
1,14,Thompson,PINE GROVE,9,Henderson,1867,8,3,Evan
0,25,Nanny,PINE GROVE,5,Henderson,1886,14,29,Martin H.
0,26,Rogers,PINE GROVE,12,Henderson,1890,15,18,Robt. E.
0,26,Frizzell,PINE GROVE,7,Henderson,1892,15,27,Preston F.
0,28,Layton,PINE GROVE,10,Henderson,1901,19,28,John W.
1,29,Dickerson,POYNER,5,Henderson,1902,19,10,Dan
1,17,Harrison,ROCKVILLE,6,Henderson,1875,10,24,N. J.
1,14,Hall,SHACKELFORD,5,Henderson,1868,8,22,Docia
2,15,Hall,SHACKELFORD,4,Henderson,1869,9,26,Docia
0,15,Hendrix,SHACKELFORD,8,Henderson,1869,9,23,Sarah A.
1,15,Smith,SHADEVILLE,5,Henderson,1870,9,21,Mrs. Nancy J.
0,19,Garrett,SHADEVILLE,8,Henderson,1879,11,18,W. P.
1,15,Chandler,STILL WATER,4,Henderson,1873,10,17,Alphonso H.
-1,28,Osborne,STOCKARD,11,Henderson,1899,17,21,Geo. C.
0,28,Cole,STOCKARD,9,Henderson,1900,17,7,Wm. L.
0,29,Stockard,STOCKARD,3,Henderson,1902,19,5,John M.
0,29,Smith,STOCKARD,4,Henderson,1902,19,29,Hiram N.
1,26,Gillespie,STUMP,2,Henderson,1892,15,25,Jas. H.
1,26,Watkins,TINCE,12,Henderson,1892,15,6,Arch. S.
1,28,Scott,TINDEL,1,Henderson,1900,17,6,David N.
1,19,Jenkins,TOLOSA,3,Henderson,1880,11,2,Chas. A.
1,28,Stewart,TOOL,8,Henderson,1901,18,2,Joe
0,29,Boatwright,TOOL,6,Henderson,1902,19,6,Leo
1,26,Legg,TRINIDAD,10,Henderson,1891,15,27,David C.
0,26,Mann,TRINIDAD,6,Henderson,1893,16,2,Fannie J.
0,26,Trotman,TRINIDAD,1,Henderson,1896,16,13,Thos. J.
0,28,Jackson,TRINIDAD,4,Henderson,1901,18,27,Chas. W.
1,28,Acker,UNEVA,1,Henderson,1901,17,26,Simon
0,29,Bounds,UNEVA,5,Henderson,1902,19,5,Jennie F.
1,24,Thompson,WILDCAT,1,Henderson,1885,13,16,Geo. B.
0,25,Thompson,WILDCAT,1,Henderson,1886,14,14,John M.
1,19,Starr,YALE SEMINARY,5,Henderson,1878,11,15,Jasper
1,28,Hawkins,ABRAM,5,Hidalgo,1901,18,25,Francisca L.
1,28,Johnston,CENIZAL,1,Hidalgo,1901,17,4,Francisco H.
0,14,Richmond,EDINBURGH,7,Hidalgo,1867,8,8,John A.
4,15,Horne,EDINBURGH,3,Hidalgo,1869,9,17,Henry K.
0,15,Fulton,EDINBURGH,2,Hidalgo,1870,9,7,Jos. F.
0,15,Estafra,EDINBURGH,6,Hidalgo,1870,9,21,Leon
0,15,Johnston,EDINBURGH,2,Hidalgo,1873,9,11,Arch. A.
0,15,Box,EDINBURGH,5,Hidalgo,1874,10,14,L. H.
0,17,Evans,EDINBURGH,1,Hidalgo,1876,10,13,Nathan H.
1,15,Fulton,EL SAUZ,4,Hidalgo,1870,9,15,Jos. F.
1,25,Salinas,HAVANA,2,Hidalgo,1886,14,18,Andres
0,26,Marsh,HAVANA,12,Hidalgo,1889,15,3,Virginia J.
0,26,Miller,HAVANA,5,Hidalgo,1891,15,16,Geo. W.
0,26,Philibert,HAVANA,7,Hidalgo,1894,16,12,Frank J.
0,28,Recio,HAVANA,5,Hidalgo,1899,17,22,Fortunato
0,28,Schunior,HAVANA,6,Hidalgo,1900,17,4,Chas.
-1,17,Evans,HIDALGO,1,Hidalgo,1876,10,19,Nathan H.
0,19,Box,HIDALGO,11,Hidalgo,1877,11,20,Mrs. Louisa
0,20,Odell,HIDALGO,2,Hidalgo,1881,11,28,Wm. J.
0,25,Leo,HIDALGO,9,Hidalgo,1885,14,1,Mrs. Mary C.
0,26,Odell,HIDALGO,8,Hidalgo,1889,15,20,Wm. J.
0,26,Odell,HIDALGO,1,Hidalgo,1890,15,22,Josephine J.
0,26,Odell,HIDALGO,5,Hidalgo,1892,15,26,W. J.
0,26,Olivares,HIDALGO,2,Hidalgo,1895,16,16,Juan T.
0,26,Schunior,HIDALGO,11,Hidalgo,1895,16,21,Wm.
0,28,Rodriguez,HIDALGO,8,Hidalgo,1898,17,8,Gumaro N.
0,28,Johnston,PANCHITA,6,Hidalgo,1900,17,16,M. F.
1,28,Jefferds,PROGRESO,4,Hidalgo,1900,17,2,Ed. R.
3,15,Buck,RUDYVILLE,1,Hidalgo,1870,9,31,Isaac
1,26,Gallardo,SANRAMON,4,Hidalgo,1896,16,9,Jose L.
0,28,Longoria,SANRAMON,6,Hidalgo,1901,18,26,Antonio L.
1,26,Lidwell,SANTARITA,1,Hidalgo,1891,15,9,Walter E.
0,26,Barnett,ABBOTT,4,Hill,1888,14,14,Leonidas C.
0,26,Brigman,ABBOTT,7,Hill,1895,16,18,Miss Lula Laura
0,28,Carroll,ABBOTT,4,Hill,1901,18,25,Chas. H.
0,25,Ballard,AQUILLA,8,Hill,1887,14,4,Bland W.
0,27,Gresham,AQUILLA,8,Hill,1897,17,21,Emma
0,28,Vaughan,AQUILLA,8,Hill,1900,17,7,Emma
