NewApp,Postmaster General,Last,Office,Month,County,Year,President,Day,First
1,26,Hood,HOOD,12,Cooke,1889,15,4,Adolphus P.
2,26,Williams,HOOD,11,Cooke,1896,16,18,Felix W.
1,26,McBride,LEO,5,Cooke,1894,16,7,Thos. C.
0,26,Eason,LEO,9,Cooke,1894,16,29,Henry C.
1,26,Flusche,LINDSAY,5,Cooke,1891,15,27,Anton
0,26,Flusche,LINDSAY,3,Cooke,1896,16,6,Fred. A.
0,26,Flusche,LINDSAY,11,Cooke,1896,16,26,Anton
0,28,Aston,LOIS,11,Cooke,1901,19,26,Hugh L.
1,26,Harrison,LORING,7,Cooke,1889,15,15,Thad. S.
1,18,McCain,McCRAWSVILLE,1,Cooke,1877,10,16,Geo. S.
1,15,Kelly,MARYSVILLE,1,Cooke,1873,9,13,John
0,17,Kelly,MARYSVILLE,11,Cooke,1874,10,27,Wm. E.
0,23,Burton,MARYSVILLE,5,Cooke,1884,13,12,John B.
0,27,Mansfield,MARYSVILLE,8,Cooke,1897,17,27,Robt. A.
0,28,Cochran,MARYSVILLE,12,Cooke,1900,17,15,Jas. M.
1,22,Moss,MOSSVILLE,12,Cooke,1882,13,11,Jas. R.
0,23,Blakemore,MOSSVILLE,9,Cooke,1883,13,10,Chas. F.
0,23,Leming,MOSSVILLE,9,Cooke,1884,13,11,Reuben
0,25,Putnam,MOSSVILLE,9,Cooke,1887,14,19,Francis M.
2,26,Wheeler,MOSSVILLE,1,Cooke,1888,14,30,Wm. R.
0,26,White,MOSSVILLE,11,Cooke,1888,14,30,Andrew J.
0,26,Ellis,MOSSVILLE,8,Cooke,1889,15,22,Minnie L.
0,28,Ellis,MOSSVILLE,12,Cooke,1900,17,11,Laura A.
0,29,Lewis,MOSSVILLE,4,Cooke,1902,19,12,Aldred M.
1,17,Bunch,MOUNTAIN SPRING,2,Cooke,1875,10,24,Jos. R.
0,18,Murphy,MOUNTAIN SPRING,12,Cooke,1876,10,8,John W.
0,20,Mikeal,MOUNTAIN SPRING,8,Cooke,1880,11,31,Isham
0,22,Yeakley,MOUNTAIN SPRING,1,Cooke,1883,13,22,Jas. M.
0,28,Scoggin,MOUNTAIN SPRING,5,Cooke,1898,17,6,Jas. P.
0,28,Mikeal,MOUNTAIN SPRING,7,Cooke,1898,17,26,Wyatt
0,28,Yeakley,MOUNTAIN SPRING,11,Cooke,1898,17,2,Melendez M.
0,28,McMillan,MOUNTAIN SPRING,10,Cooke,1901,19,28,John
0,28,Rayzor,MOUNTAIN SPRING,12,Cooke,1901,19,19,Simeon A.
0,29,Yeakley,MOUNTAIN SPRING,2,Cooke,1902,19,17,Melendez M.
1,26,Flusche,MUENSTER,12,Cooke,1889,15,19,August
0,26,Koll,MUENSTER,5,Cooke,1890,15,2,John
0,27,Richter,MUENSTER,3,Cooke,1898,17,16,J. H.
0,28,Meurer,MUENSTER,12,Cooke,1900,17,28,John W.
-1,25,Harris,MYRA,11,Cooke,1887,14,12,Andrew J.
2,26,Jahn,MYRA,5,Cooke,1893,16,27,Wilhelm
0,28,Shults,MYRA,1,Cooke,1901,17,29,Noah
1,22,Cornelison,OKLAHOMA,3,Cooke,1882,13,20,Madison P.
0,24,Wheeler,OKLAHOMA,2,Cooke,1885,13,19,Joel A.
1,26,Neal,OPHIS?,8,Cooke,1888,14,18,Ed. C.
1,26,Brown,ORLENA,10,Cooke,1888,14,19,John M.
0,26,Harrison,ORLENA,8,Cooke,1891,15,21,Chas.
0,26,Kyle,ORLENA,12,Cooke,1893,16,29,Henry
0,28,Kyle,ORLENA,2,Cooke,1900,17,28,Alice
0,28,Smart,ORLENA,12,Cooke,1900,17,5,Don C.
1,25,Pulte,REED,2,Cooke,1886,14,20,August
1,18,Ross,ROSSTON,1,Cooke,1877,10,16,Theo. A.
0,26,Roberts,ROSSTON,6,Cooke,1890,15,2,John C.
0,21,Willis,ROSSTON,3,Cooke,1881,12,9,Thos.
0,22,Hardwick,ROSSTON,8,Cooke,1882,13,30,T. B.
0,22,Willis,ROSSTON,9,Cooke,1882,13,18,Thos.
0,23,McClure,ROSSTON,6,Cooke,1883,13,7,Henry
0,23,McClure,ROSSTON,10,Cooke,1884,13,13,W. F.
0,24,Ferguson,ROSSTON,11,Cooke,1884,13,11,Calvin C.
0,25,Moseley,ROSSTON,11,Cooke,1885,14,3,Eligha R.
0,25,McCarty,ROSSTON,12,Cooke,1886,14,2,John T.
0,26,Moseley,ROSSTON,12,Cooke,1888,14,21,Martin P.
0,26,Robinson,ROSSTON,1,Cooke,1891,15,28,Wm. G.
0,28,Pinkston,ROSSTON,2,Cooke,1901,17,7,J. T.
0,28,Strong,ROSSTON,3,Cooke,1901,18,15,Dora L.
0,29,Maxwell,ROSSTON,5,Cooke,1902,19,26,Zachra T.
1,15,Midkiff,SIVELL'S BEND,5,Cooke,1872,9,8,Wm.
0,23,Bennett,SIVELL'S BEND,4,Cooke,1884,13,21,Jas. F.
0,25,Moss,SIVELL'S BEND,4,Cooke,1886,14,14,Jas. R.
0,28,Perkins,SIVELL'S BEND,12,Cooke,1898,17,8,Rad
0,19,Jarvis,VALLEY VIEW,5,Cooke,1877,11,16,David R.
0,19,Mason,VALLEY VIEW,9,Cooke,1879,11,1,Wiley A.
0,23,George,VALLEY VIEW,9,Cooke,1883,13,14,Chas. G.
0,23,Spurlock,VALLEY VIEW,10,Cooke,1884,13,11,Geo. L.
0,25,Head,VALLEY VIEW,4,Cooke,1887,14,23,Robt. P.
0,27,Wiggins,VALLEY VIEW,8,Cooke,1897,17,27,John S.
0,28,Wiggins,VALLEY VIEW,3,Cooke,1901,18,23,John B.
0,28,King,VALLEY VIEW,9,Cooke,1901,19,16,Robt. V.
1,23,Kennedy,VILOTT,12,Cooke,1883,13,12,Wm. J.
0,25,Wilkins,VILOTT,3,Cooke,1886,14,5,John F.
0,26,Findley,VILOTT,3,Cooke,1894,16,9,Wm. R.
2,28,Rice,VILOTT,2,Cooke,1899,17,28,Wm. H.
0,20,Eads,WOODBINE,11,Cooke,1880,11,9,Wm. C.
0,22,Nelson,WOODBINE,3,Cooke,1883,13,14,John E.
0,23,Mitchell,WOODBINE,9,Cooke,1883,13,7,Wm. H.
0,26,Frazer,WOODBINE,3,Cooke,1888,14,9,Jos. S.
0,26,Adamson,WOODBINE,5,Cooke,1890,15,3,Jake W.
0,26,Fraser,WOODBINE,8,Cooke,1890,15,2,Jos. S.
0,26,Caldwell,WOODBINE,7,Cooke,1892,15,16,John S.
0,26,Mitchell,WOODBINE,6,Cooke,1893,16,26,Dennie L.
0,28,Mitchell,WOODBINE,5,Cooke,1898,17,6,Benj. F.
0,26,Mitchell,WOODBINE,6,Cooke,1893,16,26,Dennie L.
0,28,Cook,WOODBINE,3,Cooke,1899,17,10,Wm. R.
1,26,Brister,AMES,12,Coryell,1893,16,11,Geo. W.
0,27,McCorkle,AMES,10,Coryell,1897,17,26,Jos. W.
0,29,Newton,AMES,6,Coryell,1902,19,24,Wm. I.
1,26,Reid,ARISTO,5,Coryell,1894,16,7,Lewis T.
1,28,Ater,ATER,5,Coryell,1899,17,20,Joe
1,23,Price,BEE HOUSE,10,Coryell,1884,13,1,Jos. L.
0,26,McHorse,BEE HOUSE,11,Coryell,1892,15,30,John C.
0,26,McGill,BEE HOUSE,9,Coryell,1893,16,28,Thos. G.
0,26,Savage,BEE HOUSE,4,Coryell,1896,16,10,Wade E.
0,28,Pace,BEE HOUSE,6,Coryell,1901,18,7,Thos. F.
1,17,Beverly,BEVERLY,9,Coryell,1875,10,9,A. W.
0,19,Sherwood,BEVERLY,9,Coryell,1878,11,16,Nancy
0,19,Beverly,BEVERLY,3,Coryell,1880,11,18,Arthur W.
0,20,Blackwell,BEVERLY,8,Coryell,1880,11,17,John M.
0,22,Gault,BEVERLY,1,Coryell,1883,13,4,Jos.
1,25,Dunn,BOAZ,12,Coryell,1885,14,8,John C.
0,25,Frank,BOAZ,5,Coryell,1887,14,23,J. B.
0,25,Dunn,BOAZ,9,Coryell,1887,14,10,Jos. W.
0,26,Hopson,BOAZ,10,Coryell,1890,15,1,Alfred L.
-50,26,Balch,BUSH,3,Coryell,1894,16,29,Wm. W.
-50,26,Hamilton Jr.,BUSH,12,Coryell,1894,16,8,Wm. F.
-50,26,Pancake,BUSH,6,Coryell,1895,16,19,John A. N.
-50,28,Bellamy,BUSH,4,Coryell,1900,17,14,Jas. A.
0,22,Cole,COPERAS COVE,2,Coryell,1883,13,2,Abe I.
0,23,Anderson,COPERAS COVE,12,Coryell,1883,13,11,Wm. B.
0,23,Baker,COPERAS COVE,2,Coryell,1884,13,4,Jas. B.
0,25,Goodson,COPERAS COVE,12,Coryell,1885,14,21,Eli R.
0,27,Beverly,COPERAS COVE,3,Coryell,1898,17,17,Arthur W.
-1,28,Barker,COPPERAS COVE,12,Coryell,1901,19,19,Hanan
2,17,Lacy,CORYELL,9,Coryell,1874,10,9,S. D.
0,19,Little,CORYELL,10,Coryell,1878,11,17,Leonard
0,23,Culp,CORYELL,12,Coryell,1883,13,10,John R.
1,17,Langford,COVE,2,Coryell,1876,10,23,Asa
0,23,Sawyer,COVE,9,Coryell,1884,13,11,Henry
1,15,Warren,CROSSVILLE,11,Coryell,1872,9,8,Martin W.
1,19,Davenport,DAVENPORT,1,Coryell,1879,11,22,John A.
0,21,Karnes,DAVENPORT,10,Coryell,1881,13,17,V. C.
0,22,Davenport,DAVENPORT,5,Coryell,1882,13,4,John A.
1,15,Patterson,EAGLE SPRINGS,6,Coryell,1869,9,15,Jas. J.
0,15,Strickland,EAGLE SPRINGS,5,Coryell,1870,9,20,Miss Georgie
2,15,Collard,EAGLE SPRINGS,2,Coryell,1871,9,13,Jas.
0,15,Culpepper,EAGLE SPRINGS,4,Coryell,1873,10,3,Evan A.
0,15,Strickland,EAGLE SPRINGS,2,Coryell,1874,10,26,Geo. A.
0,17,McDowell,EAGLE SPRINGS,1,Coryell,1876,10,14,Wm. W.
0,17,Strickland,EAGLE SPRINGS,3,Coryell,1876,10,25,Geo. A.
0,18,McDowell,EAGLE SPRINGS,9,Coryell,1876,10,27,Wm. W.
0,19,Muirhead,EAGLE SPRINGS,5,Coryell,1877,11,16,Robt.
0,26,Culpepper,EAGLE SPRINGS,2,Coryell,1890,15,10,Jos. M.
0,26,Cook,EAGLE SPRINGS,3,Coryell,1890,15,21,John W.
0,26,Davenport,EAGLE SPRINGS,9,Coryell,1895,16,12,Baldwin P.
0,28,Baker,EAGLE SPRINGS,10,Coryell,1898,17,29,Adalaide P.
-1,24,Hunter,EVANT,1,Coryell,1885,13,29,Andrew J.
0,25,Stallings,EVANT,2,Coryell,1887,14,21,Jos. P.
0,25,Stallings,EVANT,3,Coryell,1887,14,18,Jasper P.
0,25,Sawyer,EVANT,8,Coryell,1887,14,4,Thos. A.
0,26,Hill,EVANT,9,Coryell,1889,15,26,Robt. M.
0,27,Wurts,EVANT,12,Coryell,1897,17,31,Alex.
1,27,Burgess,FLAT,9,Coryell,1897,17,16,Jesse
0,28,Durham,FLAT,5,Coryell,1899,17,9,David A.
0,28,Carroll,FLAT,5,Coryell,1900,17,3,Dennis
0,29,Webb,FLAT,2,Coryell,1902,19,26,John M.
0,14,Barr,GATESVILLE,7,Coryell,1868,8,13,John
0,15,Haley,GATESVILLE,6,Coryell,1869,9,15,John W.
0,15,Allen,GATESVILLE,12,Coryell,1869,9,28,Luther M.
0,15,Turner Jr.,GATESVILLE,1,Coryell,1874,10,7,Peyton
0,17,Moore,GATESVILLE,7,Coryell,1875,10,12,Berryman
0,19,Hood,GATESVILLE,10,Coryell,1878,11,17,Marcus R.
0,22,Moore,GATESVILLE,3,Coryell,1883,13,13,Berryman
0,26,Haynes,GATESVILLE,12,Coryell,1889,15,21,John T.
0,26,Bush,GATESVILLE,6,Coryell,1890,15,2,Clarence L.
0,26,McClaiton,GATESVILLE,5,Coryell,1894,16,28,Ben F.
0,28,Bush,GATESVILLE,11,Coryell,1898,17,22,Clarence L.
1,19,Graham,HAMPTON,6,Coryell,1877,11,6,Wm. J.
1,19,Justice,HURST,9,Coryell,1877,11,5,Franklin H.
0,20,Sherrell,HURST,12,Coryell,1880,11,6,Jas. W.
2,26,Heatly,HURST,3,Coryell,1888,14,14,Robt. D.
0,26,Hobin,HURST,8,Coryell,1889,15,21,P. R.
0,26,Reeder,HURST,7,Coryell,1892,15,19,Peter N.
0,26,Bruton,HURST,9,Coryell,1893,16,7,Wm. P.
0,26,Hill,HURST,7,Coryell,1896,16,1,Ed. G.
0,28,Millard,HURST,8,Coryell,1899,17,28,John B.
0,28,Sadler,HURST,6,Coryell,1900,17,13,Verna B.
0,28,Hollingsworth,HURST,1,Coryell,1901,17,10,Walter W.
1,26,Upton,IZORO,8,Coryell,1888,14,18,Thos. J.
1,25,Dodson,JINK,4,Coryell,1886,14,23,Miss Mollie
-1,19,Williams,JONESBORO,7,Coryell,1877,11,9,Pleasant H.
0,19,Hardy,JONESBORO,7,Coryell,1879,11,7,Paul
0,21,Jones,JONESBORO,11,Coryell,1881,13,11,W. L.
0,24,Brandon,JONESBORO,11,Coryell,1884,13,17,Rufus L.
0,25,Wallis,JONESBORO,12,Coryell,1885,14,16,Jas. B.
0,26,Cearnal,JONESBORO,4,Coryell,1894,16,9,Jennie N.
0,28,Dooley,JONESBORO,6,Coryell,1900,17,9,Alfred T.
1,15,Pate,JONES MILL,4,Coryell,1871,9,12,Chas.
0,15,Jones,JONES MILL,7,Coryell,1873,10,28,W. L.
0,18,Williams,JONES MILL,12,Coryell,1876,10,18,Pleasant H.
1,22,Seay,KING,3,Coryell,1882,13,24,John N.
0,26,McCloskey,KING,4,Coryell,1888,14,26,Lafayette
0,26,Brown,KING,10,Coryell,1893,16,19,Chas. S.
0,26,Stone,KING,2,Coryell,1896,16,24,N. J.
0,26,Brown,KING,10,Coryell,1893,16,19,Chas. S.
0,28,Heyroth,KING,9,Coryell,1900,17,29,Otto W.
1,23,Thomason,LEON JUNCTION,4,Coryell,1883,13,16,Jackson
0,23,Faulkner,LEON JUNCTION,7,Coryell,1884,13,28,John F.
0,25,Smith,LEON JUNCTION,8,Coryell,1887,14,22,D. G.
0,26,Stapler,LEON JUNCTION,3,Coryell,1888,14,9,John N.
0,26,Davis,LEON JUNCTION,10,Coryell,1888,14,12,Newton
0,26,Fletcher,LEON JUNCTION,3,Coryell,1890,15,26,Wm. W. D.
0,26,Cathey,LEON JUNCTION,3,Coryell,1891,15,23,Henry R.
0,26,Holden,LEON JUNCTION,9,Coryell,1892,15,7,Wm. F.
0,26,Ashby,LEON JUNCTION,4,Coryell,1893,16,25,Wm. R.
0,26,Fletcher,LEON JUNCTION,12,Coryell,1893,16,20,Wm. W. D.
0,27,Peters,LEON JUNCTION,11,Coryell,1897,17,17,John W.
0,28,Cathey,LEON JUNCTION,5,Coryell,1898,17,5,Eliza J.
1,25,Jaye,LEVITA,6,Coryell,1886,14,3,Chas.
0,26,Coleman,LEVITA,3,Coryell,1888,14,5,Jas. E. L.
0,26,Thomson,LEVITA,3,Coryell,1890,15,5,Frank A.
0,26,Coleman,LEVITA,11,Coryell,1890,15,18,Jas.
1,23,Franks,MOUND,6,Coryell,1884,13,9,Isaac
0,25,White,MOUND,5,Coryell,1887,14,25,Henry C.
0,26,Arrowood,MOUND,8,Coryell,1890,15,18,McDaniel
0,26,Smith,MOUND,10,Coryell,1890,15,3,Wm. A.
0,26,White,MOUND,9,Coryell,1891,15,11,Henry C.
0,26,Curry,MOUND,8,Coryell,1892,15,12,Israel J.
0,26,White,MOUND,2,Coryell,1894,16,14,Ambrose
1,23,Hackney,OGLESBY,5,Coryell,1883,13,22,Jos. J.
0,23,Ramsey,OGLESBY,11,Coryell,1883,13,19,Maggie C.
0,23,Hitt,OGLESBY,4,Coryell,1884,13,15,Mrs. Maggie C.
0,26,Hall,OGLESBY,4,Coryell,1893,16,24,U. N.
0,26,Reeves,OGLESBY,11,Coryell,1894,16,2,Wm. H.
0,26,Arrowood,OGLESBY,11,Coryell,1895,16,14,McDaniel
0,28,Reid,OGLESBY,12,Coryell,1901,19,18,Sam. G.
1,19,Gage,OSAGE,2,Coryell,1878,11,19,Monroe
0,19,Raby,OSAGE,6,Coryell,1879,11,6,John W.
0,23,Creasy,OSAGE,9,Coryell,1884,13,19,Wm. F.
0,26,Fouts,OSAGE,3,Coryell,1888,14,16,Andrew S.
0,26,Whitlock,OSAGE,7,Coryell,1893,16,14,Robt. F.
0,28,Edwards,OSAGE,11,Coryell,1899,17,23,John L.
0,28,Sadler,OSAGE,3,Coryell,1900,17,5,Mollie J.
1,23,Pancake,PANCAKE,6,Coryell,1884,13,19,John R.
-1,28,Bellamy,PANCAKE,6,Coryell,1901,18,7,Jas. A.
1,26,Davenport,PEARL,3,Coryell,1890,15,28,Ephraim P.
0,26,Gates,PEARL,5,Coryell,1892,15,2,Elisha P.
0,26,Perkins,PEARL,3,Coryell,1894,16,13,John D.
0,28,Gatres,PEARL,9,Coryell,1898,17,14,Thos. J.
0,26,Perkins,PEARL,3,Coryell,1894,16,13,John D.
0,17,Thomasson,PECAN GROVE,1,Coryell,1875,10,19,T. K.
0,19,McDowell,PECAN GROVE,7,Coryell,1878,11,8,Wm. W.
0,21,Boone,PECAN GROVE,6,Coryell,1881,12,28,David R.
0,26,Shows,PECAN GROVE,6,Coryell,1889,15,4,Jas. B.
0,26,Whitenburg,PECAN GROVE,12,Coryell,1891,15,24,Wm. R.
0,26,Cummings,PECAN GROVE,8,Coryell,1892,15,27,Geo. R.
0,26,Davidson,PECAN GROVE,5,Coryell,1893,16,18,John W.
0,26,Stephenson,PECAN GROVE,8,Coryell,1895,16,2,Jesse A.
0,26,Davidson,PECAN GROVE,9,Coryell,1896,16,22,John W.
1,28,McCarver,PERUNA,7,Coryell,1899,17,20,Jas. W.
1,17,Williamson,PIDCOCK RANCH,1,Coryell,1875,10,4,Thos.
0,18,Meek,PIDCOCK RANCH,1,Coryell,1877,10,29,T. J.
0,18,Meek,PIDCOCK RANCH,3,Coryell,1877,11,7,John T.
0,26,Bailey,PIDCOCK RANCH,5,Coryell,1892,15,9,Fred A.
-1,26,Bailey,PIDCOE,6,Coryell,1892,15,25,Fred A.
0,26,Ogletree,PIDCOE,5,Coryell,1893,16,10,Marsden
-2,26,Ogletree,PIDCOKE,9,Coryell,1893,16,13,Marsden
0,26,Martin,PIDCOKE,2,Coryell,1896,16,27,Wm. C.
0,26,Warren,PIDCOKE,12,Coryell,1896,16,24,Jas. M.
0,27,Dickson,PIDCOKE,4,Coryell,1898,17,9,Geo. L.
0,28,Friend,PIDCOKE,3,Coryell,1899,17,8,W. B.
0,28,Bradford,PIDCOKE,5,Coryell,1899,17,19,Jos. W.
1,19,Drennin,PURMELA,5,Coryell,1879,11,19,Martin
0,23,Hall,PURMELA,5,Coryell,1884,13,29,Jackson L.
0,26,Hall,PURMELA,1,Coryell,1895,16,24,Jacob H.
0,26,Montgomery,PURMELA,1,Coryell,1896,16,14,Jas. R.
0,28,Scott,PURMELA,6,Coryell,1901,18,28,Marvin G.
0,28,Gray,PURMELA,7,Coryell,1901,18,11,Paul
0,28,Scott,PURMELA,6,Coryell,1901,18,28,Marvin G.
2,14,Henry,RAINEY'S CREEK,10,Coryell,1867,8,25,Robt. T.
3,15,Clark,RAINEY'S CREEK,3,Coryell,1870,9,15,Jas. L.
0,15,Lacey,RAINEY'S CREEK,10,Coryell,1871,9,20,S. D.
1,25,Black,RUTH,12,Coryell,1885,14,8,Josiah
0,28,Honeycutt,RUTH,6,Coryell,1900,17,15,Fred W.
1,28,Glass,SEATTLE,6,Coryell,1899,17,15,Annette
0,28,Burgess,SEATTLE,7,Coryell,1899,17,28,Jesse
0,28,Burgess,SEATTLE,9,Coryell,1900,17,6,Mary A.
0,28,Whiteley,SEATTLE,10,Coryell,1901,19,2,Allie M.
1,28,Ross,SENECA,7,Coryell,1899,17,3,Felix G.
1,28,Martin,SLATER,8,Coryell,1901,18,26,Jas.
2,15,Knowles,STATION CREEK,4,Coryell,1869,9,8,Rice P.
1,25,Straw,STRAW'S MILL,1,Coryell,1886,14,6,Geo. W.
0,27,Straw,STRAWS MILL,10,Coryell,1897,17,9,Geo. W.
1,16,McCorcle,SUGAR LOAF,7,Coryell,1874,10,13,Whipple W.
0,23,Blakeley,SUGAR LOAF,9,Coryell,1884,13,15,Mrs. Nancy L.
0,26,Bradley,SUGAR LOAF,2,Coryell,1889,14,5,Rufus A.
0,26,Clawson,SUGAR LOAF,5,Coryell,1890,15,2,Jacob F.
0,26,Gallagher,SUGAR LOAF,5,Coryell,1892,15,6,Fannie B.
0,26,Bundrant,SUGAR LOAF,12,Coryell,1892,15,15,Peter H.
0,26,Altum,SUGAR LOAF,6,Coryell,1893,16,17,Nancy E.
0,26,Altum,SUGAR LOAF,4,Coryell,1896,16,10,John T.
0,27,Beasley,SUGAR LOAF,1,Coryell,1898,17,4,Jos. N.
1,17,Coleman,THE GROVE,9,Coryell,1874,10,10,J. B.
0,17,Portis,THE GROVE,5,Coryell,1875,10,24,Clinton D.
0,19,Thomason,THE GROVE,11,Coryell,1877,11,6,Jackson
0,22,Hicks,THE GROVE,3,Coryell,1883,13,7,Jas. H.
0,23,Ralls,THE GROVE,10,Coryell,1883,13,10,Hamilton B.
0,23,Moorhead,THE GROVE,7,Coryell,1884,13,14,Jas. H.
0,26,Matthews,THE GROVE,9,Coryell,1888,14,25,John V
0,23,Moorhead,THE GROVE,7,Coryell,1884,13,14,Jas. H.
0,26,Pruden,THE GROVE,11,Coryell,1889,15,26,John F.
0,23,Moorhead,THE GROVE,7,Coryell,1884,13,14,Jas. H.
0,26,McFolks,THE GROVE,5,Coryell,1890,15,15,Jas. W.
0,26,Taylor,THE GROVE,12,Coryell,1890,15,17,Geo. W.
0,26,Rayburn,THE GROVE,6,Coryell,1893,16,2,Wm. C.
0,26,Sims,THE GROVE,12,Coryell,1894,16,13,Wm. A.
0,28,Peters,THE GROVE,5,Coryell,1898,17,19,John W.
1,28,Moore,TOPSEY,4,Coryell,1901,18,13,Henry F.
1,17,Black,TURNERSVILLE,5,Coryell,1875,10,24,Jos. M.
0,19,Black,TURNERSVILLE,11,Coryell,1877,11,23,Chris. C.
0,19,Habin,TURNERSVILLE,12,Coryell,1878,11,2,Patrick R.
0,19,Beaty,TURNERSVILLE,7,Coryell,1879,11,17,Travis L.
0,20,Kendrick,TURNERSVILLE,1,Coryell,1881,11,5,John P.
0,23,Parks Sr.,TURNERSVILLE,4,Coryell,1883,13,10,Geo. W.
0,23,Henderson,TURNERSVILLE,11,Coryell,1883,13,5,John
0,23,Suggs,TURNERSVILLE,11,Coryell,1883,13,30,Robt.
0,26,Bates,TURNERSVILLE,2,Coryell,1890,15,6,Simpson E.
0,26,Williams,TURNERSVILLE,8,Coryell,1893,16,22,Jas. F.
0,27,Mitchell,TURNERSVILLE,3,Coryell,1898,17,29,Herbert
1,27,Williams,URIAH,9,Coryell,1897,17,16,Uriah D.
-50,24,Reavis,WAYBACK,11,Coryell,1884,13,17,Thos. J.
-50,25,Lovejoy,WAYBACK,12,Coryell,1887,14,21,Hilliard M.
1,26,Holt,WHITSON,10,Coryell,1891,15,8,Jas. C.
0,26,Lynn,WHITSON,5,Coryell,1893,16,24,Zach T.
0,27,Smith,WHITSON,8,Coryell,1897,17,21,Peyton A.
0,28,Smith,WHITSON,5,Coryell,1899,17,20,Alden K.
1,25,Lockhart,WIOTA,8,Coryell,1887,14,22,A. A.
1,26,Wilson,BLANCHE,4,Cottle,1894,16,17,John M.
0,28,Mathison,BLANCHE,4,Cottle,1899,17,5,Fred
0,28,Young,BLANCHE,11,Cottle,1899,17,18,John M.
0,29,Holley,BLANCHE,3,Cottle,1902,19,20,Mary F.
0,26,West,COTTLE,4,Cottle,1892,15,22,Wm. C.
0,26,Combest,COTTLE,6,Cottle,1893,16,7,Mollie W.
1,19,Prewitt,OTTA,12,Cottle,1879,11,22,Dudley
2,20,Prewitt,OTTA,10,Cottle,1880,11,4,Dudley M.
3,25,McGaughey,OTTA,3,Cottle,1887,14,12,Francis E.
0,26,Abbott,OTTA,10,Cottle,1888,14,12,Lela
0,26,Berry,OTTA,4,Cottle,1890,15,14,Chas. F.
1,26,Scott,PADUCAH,9,Cottle,1891,15,19,Chas. H.
0,26,Carroll,PADUCAH,5,Cottle,1892,15,13,Lewis V.
0,26,Richards,PADUCAH,8,Cottle,1894,16,25,Wm. Q.
0,26,Johnson,PADUCAH,3,Cottle,1895,16,5,Perry L.
0,26,Dumont,PADUCAH,12,Cottle,1895,16,4,Aug.
1,28,Dulaney,SWEARINGEN,11,Cottle,1898,17,2,Eliza
1,26,Reed,TANKS,1,Cottle,1892,15,29,Mrs. Jane V.
0,26,Hall,TANKS,11,Cottle,1892,15,30,Clara B.
1,26,Reed,TANKS,1,Cottle,1892,15,29,Mrs. Jane V.
0,26,Scarbrough,TANKS,4,Cottle,1893,16,26,Mary L.
1,29,Glover,TELL,5,Cottle,1902,19,17,Mary V.
1,28,Woodley,WILLETT,5,Cottle,1901,18,6,Geo. W.
1,22,Piggott,BULLISFORD,2,Crockett,1882,13,9,John
0,22,Petty,BULLISFORD,2,Crockett,1882,13,28,Henry C.
1,25,Barksdale,ELLIS,11,Crockett,1885,14,6,Keziah H.
1,26,Hatch,EMERALD,4,Crockett,1890,15,8,Chas.
1,26,Graham,HEMBRIE,2,Crockett,1890,15,14,Jos. H.
0,26,Roy,HEMBRIE,11,Crockett,1890,15,5,Sarah A.
0,26,Whittle,HEMBRIE,11,Crockett,1895,16,30,Walter E.
2,27,Boscoe,HEMBRIE,10,Crockett,1897,17,4,Mattie
0,28,Bjorkman,HEMBRIE,5,Crockett,1899,17,19,Johan T.
0,28,Owens,HEMBRIE,4,Crockett,1900,17,3,Tiney
0,28,Bjorkman,HEMBRIE,5,Crockett,1899,17,19,Johan T.
0,28,Bell,HEMBRIE,2,Crockett,1901,17,27,Sarah E.
0,29,Nix,HEMBRIE,2,Crockett,1902,19,25,Rhoda E.
1,26,Friend,HINDE,7,Crockett,1891,15,24,Dixie R.
2,26,Cochran,HINDE,11,Crockett,1892,15,18,John W.
0,26,Cochran,HINDE,6,Crockett,1896,16,8,Jas. T.
0,27,Cochran,HINDE,11,Crockett,1897,17,12,Eliz. A.
0,27,Williams,HINDE,2,Crockett,1898,17,12,Wm. A.
0,28,Jayroe,HINDE,2,Crockett,1901,17,14,Geo. W.
1,19,Tardy,MOBILE,3,Crockett,1880,11,31,Henry C.
1,28,Ferguson,MOZART,1,Crockett,1899,17,31,Chris
1,26,Boykin,OZONA,9,Crockett,1891,15,3,Frank M.
0,26,Leventhal,OZONA,10,Crockett,1894,16,12,Julius
0,27,Herndon,OZONA,10,Crockett,1897,17,11,Powell
0,27,Elliott,OZONA,4,Crockett,1898,17,2,Jas. D.
0,28,Perner,OZONA,7,Crockett,1901,18,27,Phillip
1,20,Wight,WIGHT,10,Crockett,1880,11,11,Loami
1,28,Chapman,CONE,9,Crosby,1901,18,3,Robt. E.
1,19,Dockum,DOCKHAM RANCH,9,Crosby,1879,11,24,W. C.
0,28,Roberson,DODE,1,Crosby,1899,17,10,John W.
1,26,Benedict,EMMA,12,Crosby,1890,15,29,Chas. A.
0,26,Hume,EMMA,1,Crosby,1895,16,3,Hubert E.
0,27,Hammack,EMMA,9,Crosby,1897,17,21,Jas. J.
1,21,Singer,ESTACADDO,10,Crosby,1881,13,13,Geo. W.
0,22,Hunt,ESTACADDO,10,Crosby,1882,13,16,Wm.
-1,23,Hunt,ESTACADO,1,Crosby,1884,13,25,Wm.
0,25,Holmes,ESTACADO,1,Crosby,1886,14,14,Chas.
0,26,Hume,ESTACADO,2,Crosby,1888,14,10,H. E.
