Dif,Ratio
-469,0.6666666666666666
1395,2.5
-1171,5.0
952,7.0
-826,1.5
-469,6.0
1395,4.0
-1171,3.0
952,2.0
-826,2.0
-708,3.0
-469,3.0
-747,4.0
1395,1.5
-1171,3.0
952,1.5
-1171,2.0
5,2.0
5,1.0
2,2.0
2,1.0
2,0.5
2,2.0
2,2.0
-431,1.5
-255,0.6
566,2.0
-466,1.5
-255,1.0
-255,1.5
566,3.0
-431,2.0
-466,2.0
-233,1.0
-233,1.6666666666666667
-233,3.0
-17,1.0
-17,4.0
-17,2.0
-36,3.0
-196,0.25
-36,2.0
-36,1.5
-36,1.0
-196,0.5
-196,1.0
-192,0.6666666666666666
-233,5.0
-196,4.0
272,1.3333333333333333
272,2.5
272,4.0
-192,6.0
-415,1.0
257,3.0
257,2.0
257,0.5
-415,3.0
-17,2.0
-192,2.0
-415,2.0
-192,2.0
272,2.0
-415,2.0
446,1.0
-337,1.0
-337,6.0
-2879,1.2
3174,1.2
-337,5.0
3174,0.8333333333333334
-337,4.0
-2879,4.0
-761,2.0
446,1.0
-2879,0.8333333333333334
3174,0.8
-1017,2.5
-761,4.0
-1017,2.0
-1017,2.0
-699,2.0
-1017,0.6666666666666666
-2879,8.0
259,1.0
259,0.3333333333333333
-761,1.5
3174,0.2
446,0.5
-761,1.0
-699,1.6666666666666667
-699,2.0
-699,4.0
259,1.0
259,3.0
446,0.6666666666666666
-435,0.6666666666666666
-435,4.0
-1149,1.5
-391,1.5
-482,2.0
-112,0.6666666666666666
-112,3.5
-112,1.25
-391,2.0
-468,1.3333333333333333
1648,1.3333333333333333
-435,5.0
-391,4.0
-1149,2.0
1599,1.0
1599,4.0
1599,2.5
-1149,2.0
-391,0.5
-482,3.0
1599,3.0
1648,3.0
-468,3.0
-112,0.6666666666666666
-435,0.75
1648,2.0
-1149,1.0
-482,0.6666666666666666
1648,1.5
-468,1.0
-468,2.0
-93,1.5
109,3.0
-72,2.0
-72,3.0
-93,2.0
-93,3.0
-93,1.0
-179,0.3333333333333333
336,1.5
336,2.0
336,2.0
-344,0.5
-344,1.0
-179,2.0
-179,3.0
-344,1.3333333333333333
-917,1.5
-910,5.0
791,0.5
-963,2.0
1058,2.0
-917,7.0
-216,2.0
791,2.0
-910,2.0
-216,1.0
1058,3.0
-917,3.0
-744,0.75
791,5.0
-910,2.5
-910,1.0
-963,1.0
-744,3.0
-917,0.5
-744,0.6666666666666666
-744,4.0
-216,2.0
-345,3.0
-345,2.0
-963,1.0
-216,2.0
1058,2.0
-91,2.0
82,3.0
-72,2.0
-98,3.0
-91,2.0
-72,2.0
-98,1.0
82,0.5
-1001,7.0
750,0.2
750,2.0
-484,1.0
-484,3.0
-484,1.0
901,1.5
-900,4.0
750,8.0
-1001,5.0
-709,1.5
-709,5.0
-404,2.0
-404,1.0
-404,2.5
901,6.0
-1001,2.0
-1001,0.8
-709,0.7142857142857143
750,0.4
-709,4.0
-733,2.5
-733,3.0
901,5.0
-900,0.75
-900,3.0
-733,1.0
-733,6.0
-900,1.6666666666666667
-404,1.5
-970,0.6666666666666666
-970,3.0
-970,2.0
-22,2.0
-22,2.0
-65,1.0
317,0.5
-468,3.0
-468,1.0
597,2.0
-932,2.0
-970,1.5
-65,2.0
-462,2.0
317,2.0
-468,2.0
597,2.0
597,3.0
-932,2.0
-932,0.5
-3017,2.0
3297,5.0
-3263,16.0
3295,2.5
-3749,3.5
-3263,3.0
-3263,6.5
-633,12.0
-1627,6.0
-2457,2.6666666666666665
-2457,1.6666666666666667
-2457,3.5
3295,4.0
3297,7.5
-2457,0.75
-3017,9.0
3297,0.8
-3749,3.3333333333333335
-633,0.42857142857142855
-1627,8.0
-1627,1.2
-1627,1.5
3297,2.0
-3749,4.5
-3263,2.2
3295,3.3333333333333335
-3017,2.5
-633,8.0
-633,1.5
-3017,5.0
-3749,1.6666666666666667
3295,0.6666666666666666
1083,3.0
-790,4.0
-719,5.0
1083,1.0
-442,0.5
-442,2.0
-568,1.0
-568,2.0
-1115,2.0
785,4.0
-790,2.0
-719,6.0
785,2.0
1083,1.5
-719,3.0
-442,2.0
-568,4.0
-946,2.0
-790,3.0
-568,1.5
-1115,3.0
-946,2.0
-946,1.0
-790,4.0
785,0.5
-442,0.5
-946,2.0
-1115,2.0
-2629,1.0
-2629,2.0
-948,2.2
-1388,1.25
-1388,1.1111111111111112
-431,1.3333333333333333
-431,4.0
-1388,5.0
-1388,4.666666666666667
-431,5.0
-1869,4.0
1730,5.0
1730,1.75
-2629,4.0
1648,1.6666666666666667
1648,2.0
-948,7.0
-431,4.0
-1224,2.0
1648,7.0
1648,2.0
-948,3.0
-1224,2.5
-948,1.6666666666666667
1730,1.0
-1869,0.5
1730,1.5
-1869,1.0
-1869,2.0
-2629,1.0
-1224,3.0
-1224,2.0
517,0.6
-51,0.6
-456,0.8333333333333334
856,3.0
-616,1.0
-616,2.3333333333333335
-51,0.2
-79,1.5
-229,4.0
-616,1.0
-1121,1.5
-1121,1.25
-616,1.6666666666666667
-456,1.3333333333333333
-1121,5.0
-79,2.0
-229,4.0
-456,1.5
856,3.0
-1121,5.0
-79,3.0
-229,3.0
517,1.0
517,2.5
856,2.6666666666666665
-456,1.3333333333333333
-229,1.0
-51,2.5
-51,0.6666666666666666
856,2.0
517,1.0
-79,2.0
136,2.0
351,4.0
-137,4.0
-106,0.25
351,2.0
-248,0.5
-248,2.0
-248,2.0
3269,0.42857142857142855
-3818,3.0
3391,5.5
-3505,2.6666666666666665
-421,0.3333333333333333
3269,0.75
-3818,1.5
-3818,6.5
3391,1.2857142857142858
-3505,13.0
-3505,4.25
-3362,7.5
-421,0.75
-3362,3.0
-3362,6.5
-1518,1.5
-2399,2.0
-2399,1.6666666666666667
3391,2.6666666666666665
-3505,3.5
3269,1.0
-3818,1.6666666666666667
3391,1.2857142857142858
-3362,8.0
-421,0.3333333333333333
3269,1.5
-2399,4.0
-2399,0.3333333333333333
-1518,0.3333333333333333
-1518,0.6666666666666666
-1518,2.0
0,1.0
0,1.0
0,0.3333333333333333
0,0.3333333333333333
-156,1.0
-112,0.5
-112,2.0
-156,2.0
111,2.0
-112,2.0
-156,2.0
-683,0.42857142857142855
-683,1.3333333333333333
1098,3.0
-724,5.0
-783,5.0
0,3.0
1098,2.0
-724,2.0
1098,0.3333333333333333
-724,2.5
-783,6.0
0,1.6666666666666667
-724,1.25
-783,2.5
-683,1.0
0,2.0
-54,0.5
-683,1.5
1098,0.5
1,2.0
1,2.0
-54,1.0
-783,4.0
0,4.0
-198,1.0
40,0.4
-56,3.0
26,1.6666666666666667
26,2.5
-198,4.0
40,4.0
40,1.5
-13,1.0
-198,1.0
-198,3.5
-13,3.0
-56,2.0
-13,2.0
-13,2.0
-8,0.5
-8,1.0
-68,3.0
-68,1.5
86,2.0
86,3.0
26,3.0
26,1.5
86,3.0
-56,2.0
-254,2.0
310,2.5
64,3.0
64,1.5
64,1.3333333333333333
64,0.8333333333333334
-254,0.25
-206,2.5
-206,2.0
-69,0.25
-69,4.0
-365,1.0
-365,3.0
-578,4.0
307,2.0
-578,1.0
-578,1.0
310,0.5
-69,4.0
310,1.0
307,0.6666666666666666
-69,2.0
-365,3.0
-254,0.5
307,3.0
307,2.0
310,2.0
-7,0.5
54,3.0
54,3.0
62,2.0
62,2.0
54,2.0
264,1.5
264,1.0
-63,1.0
-63,3.0
-185,2.0
-121,5.0
-121,4.0
126,1.6666666666666667
-97,1.3333333333333333
126,0.6666666666666666
126,1.0
-97,2.0
-121,0.5
-97,1.5
-97,0.5
-63,2.0
-63,3.0
-185,2.0
264,2.0
-110,1.0
-110,0.5
-185,3.0
-110,2.0
-185,3.0
-920,2.0
-920,1.0
-1668,3.5
-2970,4.0
-2853,4.0
-2864,5.0
2687,0.8333333333333334
-1668,1.6666666666666667
-2970,1.5
-2970,2.6666666666666665
2968,1.4
-2853,10.0
2968,2.6666666666666665
2968,5.5
-2853,2.25
-2864,8.0
2968,0.75
2687,7.0
-2864,2.0
-2534,2.0
-2970,1.0
-920,1.5
-1668,0.6666666666666666
-920,1.5
-2853,6.0
-2534,3.0
2687,1.25
-2864,4.0
-2534,2.0
-1668,2.0
2687,3.0
-600,0.6
-349,1.0
485,1.6666666666666667
-492,2.0
-492,2.0
-600,1.3333333333333333
-600,5.0
-492,0.6666666666666666
-349,2.0
-349,0.25
485,4.0
-492,3.0
-349,1.5
-600,1.3333333333333333
485,0.5
-451,1.0
-300,0.6666666666666666
-745,0.3333333333333333
-451,0.5
-145,2.0
338,1.0
-451,1.0
-745,1.0
-145,2.0
-145,3.0
-404,1.0
338,3.0
338,2.0
338,4.0
278,0.2
-745,3.0
-276,2.0
-300,2.0
-451,0.5
-745,2.0
-145,2.0
-276,3.0
-276,2.0
-276,2.0
-300,2.0
-300,2.0
278,3.0
-404,2.0
2785,2.0
-3028,4.0
-3028,4.5
-3733,1.5
-3733,6.5
0,2.4
2785,1.75
2785,3.0
-3028,10.0
2373,0.75
2373,1.6666666666666667
-3733,7.0
2373,3.0
-1915,2.6666666666666665
0,2.25
0,6.0
-458,0.75
2373,3.5
-3733,1.5
-3028,1.0
0,2.0
-1915,2.0
-1915,2.0
2785,8.0
-1915,0.8
-1351,3.0
-1351,2.0
-1351,2.0
-458,0.75
-1351,4.5
-458,0.6666666666666666
-458,5.0
189,1.0
26,0.25
219,1.0
-214,1.0
-214,2.0
-13,1.5
290,3.0
26,2.0
26,2.0
26,3.0
92,2.0
92,3.0
189,0.5
189,2.0
192,1.0
-13,2.0
219,2.0
219,2.0
189,0.5
-214,1.5
192,1.5
92,2.0
192,2.0
290,2.0
290,2.0
-87,2.0
-87,2.0
-142,2.0
-87,0.5
224,0.5
-120,1.5
-94,1.0
-320,1.5
-320,2.0
-320,2.0
-126,0.6666666666666666
-94,3.0
-76,0.5
-76,2.0
-48,2.0
-126,1.0
-120,1.3333333333333333
338,2.0
-120,0.5
224,3.0
-94,2.0
-126,3.0
-94,2.0
-48,0.5
-320,2.0
224,0.3333333333333333
-87,0.3333333333333333
-87,1.5
265,1.0
-9,0.5
170,2.0
-229,2.0
-9,0.5
-319,2.0
170,1.5
-87,0.5
-87,1.0
-319,2.0
-130,1.0
-9,0.5
-319,1.0
-130,2.0
-130,3.0
-130,2.0
-87,1.0
96,0.5
96,2.0
96,2.0
96,2.0
-113,2.0
122,1.5
122,5.0
92,1.0
-116,2.0
-116,3.0
-313,1.0
143,4.0
122,1.0
122,3.0
318,2.0
92,1.0
92,3.0
92,2.0
-116,2.0
143,1.5
120,4.0
-313,1.5
-313,2.0
143,2.0
120,2.0
20,2.0
120,1.0
318,2.0
20,2.0
-157,1.3333333333333333
281,1.0
-219,2.0
-157,0.5
-157,3.0
281,2.0
-219,5.0
-219,3.0
-379,4.0
281,1.0
-379,0.5
-219,3.0
-379,2.0
-379,1.0
-157,0.5
2196,1.6
2196,3.0
4320,4.0
4320,3.25
4320,6.5
-2425,9.0
-2425,1.4
-2425,2.75
-2425,5.0
-2566,4.0
2196,1.75
2196,1.1666666666666667
-2566,2.0
-1821,0.8333333333333334
-431,7.0
-2128,10.0
-2128,1.8333333333333333
-1821,1.5
-2128,2.0
-2566,1.4
-2128,3.0
-431,1.0
-1308,1.5
-1308,0.3333333333333333
-1821,1.3333333333333333
-2566,6.0
-1308,0.6666666666666666
-1308,3.0
4320,8.0
-1821,0.25
-431,2.0
-469,1.25
1071,1.0
502,2.5
502,3.0
-388,5.0
-409,3.0
502,3.0
-388,3.0
-409,2.0
-469,1.0
-548,1.6666666666666667
-548,1.6666666666666667
-548,1.5
1071,5.0
1071,4.0
1071,1.5
-469,1.0
-670,1.5
-388,3.0
-409,0.6666666666666666
-670,3.0
-153,1.5
-469,1.0
502,2.0
-153,0.5
-153,4.0
-548,4.0
-670,1.0
144,0.3333333333333333
217,1.0
217,5.0
18,2.0
18,3.0
144,3.0
18,2.0
228,3.0
228,2.0
228,2.0
18,2.0
144,0.5
-646,3.5
-888,1.0
-888,2.0
1105,0.6
1105,1.5
1105,6.0
1105,4.0
-447,1.6666666666666667
-447,2.5
-888,5.0
-1665,2.5
-888,1.3333333333333333
-1888,2.0
-1888,5.0
-621,7.0
-1665,2.5
-1888,1.5
-447,1.0
-621,3.0
-1665,9.0
-646,3.0
-1888,1.5
1657,1.6666666666666667
-621,5.0
1657,2.5
1657,3.0
-1665,1.5
-646,2.0
1657,4.0
-646,2.0
-621,2.0
648,0.6666666666666666
359,4.0
-59,2.0
-59,2.0
-59,1.5
-59,3.5
-908,1.0
-908,5.0
-316,0.75
-316,2.0
-316,5.0
359,1.3333333333333333
270,0.5
270,1.5
359,2.0
-316,2.0
-908,1.5
-908,1.5
270,1.0
648,3.0
648,0.6666666666666666
359,0.5
648,1.5
-1000,1.0
-620,2.5
-620,1.5
602,0.75
747,1.3333333333333333
-767,2.0
747,3.0
-694,0.6666666666666666
-694,1.3333333333333333
602,2.3333333333333335
-443,1.25
-767,5.0
-504,2.0
-694,5.0
-504,1.0
-620,6.0
-443,3.5
-504,2.0
-767,1.6666666666666667
-1000,6.0
-1000,6.0
602,2.0
-504,4.0
-620,1.25
-1000,1.0
-443,3.0
-443,5.0
-767,4.0
747,0.6666666666666666
602,0.5
-252,1.3333333333333333
-252,3.5
-470,0.6666666666666666
-67,1.3333333333333333
-252,4.0
-252,2.0
107,6.0
-67,2.0
-67,1.5
49,1.0
49,1.25
-238,3.5
-173,3.5
-173,2.0
-238,5.0
-470,8.0
-470,1.2
49,0.5
6,1.0
6,1.3333333333333333
-173,7.0
-470,0.6
6,3.0
-238,0.25
49,3.0
6,0.6666666666666666
-238,1.0
-2028,3.5
-1039,0.5
1739,4.0
1787,1.1666666666666667
-3152,2.0
-2028,7.0
1787,1.5
-3152,2.3333333333333335
-3152,1.4
-2028,3.6666666666666665
1739,1.0
1739,1.3333333333333333
-1543,3.0
1787,1.6666666666666667
-574,1.5
-2028,1.25
-3152,6.0
-1543,1.5
-1543,4.5
1787,4.0
-1256,1.5
-1256,2.0
1739,3.0
-1543,4.0
-574,4.5
-1039,2.0
-1039,1.5
-574,5.0
-574,8.0
-1256,4.0
-1256,2.0
-132,3.0
43,2.0
-68,2.0
-68,3.0
-68,3.0
-75,2.0
-75,1.0
-132,0.6666666666666666
-68,3.0
-132,1.5
43,4.0
43,2.0
-75,0.5
292,0.6666666666666666
-322,3.0
-367,5.0
-367,3.0
-349,3.0
-349,4.0
-349,1.0
-154,3.0
-154,2.0
-120,2.0
-154,0.5
-255,3.0
292,4.0
-255,2.0
-367,4.0
-322,0.5
203,2.0
203,3.0
-367,2.0
-120,2.0
-154,1.0
203,2.0
-82,1.0
-464,1.0
-464,3.0
-464,4.0
980,5.0
980,3.0
980,4.0
-709,1.5
-709,6.0
849,1.0
-145,1.3333333333333333
-82,1.5
-145,0.6666666666666666
-464,3.0
-855,3.0
-855,3.0
849,4.0
-709,4.0
-387,1.3333333333333333
-387,4.0
-145,1.0
-82,0.6666666666666666
-82,0.6666666666666666
980,2.0
-855,3.0
849,0.5
-709,2.0
-855,3.0
-387,0.5
-127,0.5
79,2.0
-127,2.0
-127,2.0
-579,0.3333333333333333
-491,5.0
-491,3.0
-452,2.0
-452,1.0
-491,0.6666666666666666
-452,0.6
617,2.0
-579,1.0
-491,2.0
-452,2.5
-300,2.0
594,1.0
-579,3.0
617,3.0
617,2.0
-579,1.0
-157,2.0
-157,2.0
-456,4.0
-456,1.0
-456,2.0
-456,4.0
-300,2.0
617,0.5
-157,0.5
594,0.5
-732,1.5
-732,3.0
597,3.0
660,0.5
597,2.0
261,2.0
261,1.0
799,1.5
367,1.0
660,0.5
399,1.0
399,2.5
660,0.3333333333333333
-732,2.0
799,5.0
367,0.3333333333333333
660,1.0
799,2.0
367,0.5
597,1.0
399,1.5
-732,2.0
399,2.0
-39,2.0
-39,1.5
123,2.0
-75,2.0
-263,1.0
-263,1.6666666666666667
-263,4.0
316,1.5
-432,0.6666666666666666
-432,1.5
-34,2.0
-54,1.0
-204,3.0
-250,2.0
482,1.0
482,7.0
482,1.0
-34,2.0
316,2.0
-204,5.0
-54,2.0
316,2.0
-263,2.0
482,0.5
-204,3.0
-250,0.5
-432,2.0
-432,4.0
316,2.0
255,0.5
255,0.3333333333333333
-88,7.0
255,1.0
-278,1.0
112,1.3333333333333333
-278,0.5
-88,0.6
176,1.5
112,2.0
-88,1.0
255,0.3333333333333333
230,0.25
-43,2.0
-228,4.0
-278,0.3333333333333333
-228,3.0
230,1.5
-43,2.0
-228,3.0
-88,5.0
112,1.0
176,2.0
-43,2.0
-16,2.0
-20,2.0
-153,5.0
47,2.0
240,3.0
240,2.0
-200,2.0
-153,0.6666666666666666
-153,0.5
9,0.5
-20,0.5
-55,2.0
240,0.5
749,1.0
-48,0.25
104,3.0
-48,2.0
69,4.0
-372,3.0
-372,2.0
749,3.0
-213,2.0
-344,2.5
80,3.0
80,0.5
80,4.0
-372,1.0
749,1.0
-213,5.0
-344,3.0
-344,3.0
749,0.5
104,0.5
104,2.0
-48,1.0
-48,0.5
80,4.0
69,2.0
-213,1.0
-344,2.0
69,2.0
212,1.3333333333333333
-144,0.5
-170,0.5
-42,3.0
-42,2.0
-224,2.0
-224,2.0
212,2.0
155,2.0
-227,2.0
-653,1.2
-1326,3.5
1915,2.25
-1946,3.0
-1946,1.75
-1946,2.6666666666666665
-1931,0.8
-1931,7.0
-1931,3.5
1314,1.0
1314,10.0
1314,2.3333333333333335
1314,1.3333333333333333
-1498,3.0
-1931,3.3333333333333335
-653,1.6666666666666667
-1326,3.5
-1493,1.5
-1498,2.3333333333333335
-653,1.6666666666666667
-1493,2.0
1915,4.0
-653,3.0
1915,5.0
-1946,2.0
-1498,2.0
-1498,1.4
1915,0.6666666666666666
-1326,1.3333333333333333
-1493,1.6666666666666667
-1493,2.0
-1326,0.6666666666666666
532,1.0
-343,8.0
532,0.75
532,1.5
-424,1.5
-424,1.5
-424,0.3333333333333333
-343,3.0
-343,3.0
-424,4.0
532,3.0
-343,2.0
185,2.0
-183,1.0
-191,2.0
-309,2.0
-183,1.0
-309,0.6666666666666666
317,5.0
-191,2.0
-191,4.0
317,1.0
317,2.0
-191,0.5
185,0.5
-309,0.5
-96,0.75
-96,2.5
-456,0.4
2570,0.5
2509,0.7142857142857143
2509,3.0
-3173,8.0
-2707,4.5
2509,1.1666666666666667
-3173,11.0
-2707,4.0
-1684,1.5
-1684,3.5
2570,4.0
-3173,6.0
2570,1.2
-1684,2.0
-1684,1.4
-2707,2.5
-456,2.0
-456,2.0
-2707,2.0
2509,1.5
-3173,7.0
-96,3.0
-456,1.3333333333333333
-96,3.0
2570,4.0
373,0.8
-558,4.0
-431,1.75
-443,0.2
51,2.5
51,2.0
373,1.6666666666666667
51,0.3333333333333333
51,0.6666666666666666
-154,2.5
-154,0.6666666666666666
-558,1.0
-558,1.0
-431,4.5
373,0.6
-431,1.0
-154,1.0
96,1.5
-69,3.5
-69,1.5
-431,2.3333333333333335
96,1.0
-69,0.6666666666666666
-69,2.0
-443,4.0
-154,1.0
96,1.6666666666666667
373,4.0
-558,1.0
96,3.0
-443,1.0
-443,1.0
-18,0.3333333333333333
33,1.0
33,3.0
-21,2.0
-21,1.0
-18,3.0
-18,1.0
-18,0.5
-236,5.0
184,3.0
-277,5.0
-277,3.0
614,1.5
614,4.0
-278,4.0
-236,0.5
614,0.5
184,0.5
-277,2.0
-277,1.5
-236,0.5
-127,1.0
-127,3.0
124,0.6666666666666666
124,0.5
-127,3.0
124,0.5
124,2.0
-127,2.0
-258,2.0
-258,2.0
-258,2.0
-800,2.3333333333333335
-800,1.8
-800,2.3333333333333335
-1472,1.6666666666666667
-935,2.0
964,1.0
-353,2.0
-403,4.0
-1178,0.3333333333333333
-1472,1.3333333333333333
-800,1.0
-1178,2.0
964,3.0
1168,0.8
1168,1.0
-1472,3.0
-935,2.25
964,1.5
-353,2.0
1168,5.0
1168,5.0
-935,3.0
-403,1.3333333333333333
-403,3.0
-1472,6.0
964,0.5
-1178,0.5
-353,2.0
-1101,0.6666666666666666
-1101,1.0
-1700,4.0
-1700,1.6666666666666667
-1700,2.3333333333333335
-2546,1.0
-2546,5.0
-2546,7.0
1937,1.3333333333333333
-1768,6.0
1937,1.3333333333333333
2294,1.3333333333333333
-1768,1.75
-684,1.0
1937,5.0
-1768,4.333333333333333
-2153,3.6
-684,5.0
-1700,2.3333333333333335
-684,5.0
-1101,3.5
2294,3.0
-1768,4.0
-2153,7.0
2294,1.0
-2153,1.5
1937,2.3333333333333335
-1101,4.0
2294,2.5
-684,3.0
-2153,5.0
-2546,0.8
-268,1.6666666666666667
369,2.5
-67,1.0
-486,2.0
-440,1.0
331,7.0
-67,3.0
-67,4.0
-268,2.0
-486,1.0
369,1.3333333333333333
-440,1.5
-263,2.0
-163,0.6666666666666666
369,0.5
-263,1.0
-263,3.0
369,0.25
-440,2.0
331,4.0
-163,2.0
-263,0.5
-440,1.0
-486,0.3333333333333333
-163,1.0
331,0.3333333333333333
214,1.25
-237,2.0
-237,2.0
-266,2.0
-209,0.5
-209,3.0
214,3.0
318,0.6666666666666666
-237,4.0
214,3.0
-266,2.0
-266,2.0
-209,0.3333333333333333
318,2.0
214,0.5
-679,1.0
-744,0.6666666666666666
-744,1.0
767,4.0
767,1.0
-970,3.0
-101,2.0
-434,1.0
-434,4.0
-709,1.0
-709,1.5
-744,0.5
767,1.0
-970,1.0
-679,2.0
-679,3.0
-679,2.5
-434,0.5
-101,2.0
-101,2.0
-709,1.5
756,1.0
-744,1.0
-970,3.0
756,1.0
-970,1.0
-12,1.0
36,1.0
-12,0.6666666666666666
36,1.0
-19,3.0
-19,4.0
-19,2.0
-19,2.0
-12,1.5
36,3.0
36,2.0
-12,2.0
-223,2.0
59,2.0
-67,3.0
-435,3.0
-27,2.0
-435,0.5
-435,1.5
-435,1.5
383,2.0
553,4.0
-369,2.0
383,0.5
-50,0.5
-50,3.0
-142,2.0
-369,2.0
383,0.5
1188,1.3333333333333333
-204,2.0
-773,2.0
878,1.5
-204,0.5
-204,0.5
-773,1.5
-1005,1.5
-1005,3.0
-925,4.0
878,5.0
-957,4.0
-957,2.5
1188,3.0
1188,1.3333333333333333
-925,4.0
-773,4.0
-773,1.5
1188,4.0
-925,0.5
878,1.5
-1005,2.0
-1005,1.0
-204,0.5
-925,3.0
-957,3.0
-957,2.0
-132,3.0
-132,0.5
878,2.0
-1090,1.5
-1280,2.0
-1280,1.25
1214,1.0
-898,3.0
970,1.0
-1090,2.5
-890,1.25
-1169,7.0
-1169,1.5
970,1.0
-1090,3.5
1214,2.0
-898,2.0
970,2.0
-1169,2.0
1214,3.5
-1928,5.0
-1928,2.0
-890,2.3333333333333335
-1169,2.3333333333333335
-898,1.1428571428571428
-1280,1.0
-1928,0.6666666666666666
-1090,9.0
1214,1.5
-1280,1.0
-898,3.0
-890,3.0
970,2.0
-2041,1.1666666666666667
2358,1.6
2358,3.0
-2472,3.0
-942,1.3333333333333333
-1651,1.25
-2041,1.4285714285714286
-2472,2.0
-942,0.6666666666666666
-1651,0.3333333333333333
-2472,5.5
-942,0.5
-1651,2.5
-2041,8.0
-2041,2.0
2358,2.0
2358,4.5
2359,1.5
2359,2.5
-1688,4.0
-1688,1.6666666666666667
-1688,4.0
-942,0.3333333333333333
-2472,6.0
-1688,4.0
-1651,9.0
2359,1.5
2359,1.0
-357,0.5
-357,0.5
-357,2.0
-136,0.6666666666666666
-193,0.25
-139,0.5
-139,3.0
225,5.0
-136,3.0
-136,1.5
157,0.4
-139,0.3333333333333333
225,0.3333333333333333
225,2.0
-193,1.5
-193,1.5
157,2.0
157,2.0
-242,1.6
-607,1.0
424,2.5
-686,4.5
-242,3.3333333333333335
388,0.5
-368,1.0
424,2.5
-242,2.3333333333333335
-686,1.0
-686,2.5
-686,5.0
388,0.75
-124,0.3333333333333333
-124,2.0
-124,4.0
-124,3.0
-275,2.0
-275,1.25
-607,1.0
424,3.5
424,5.0
-607,0.5
-275,0.5
388,3.0
-368,0.6
-368,1.3333333333333333
-368,0.3333333333333333
-242,0.6
-607,2.0
388,1.0
-66,2.0
-66,2.0
-178,2.0
-178,2.0
-178,2.0
218,1.6666666666666667
-358,3.0
-358,2.0
50,2.0
179,1.0
-99,0.5
50,1.0
-85,2.0
218,1.0
-358,3.0
643,2.0
643,2.0
-99,2.0
218,1.0
50,2.0
643,3.0
-99,1.0
179,0.5
218,0.6666666666666666
-358,2.0
-490,2.0
-92,2.0
-92,2.0
-92,2.0
-490,2.0
283,2.0
283,2.0
283,2.0
-367,3.0
-367,2.0
-367,2.0
-92,1.0
-364,2.0
-490,2.0
59,3.0
-168,2.0
59,0.6
-168,3.0
59,2.0
-168,0.5
-1753,1.3333333333333333
839,1.6666666666666667
-1291,3.6666666666666665
1088,1.3333333333333333
1088,3.5
-1338,4.0
-1338,6.5
-1753,1.3333333333333333
27,0.3333333333333333
839,0.25
-356,3.0
-1291,9.0
1088,3.0
-356,2.0
-539,1.3333333333333333
839,0.75
-1753,0.5555555555555556
-539,0.6666666666666666
1088,7.0
839,1.0
-1338,3.0
-1291,0.4
-356,0.25
27,1.5
27,1.5
-356,6.0
-539,1.3333333333333333
-1753,0.6666666666666666
-539,4.0
-1291,2.0
-1338,5.0
27,2.0
-513,1.0
364,0.3333333333333333
364,2.0
-560,3.0
-513,1.0
-513,0.5
-560,2.0
-513,2.0
-26,0.5
-108,2.0
-108,3.0
-108,4.0
-168,0.5
-168,3.0
-168,5.0
-160,2.0
53,2.0
-93,2.0
113,2.0
-160,2.0
-161,2.0
113,0.5
113,0.5
-134,0.5
-104,2.0
-604,2.5
-604,1.75
-8,0.75
-104,1.3333333333333333
0,1.25
0,1.5
-604,0.6
-604,3.0
-8,3.0
-538,8.0
-538,9.0
-621,3.0
-8,3.0
266,5.0
-104,6.0
-538,4.0
217,4.0
-621,4.0
-104,2.5
-104,0.6666666666666666
-8,2.0
266,4.5
217,7.0
-538,1.0
217,6.0
-621,7.0
266,4.0
217,4.0
0,5.0
0,0.5
266,2.0
819,2.0
-523,1.0
-523,4.0
660,1.5
660,3.0
-979,1.0
819,4.0
-876,3.0
-1018,7.0
-1018,4.0
-523,3.0
-876,4.0
-979,3.0
819,3.0
-876,3.0
-523,0.5
-979,6.0
660,2.0
296,0.5
502,3.0
-309,3.0
-523,0.5
296,2.0
296,2.0
502,1.0
502,2.5
502,2.0
-309,2.0
-309,4.0
-523,1.5
-168,2.0
-168,0.5
-523,2.0
-523,1.0
-168,0.5
-309,0.5
657,0.8
-37,0.8
-37,1.4
-605,0.4
500,0.8
-923,1.6666666666666667
-923,3.0
-37,2.0
-605,3.5
-923,2.1666666666666665
-923,3.6
657,0.3333333333333333
500,2.5
-741,1.6666666666666667
-506,1.75
500,1.25
-741,2.0
-506,2.5
657,1.6666666666666667
-741,1.0
-444,1.3333333333333333
500,0.5
-444,1.5
657,2.0
-506,4.5
-605,4.0
-506,2.0
-444,6.0
-37,4.0
-605,5.0
-444,3.0
458,0.3333333333333333
-321,1.0
-79,1.0
-680,1.0
-680,5.0
357,6.0
-321,0.5
-341,1.0
-483,2.0
458,2.0
-79,1.0
-483,3.0
-483,1.0
-79,1.0
-341,2.0
357,1.0
-321,0.5
-483,2.0
-680,3.0
-341,1.0
357,1.0
-321,4.0
315,1.5
107,1.0
-802,1.0
-802,0.75
-289,0.25
107,0.5
-210,2.0
-210,3.0
-289,3.0
-802,1.0
-392,0.3333333333333333
-289,0.5
261,0.75
261,0.5
-392,2.0
-802,1.0
315,3.0
-210,2.0
261,3.0
-289,1.0
315,2.0
-392,2.0
-115,0.6666666666666666
225,0.5
-362,1.0
-115,2.0
-115,0.5
60,2.0
265,3.0
225,0.6666666666666666
60,3.0
60,2.0
