County,ChangeNum,Est,EstNum,Year
Johnson,0,,3,1922
Johnson,0,,1,1864
Johnson,0,,3,1925
Johnson,0,,3,1906
Johnson,0,,2,1909
Johnson,0,,1,1918
Johnson,0,,1,1878
Johnson,0,,2,1895
Johnson,0,,1,1908
Jones,0,-,130,-
Jones,0,,6,1901
Jones,0,,1,1881
Jones,0,,3,1882
Jones,0,,2,1889
Jones,0,,6,1893
Jones,0,,1,1897
Jones,0,,3,1910
Jones,0,,4,1911
Jones,0,,6,1912
Jones,0,,4,1913
Jones,0,,1,1919
Jones,0,,8,1920
Jones,0,,2,1921
Jones,0,,1,1926
Jones,0,,4,1898
Jones,0,,5,1900
Jones,0,,4,1902
Jones,0,,4,1914
Jones,0,,2,1923
Jones,0,,6,1904
Jones,0,,5,1908
Jones,0,,6,1907
Jones,0,,3,1899
Jones,0,,5,1905
Jones,0,,6,1906
Jones,0,,2,1887
Jones,0,,1,1888
Jones,0,,3,1890
Jones,0,,3,1894
Jones,0,,2,1896
Jones,0,,3,1891
Jones,0,,5,1903
Jones,0,,2,1916
Jones,0,,3,1922
Jones,0,,3,1879
Jones,0,,1,1909
Jones,0,,1,1925
Jones,0,,1,1880
Jones,0,,1,1895
Jones,0,,1,1931
Karnes,0,-,124,-
Karnes,0,,2,1898
Karnes,0,,3,1883
Karnes,0,,3,1907
Karnes,0,,5,1909
Karnes,0,,2,1902
Karnes,0,,4,1904
Karnes,0,,4,1905
Karnes,0,,5,1908
Karnes,0,,1,1896
Karnes,0,,3,1906
Karnes,0,,1,1930
Karnes,0,,1,1931
Karnes,0,,3,1870
Karnes,0,,1,1875
Karnes,0,,3,1854
Karnes,0,,1,1855
Karnes,0,,2,1860
Karnes,0,,3,1861
Karnes,0,,1,1863
Karnes,0,,1,1865
Karnes,0,,1,1869
Karnes,0,,5,1871
Karnes,0,,1,1921
Karnes,0,,2,1893
Karnes,0,,2,1899
Karnes,0,,5,1922
Karnes,0,,2,1903
Karnes,0,,2,1910
Karnes,0,,1,1915
Karnes,0,,2,1920
Karnes,0,,1,1924
Karnes,0,,1,1925
Karnes,0,,1,1923
Karnes,0,,1,1857
Karnes,0,,1,1859
Karnes,0,,3,1866
Karnes,0,,1,1872
Karnes,0,,2,1873
Karnes,0,,4,1913
Karnes,0,,1,1858
Karnes,0,,2,1891
Karnes,0,,2,1892
Karnes,0,,1,1894
Karnes,0,,3,1895
Karnes,0,,4,1887
Karnes,0,,2,1901
Karnes,0,,1,1929
Karnes,0,,1,1911
Karnes,0,,1,0
Karnes,0,,1,1867
Karnes,0,,1,1868
Karnes,0,,1,1879
Karnes,0,,1,1880
Karnes,0,,1,1916
Karnes,0,,1,1917
Karnes,0,,1,1897
Karnes,0,,1,1900
Karnes,0,,1,1874
Karnes,0,,2,1876
Karnes,0,,1,1877
Karnes,0,,1,1878
Karnes,0,,1,1881
Karnes,0,,1,1882
Karnes,0,,2,1886
Karnes,0,,1,1888
Karnes,0,,1,1918
Kaufman,0,-,388,-
Kaufman,0,,7,1885
Kaufman,0,,8,1888
Kaufman,0,,9,1890
Kaufman,0,,8,1897
Kaufman,0,,13,1898
Kaufman,0,,15,1901
Kaufman,0,,9,1886
Kaufman,0,,6,1887
Kaufman,0,,9,1889
Kaufman,0,,5,1892
Kaufman,0,,6,1894
Kaufman,0,,6,1896
Kaufman,0,,9,1905
Kaufman,0,,7,1904
Kaufman,0,,10,1893
Kaufman,0,,3,1848
Kaufman,0,,3,1849
Kaufman,0,,3,1851
Kaufman,0,,4,1852
Kaufman,0,,3,1853
Kaufman,0,,7,1854
Kaufman,0,,9,1881
Kaufman,0,,6,1860
Kaufman,0,,3,1850
Kaufman,0,,5,1861
Kaufman,0,,9,1866
Kaufman,0,,2,1868
Kaufman,0,,3,1870
Kaufman,0,,11,1902
Kaufman,0,,5,1903
Kaufman,0,,3,1910
Kaufman,0,,1,1912
Kaufman,0,,4,1915
Kaufman,0,,5,1874
Kaufman,0,,7,1895
Kaufman,0,,8,1899
Kaufman,0,,2,1891
Kaufman,0,,4,1900
Kaufman,0,,4,1907
Kaufman,0,,5,1913
Kaufman,0,,5,1925
Kaufman,0,,4,1871
Kaufman,0,,4,1882
Kaufman,0,,7,1883
Kaufman,0,,7,1884
Kaufman,0,,7,1880
Kaufman,0,,6,1876
Kaufman,0,,7,1877
Kaufman,0,,4,1878
Kaufman,0,,5,1873
Kaufman,0,,3,1906
Kaufman,0,,4,1918
Kaufman,0,,2,1857
Kaufman,0,,3,1920
Kaufman,0,,5,1921
Kaufman,0,,2,1930
Kaufman,0,,6,1914
Kaufman,0,,1,1916
Kaufman,0,,1,1911
Kaufman,0,,3,1855
Kaufman,0,,7,1856
Kaufman,0,,11,1858
Kaufman,0,,2,1859
Kaufman,0,,1,1865
Kaufman,0,,3,1869
Kaufman,0,,4,1922
Kaufman,0,,9,1879
Kaufman,0,,3,1909
Kaufman,0,,1,1923
Kaufman,0,,2,1927
Kaufman,0,,3,1872
Kaufman,0,,4,1875
Kaufman,0,,1,1924
Kaufman,0,,1,0
Kaufman,0,,2,1862
Kaufman,0,,1,1864
Kaufman,0,,1,1867
Kendall,0,-,71,-
Kendall,0,,2,1881
Kendall,0,,3,1875
Kendall,0,,2,1901
Kendall,0,,2,1916
Kendall,0,,2,1918
Kendall,0,,1,1922
Kendall,0,,2,1884
Kendall,0,,1,1886
Kendall,0,,3,1894
Kendall,0,,2,1898
Kendall,0,,2,1910
Kendall,0,,2,1915
Kendall,0,,1,1924
Kendall,0,,1,1870
Kendall,0,,1,1871
Kendall,0,,1,1872
Kendall,0,,1,1873
Kendall,0,,2,1874
Kendall,0,,1,1876
Kendall,0,,2,1878
Kendall,0,,4,1880
Kendall,0,,1,1883
Kendall,0,,4,1890
Kendall,0,,1,1893
Kendall,0,,1,1900
Kendall,0,,1,1903
Kendall,0,,1,1868
Kendall,0,,1,1882
Kendall,0,,3,1887
Kendall,0,,3,1891
Kendall,0,,1,1907
Kendall,0,,2,1913
Kendall,0,,4,1917
Kendall,0,,1,1879
Kendall,0,,2,1923
Kendall,0,,1,1929
Kendall,0,,1,1889
Kendall,0,,1,1897
Kendall,0,,1,1899
Kendall,0,,1,1906
Kendall,0,,1,1919
Kendall,0,,1,1921
Kenedy,0,-,2,-
Kenedy,0,,1,1925
Kenedy,0,,1,1924
Kent,0,-,39,-
Kent,0,,1,1892
Kent,0,,2,1893
Kent,0,,3,1894
Kent,0,,1,1896
Kent,0,,1,1897
Kent,0,,1,1902
Kent,0,,3,1906
Kent,0,,2,1908
Kent,0,,1,1912
Kent,0,,1,1918
Kent,0,,1,1925
Kent,0,,2,1926
Kent,0,,1,1899
Kent,0,,1,1905
Kent,0,,3,1909
Kent,0,,2,1914
Kent,0,,2,1888
Kent,0,,1,1895
Kent,0,,2,1907
Kent,0,,2,1911
Kent,0,,1,1916
Kent,0,,1,1919
Kent,0,,1,1922
Kent,0,,1,1921
Kent,0,,1,1923
Kent,0,,1,1927
Kerr,0,-,82,-
Kerr,0,,1,1859
Kerr,0,,1,1860
Kerr,0,,1,1887
Kerr,0,,3,1890
Kerr,0,,2,1899
Kerr,0,,3,1900
Kerr,0,,1,1901
Kerr,0,,1,1902
Kerr,0,,3,1906
Kerr,0,,4,1908
Kerr,0,,3,1882
Kerr,0,,2,1897
Kerr,0,,3,1913
Kerr,0,,2,1914
Kerr,0,,1,1923
Kerr,0,,1,1929
Kerr,0,,1,1872
Kerr,0,,1,1874
Kerr,0,,1,1876
Kerr,0,,2,1880
Kerr,0,,2,1856
Kerr,0,,2,1858
Kerr,0,,4,1861
Kerr,0,,4,1866
Kerr,0,,1,1869
Kerr,0,,4,1922
Kerr,0,,5,1888
Kerr,0,,1,1895
Kerr,0,,1,1889
Kerr,0,,1,1920
Kerr,0,,1,1921
Kerr,0,,2,1886
Kerr,0,,1,1898
Kerr,0,,2,1915
Kerr,0,,1,1927
Kerr,0,,2,1883
Kerr,0,,1,1896
Kerr,0,,1,1879
Kerr,0,,1,1903
Kerr,0,,1,1904
Kerr,0,,1,1916
Kerr,0,,1,1917
Kerr,0,,1,1924
Kerr,0,,1,1918
Kerr,0,,2,1884
Kerr,0,,1,1870
Kimble,0,-,72,-
Kimble,0,,5,1920
Kimble,0,,2,1880
Kimble,0,,3,1881
Kimble,0,,2,1885
Kimble,0,,1,1876
Kimble,0,,1,1894
Kimble,0,,1,1898
Kimble,0,,3,1915
Kimble,0,,1,1917
Kimble,0,,1,1877
Kimble,0,,1,1891
Kimble,0,,3,1892
Kimble,0,,1,1882
Kimble,0,,2,1883
Kimble,0,,1,1888
Kimble,0,,4,1900
Kimble,0,,1,1908
Kimble,0,,2,1909
Kimble,0,,1,1879
Kimble,0,,3,1907
Kimble,0,,2,1911
Kimble,0,,2,1889
Kimble,0,,2,1905
Kimble,0,,3,1916
Kimble,0,,1,1918
Kimble,0,,3,1922
Kimble,0,,1,1923
Kimble,0,,3,1926
Kimble,0,,1,1901
Kimble,0,,2,1902
Kimble,0,,1,1903
Kimble,0,,2,1906
Kimble,0,,1,1913
Kimble,0,,1,1924
Kimble,0,,1,1925
Kimble,0,,1,1928
Kimble,0,,1,1930
Kimble,0,,1,1931
Kimble,0,,1,1904
Kimble,0,,2,0
Kimble,0,,1,1929
King,0,-,28,-
King,0,,2,1896
King,0,,1,1908
King,0,,1,1894
King,0,,1,1895
King,0,,1,1904
King,0,,1,1926
King,0,,1,1929
King,0,,1,1930
King,0,,1,1909
King,0,,1,1910
King,0,,2,1912
King,0,,2,1920
King,0,,1,1891
King,0,,1,1892
King,0,,1,1893
King,0,,1,1903
King,0,,1,1911
King,0,,2,1915
King,0,,1,1917
King,0,,1,1918
King,0,,3,1890
King,0,,1,1888
Kinney,0,-,79,-
Kinney,0,,3,1888
Kinney,0,,4,1890
Kinney,0,,2,1873
Kinney,0,,1,1876
Kinney,0,,2,1877
Kinney,0,,2,1881
Kinney,0,,3,1885
Kinney,0,,2,1889
Kinney,0,,2,1891
Kinney,0,,4,0
Kinney,0,,1,1897
Kinney,0,,2,1913
Kinney,0,,3,1918
Kinney,0,,1,1923
Kinney,0,,1,1857
Kinney,0,,2,1858
Kinney,0,,1,1860
Kinney,0,,3,1861
Kinney,0,,2,1872
Kinney,0,,2,1874
Kinney,0,,1,1875
Kinney,0,,1,1879
Kinney,0,,3,1884
Kinney,0,,1,1853
Kinney,0,,1,1910
Kinney,0,,1,1912
Kinney,0,,1,1855
Kinney,0,,2,1866
Kinney,0,,1,1868
Kinney,0,,2,1869
Kinney,0,,1,1870
Kinney,0,,1,1851
Kinney,0,,3,1893
Kinney,0,,1,1915
Kinney,0,,3,1882
Kinney,0,,1,1883
Kinney,0,,1,1886
Kinney,0,,1,1895
Kinney,0,,1,1902
Kinney,0,,1,1919
Kinney,0,,2,1894
Kinney,0,,1,1896
Kinney,0,,1,1905
Kinney,0,,1,1917
Kinney,0,,1,1901
Kinney,0,,1,1909
Kinney,0,,1,1914
Kleberg,0,-,7,-
Kleberg,0,,1,1913
Kleberg,0,,1,1922
Kleberg,0,,1,1928
Kleberg,0,,1,1917
Kleberg,0,,1,1918
Kleberg,0,,1,1927
Kleberg,0,,1,1914
Knox,0,-,62,-
Knox,0,,1,1884
Knox,0,,1,1886
Knox,0,,5,1890
Knox,0,,2,1894
Knox,0,,1,1897
Knox,0,,1,1909
Knox,0,,2,1911
Knox,0,,3,1914
Knox,0,,4,1922
Knox,0,,5,1907
Knox,0,,1,1928
Knox,0,,1,1888
Knox,0,,2,1891
Knox,0,,5,1904
Knox,0,,3,1908
Knox,0,,3,1913
Knox,0,,1,1893
Knox,0,,4,1896
Knox,0,,2,1899
Knox,0,,3,1902
Knox,0,,2,1895
Knox,0,,1,1910
Knox,0,,1,1903
Knox,0,,2,1898
Knox,0,,1,1900
Knox,0,,2,1901
Knox,0,,1,1889
Knox,0,,1,1920
Knox,0,,1,1921
Lamar,0,-,447,-
Lamar,0,,11,1886
Lamar,0,,6,1887
Lamar,0,,13,1892
Lamar,0,,15,1893
Lamar,0,,13,1894
Lamar,0,,8,1896
Lamar,0,,10,1899
Lamar,0,,11,1905
Lamar,0,,9,1904
Lamar,0,,13,1897
Lamar,0,,10,1898
Lamar,0,,13,1901
Lamar,0,,11,1906
Lamar,0,,7,1914
Lamar,0,,2,1915
Lamar,0,,9,1884
Lamar,0,,11,1885
Lamar,0,,13,1902
Lamar,0,,6,1910
Lamar,0,,2,1923
Lamar,0,,9,1880
Lamar,0,,4,1853
Lamar,0,,5,1854
Lamar,0,,9,1861
Lamar,0,,4,1862
Lamar,0,,2,1867
Lamar,0,,3,1869
Lamar,0,,4,1870
Lamar,0,,6,1874
Lamar,0,,9,1889
Lamar,0,,15,1891
Lamar,0,,8,1883
Lamar,0,,10,1888
Lamar,0,,2,1930
Lamar,0,,10,1900
Lamar,0,,5,1909
Lamar,0,,5,1912
Lamar,0,,5,1913
Lamar,0,,4,1922
Lamar,0,,4,1849
Lamar,0,,3,1852
Lamar,0,,2,1855
Lamar,0,,2,1857
Lamar,0,,4,1860
Lamar,0,,10,1890
Lamar,0,,6,1873
Lamar,0,,3,1876
Lamar,0,,3,1911
Lamar,0,,2,1878
Lamar,0,,5,1881
Lamar,0,,5,1903
Lamar,0,,5,1919
Lamar,0,,4,1925
Lamar,0,,3,1879
Lamar,0,,5,1907
Lamar,0,,2,1917
Lamar,0,,2,1877
Lamar,0,,4,1916
Lamar,0,,3,1921
Lamar,0,,6,1920
Lamar,0,,7,1895
Lamar,0,,3,1882
Lamar,0,,4,1908
Lamar,0,,3,1918
Lamar,0,,2,1926
Lamar,0,,2,1924
Lamar,0,,2,1928
Lamar,0,,3,1929
Lamar,0,,2,1864
Lamar,0,,3,1848
Lamar,0,,1,1850
Lamar,0,,1,1846
Lamar,0,,1,1851
Lamar,0,,1,1856
Lamar,0,,1,1865
Lamar,0,,3,1866
Lamar,0,,4,1871
Lamar,0,,2,0
Lamar,0,,1,1931
Lamar,0,,4,1868
Lamar,0,,1,1858
Lamar,0,,1,1872
Lamb,0,-,23,-
Lamb,0,,1,1923
Lamb,0,,1,1925
Lamb,0,,1,1926
Lamb,0,,1,1930
Lamb,0,,2,1913
Lamb,0,,2,1918
Lamb,0,,2,1927
Lamb,0,,1,1904
Lamb,0,,1,1905
Lamb,0,,2,1910
Lamb,0,,1,1915
Lamb,0,,2,1920
Lamb,0,,2,1921
Lamb,0,,2,1889
Lamb,0,,1,1928
Lamb,0,,1,1917
Lampasas,0,-,135,-
Lampasas,0,,7,1878
Lampasas,0,,6,1886
Lampasas,0,,5,1892
Lampasas,0,,2,1895
Lampasas,0,,4,1899
Lampasas,0,,2,1903
Lampasas,0,,1,1908
Lampasas,0,,2,1915
Lampasas,0,,1,1906
Lampasas,0,,2,1893
Lampasas,0,,2,1898
Lampasas,0,,1,1900
Lampasas,0,,3,1904
Lampasas,0,,6,1877
Lampasas,0,,6,1880
Lampasas,0,,6,1882
Lampasas,0,,3,1883
Lampasas,0,,4,1884
Lampasas,0,,3,1885
Lampasas,0,,3,1887
Lampasas,0,,3,1910
Lampasas,0,,2,1913
Lampasas,0,,1,1916
Lampasas,0,,1,1917
Lampasas,0,,2,1879
Lampasas,0,,3,1890
Lampasas,0,,2,1897
Lampasas,0,,3,1902
Lampasas,0,,2,1905
Lampasas,0,,3,1909
Lampasas,0,,1,1928
Lampasas,0,,2,1929
Lampasas,0,,2,1891
Lampasas,0,,2,1923
Lampasas,0,,1,1857
Lampasas,0,,2,1858
Lampasas,0,,1,1859
Lampasas,0,,2,1862
Lampasas,0,,3,1866
Lampasas,0,,3,1873
Lampasas,0,,4,1876
Lampasas,0,,1,1894
Lampasas,0,,2,1920
Lampasas,0,,2,1922
Lampasas,0,,1,1907
Lampasas,0,,2,1914
Lampasas,0,,1,1874
Lampasas,0,,3,1875
Lampasas,0,,1,1861
Lampasas,0,,3,1881
Lampasas,0,,1,1918
Lampasas,0,,1,1931
Lampasas,0,,1,0
Lampasas,0,,2,1888
La Salle,0,-,101,-
La Salle,0,,2,1903
La Salle,0,,1,1904
La Salle,0,,5,1913
La Salle,0,,3,1917
La Salle,0,,4,1920
La Salle,0,,3,1909
La Salle,0,,3,1912
La Salle,0,,4,1915
La Salle,0,,6,1926
La Salle,0,,6,1883
La Salle,0,,4,1888
La Salle,0,,3,1889
La Salle,0,,3,1890
La Salle,0,,2,1893
La Salle,0,,4,1894
La Salle,0,,1,1899
La Salle,0,,5,1919
La Salle,0,,2,1929
La Salle,0,,2,1896
La Salle,0,,2,1901
La Salle,0,,1,1898
La Salle,0,,1,1914
La Salle,0,,2,1918
La Salle,0,,2,1910
La Salle,0,,2,1911
La Salle,0,,1,1871
La Salle,0,,3,1874
La Salle,0,,2,1882
La Salle,0,,2,1884
La Salle,0,,2,1921
La Salle,0,,1,0
La Salle,0,,2,1925
La Salle,0,,1,1880
La Salle,0,,1,1881
La Salle,0,,2,1923
La Salle,0,,2,1927
La Salle,0,,4,1879
La Salle,0,,1,1885
La Salle,0,,1,1887
La Salle,0,,1,1897
La Salle,0,,1,1902
La Salle,0,,1,1907
Lavaca,0,-,239,-
Lavaca,0,,2,1855
Lavaca,0,,5,1862
Lavaca,0,,2,1867
Lavaca,0,,7,1879
Lavaca,0,,8,1882
Lavaca,0,,4,1883
Lavaca,0,,6,1884
Lavaca,0,,8,1885
Lavaca,0,,5,1886
Lavaca,0,,3,1887
Lavaca,0,,3,1851
Lavaca,0,,10,1861
Lavaca,0,,9,1866
Lavaca,0,,2,1860
Lavaca,0,,6,1872
Lavaca,0,,5,1875
Lavaca,0,,4,1881
Lavaca,0,,5,1901
Lavaca,0,,5,1880
Lavaca,0,,4,1890
Lavaca,0,,4,1891
Lavaca,0,,6,1898
Lavaca,0,,5,1903
Lavaca,0,,2,1856
Lavaca,0,,6,1907
Lavaca,0,,3,1888
Lavaca,0,,5,1905
Lavaca,0,,2,1873
Lavaca,0,,2,1906
Lavaca,0,,1,1849
Lavaca,0,,3,1857
Lavaca,0,,4,1859
Lavaca,0,,1,1863
Lavaca,0,,1,1864
Lavaca,0,,1,1865
Lavaca,0,,2,1899
Lavaca,0,,2,1913
Lavaca,0,,3,1922
Lavaca,0,,1,1927
Lavaca,0,,8,1902
Lavaca,0,,4,1858
Lavaca,0,,3,1868
Lavaca,0,,5,1870
Lavaca,0,,2,1878
Lavaca,0,,3,1889
Lavaca,0,,6,1894
Lavaca,0,,4,1896
Lavaca,0,,5,1893
Lavaca,0,,6,1895
Lavaca,0,,3,1900
Lavaca,0,,4,1876
Lavaca,0,,3,1892
Lavaca,0,,4,1914
Lavaca,0,,1,1923
Lavaca,0,,3,1848
Lavaca,0,,2,1854
Lavaca,0,,1,0
Lavaca,0,,1,1877
Lavaca,0,,1,1847
Lavaca,0,,2,1852
Lavaca,0,,2,1920
Lavaca,0,,2,1929
Lavaca,0,,1,1897
Lavaca,0,,1,1909
Lavaca,0,,1,1915
Lavaca,0,,1,1918
Lavaca,0,,1,1928
Lavaca,0,,1,1917
Lavaca,0,,1,1931
Lee,0,-,120,-
Lee,0,,3,1895
Lee,0,,3,1896
Lee,0,,4,1900
Lee,0,,4,1902
Lee,0,,3,1904
Lee,0,,1,1907
Lee,0,,3,1901
Lee,0,,7,1903
Lee,0,,2,1906
Lee,0,,3,1913
Lee,0,,3,1879
Lee,0,,4,1888
Lee,0,,4,1891
Lee,0,,4,1877
Lee,0,,5,1880
Lee,0,,1,1881
Lee,0,,4,1883
Lee,0,,5,1897
Lee,0,,1,1887
Lee,0,,3,1884
Lee,0,,4,1898
Lee,0,,2,1905
Lee,0,,3,1915
Lee,0,,2,1931
Lee,0,,2,1874
Lee,0,,2,1876
Lee,0,,4,1882
Lee,0,,3,1889
Lee,0,,3,1890
Lee,0,,2,1875
Lee,0,,2,1886
Lee,0,,2,1893
Lee,0,,1,1914
Lee,0,,1,1923
Lee,0,,3,1894
Lee,0,,1,1899
Lee,0,,1,1911
Lee,0,,1,1918
Lee,0,,1,1919
Lee,0,,2,1920
Lee,0,,1,1921
Lee,0,,1,1878
Lee,0,,3,1892
Lee,0,,5,1929
Lee,0,,1,1928
Leon,0,-,313,-
Leon,0,,4,1852
Leon,0,,3,1853
Leon,0,,4,1880
Leon,0,,5,1901
Leon,0,,8,1903
Leon,0,,4,1908
Leon,0,,8,1860
Leon,0,,14,1861
Leon,0,,8,1858
Leon,0,,4,1862
Leon,0,,7,1871
Leon,0,,5,1895
Leon,0,,5,1886
Leon,0,,4,1876
Leon,0,,6,1884
Leon,0,,3,1888
Leon,0,,5,1890
Leon,0,,8,1894
Leon,0,,6,1913
Leon,0,,2,1918
Leon,0,,6,1919
Leon,0,,4,1920
Leon,0,,6,1924
Leon,0,,2,1867
Leon,0,,4,1850
Leon,0,,3,1854
Leon,0,,4,1855
Leon,0,,3,1856
Leon,0,,3,1864
Leon,0,,2,1866
Leon,0,,7,1872
Leon,0,,4,1877
Leon,0,,7,1899
Leon,0,,6,1914
Leon,0,,3,1922
Leon,0,,5,1931
Leon,0,,2,1857
Leon,0,,4,1891
Leon,0,,6,1909
Leon,0,,1,1926
Leon,0,,7,1910
Leon,0,,1,1912
Leon,0,,5,1907
Leon,0,,3,1925
Leon,0,,5,1927
Leon,0,,2,1896
Leon,0,,4,1906
Leon,0,,5,1902
Leon,0,,5,1905
Leon,0,,3,1916
Leon,0,,1,1911
Leon,0,,7,1873
Leon,0,,1,1897
Leon,0,,6,1879
Leon,0,,5,1881
Leon,0,,5,1882
Leon,0,,4,1893
Leon,0,,3,1898
Leon,0,,7,1900
Leon,0,,2,1921
Leon,0,,1,1929
Leon,0,,2,1883
Leon,0,,2,1846
Leon,0,,2,1849
Leon,0,,1,1865
Leon,0,,1,1869
Leon,0,,6,1874
Leon,0,,4,1875
Leon,0,,3,1878
Leon,0,,1,1859
Leon,0,,1,1917
Leon,0,,2,1923
Leon,0,,3,1885
Leon,0,,1,1870
Leon,0,,1,1928
Leon,0,,1,1915
Leon,0,,3,1904
Leon,0,,1,1863
Leon,0,,1,1892
Liberty,0,-,319,-
Liberty,0,,5,1880
Liberty,0,,7,1883
Liberty,0,,10,1846
Liberty,0,,3,1849
Liberty,0,,3,1900
Liberty,0,,9,1904
Liberty,0,,6,1905
Liberty,0,,7,1907
Liberty,0,,5,1908
Liberty,0,,9,1909
Liberty,0,,9,1911
Liberty,0,,10,1914
Liberty,0,,6,1916
Liberty,0,,5,1889
Liberty,0,,3,0
Liberty,0,,2,1855
Liberty,0,,3,1881
Liberty,0,,1,1882
Liberty,0,,5,1885
Liberty,0,,1,1890
Liberty,0,,3,1891
Liberty,0,,2,1894
Liberty,0,,7,1895
Liberty,0,,7,1896
Liberty,0,,9,1920
Liberty,0,,9,1921
Liberty,0,,5,1922
Liberty,0,,5,1923
Liberty,0,,5,1925
Liberty,0,,1,1931
Liberty,0,,7,1877
Liberty,0,,1,1878
Liberty,0,,4,1897
Liberty,0,,7,1901
Liberty,0,,9,1902
Liberty,0,,3,1915
Liberty,0,,4,1917
Liberty,0,,3,1926
Liberty,0,,1,1892
Liberty,0,,2,1874
Liberty,0,,5,1875
Liberty,0,,6,1876
Liberty,0,,6,1903
Liberty,0,,6,1913
Liberty,0,,6,1912
Liberty,0,,3,1924
Liberty,0,,3,1910
Liberty,0,,6,1919
Liberty,0,,8,1906
Liberty,0,,4,1847
Liberty,0,,2,1852
Liberty,0,,2,1859
Liberty,0,,2,1862
Liberty,0,,5,1866
Liberty,0,,4,1869
Liberty,0,,2,1927
Liberty,0,,3,1929
Liberty,0,,1,1930
Liberty,0,,1,1918
Liberty,0,,2,1928
Liberty,0,,2,1873
Liberty,0,,3,1848
Liberty,0,,3,1850
Liberty,0,,1,1851
Liberty,0,,3,1899
Liberty,0,,3,1857
Liberty,0,,2,1858
Liberty,0,,5,1861
Liberty,0,,2,1865
Liberty,0,,2,1867
Liberty,0,,1,1868
Liberty,0,,1,1870
Liberty,0,,2,1893
Liberty,0,,3,1872
Liberty,0,,2,1898
Liberty,0,,1,1860
Liberty,0,,2,1853
Liberty,0,,1,1854
Limestone,0,-,324,-
Limestone,0,,7,1901
Limestone,0,,2,1853
Limestone,0,,2,1854
Limestone,0,,3,1855
Limestone,0,,4,1883
Limestone,0,,3,1884
Limestone,0,,11,1894
Limestone,0,,16,1898
Limestone,0,,6,1902
Limestone,0,,6,1858
Limestone,0,,8,1860
Limestone,0,,7,1861
Limestone,0,,4,1865
Limestone,0,,8,1895
Limestone,0,,8,1897
Limestone,0,,10,1899
Limestone,0,,12,1900
Limestone,0,,2,1916
Limestone,0,,6,1886
Limestone,0,,5,1887
Limestone,0,,2,1891
Limestone,0,,6,1892
Limestone,0,,5,1904
Limestone,0,,8,1873
Limestone,0,,4,1906
Limestone,0,,7,1903
Limestone,0,,2,1921
Limestone,0,,2,1923
Limestone,0,,2,1928
Limestone,0,,3,1910
Limestone,0,,4,1911
Limestone,0,,1,1930
Limestone,0,,5,1896
Limestone,0,,5,1908
Limestone,0,,2,1914
Limestone,0,,3,1888
Limestone,0,,9,1889
Limestone,0,,3,1856
Limestone,0,,4,1857
Limestone,0,,2,1859
Limestone,0,,3,1866
Limestone,0,,4,1868
Limestone,0,,2,1848
Limestone,0,,2,1849
Limestone,0,,3,1913
Limestone,0,,2,1918
Limestone,0,,4,1919
Limestone,0,,2,1920
Limestone,0,,3,1922
Limestone,0,,8,1893
Limestone,0,,3,1877
Limestone,0,,1,1878
Limestone,0,,2,1885
Limestone,0,,3,1890
Limestone,0,,1,1907
Limestone,0,,2,1909
Limestone,0,,2,1915
Limestone,0,,2,1871
Limestone,0,,9,1872
Limestone,0,,1,1881
Limestone,0,,4,1925
Limestone,0,,3,1882
Limestone,0,,3,1862
Limestone,0,,5,1867
Limestone,0,,7,1870
Limestone,0,,4,1874
Limestone,0,,6,1905
Limestone,0,,7,1875
Limestone,0,,3,1876
Limestone,0,,2,1927
Limestone,0,,1,1931
Limestone,0,,1,1879
Limestone,0,,3,0
Limestone,0,,2,1847
Limestone,0,,1,1850
Limestone,0,,1,1852
Limestone,0,,2,1869
Limestone,0,,1,1924
Lipscomb,0,-,64,-
Lipscomb,0,,2,1919
Lipscomb,0,,1,1920
Lipscomb,0,,2,1921
Lipscomb,0,,3,1922
Lipscomb,0,,1,1906
Lipscomb,0,,1,1914
Lipscomb,0,,2,1918
Lipscomb,0,,2,1926
Lipscomb,0,,3,1887
Lipscomb,0,,6,1889
Lipscomb,0,,4,1894
Lipscomb,0,,1,1896
Lipscomb,0,,2,1898
Lipscomb,0,,2,1899
Lipscomb,0,,1,1900
Lipscomb,0,,2,1913
Lipscomb,0,,2,1917
Lipscomb,0,,2,1902
Lipscomb,0,,1,1910
Lipscomb,0,,1,1886
Lipscomb,0,,3,1888
Lipscomb,0,,2,1897
Lipscomb,0,,1,1907
Lipscomb,0,,1,1908
Lipscomb,0,,2,1915
Lipscomb,0,,1,1923
Lipscomb,0,,3,1890
Lipscomb,0,,3,1892
Lipscomb,0,,1,1895
Lipscomb,0,,1,1904
Lipscomb,0,,1,1905
Lipscomb,0,,1,1909
Lipscomb,0,,1,1911
Lipscomb,0,,1,1903
Lipscomb,0,,1,1912
Live Oak,0,-,122,-
Live Oak,0,,5,1915
Live Oak,0,,3,1916
Live Oak,0,,4,1918
Live Oak,0,,3,1924
Live Oak,0,,3,1910
Live Oak,0,,5,1914
Live Oak,0,,1,1920
Live Oak,0,,3,1925
Live Oak,0,,3,1922
Live Oak,0,,3,1885
Live Oak,0,,2,1891
Live Oak,0,,4,1897
Live Oak,0,,2,1899
Live Oak,0,,2,1900
Live Oak,0,,3,1901
Live Oak,0,,4,1903
Live Oak,0,,3,1919
Live Oak,0,,2,1858
Live Oak,0,,2,1859
Live Oak,0,,2,1860
