County,ChangeNum,Est,EstNum,Year
Dickens,0,,2,1908
Dickens,0,,2,1883
Dickens,0,,1,1892
Dickens,0,,1,1896
Dickens,0,,1,1899
Dickens,0,,1,1906
Dickens,0,,1,1914
Dickens,0,,2,1918
Dickens,0,,1,1920
Dickens,0,,2,1922
Dickens,0,,1,1923
Dickens,0,,1,0
Dickens,0,,2,1925
Dickens,0,,2,1931
Dickens,0,,1,1885
Dickens,0,,1,1890
Dickens,0,,1,1912
Dickens,0,,3,1915
Dickens,0,,1,1895
Dickens,0,,4,1926
Dickens,0,,1,1927
Dickens,0,,1,1928
Dickens,0,,1,1930
Dickens,0,,1,1897
Dickens,0,,2,1909
Dickens,0,,1,1901
Dickens,0,,1,1903
Dimmit,0,-,61,-
Dimmit,0,,1,1909
Dimmit,0,,3,1918
Dimmit,0,,3,1920
Dimmit,0,,2,1924
Dimmit,0,,1,1930
Dimmit,0,,2,1904
Dimmit,0,,4,1905
Dimmit,0,,1,1907
Dimmit,0,,3,1910
Dimmit,0,,4,1911
Dimmit,0,,4,1913
Dimmit,0,,2,1915
Dimmit,0,,2,1922
Dimmit,0,,6,1929
Dimmit,0,,3,1914
Dimmit,0,,1,0
Dimmit,0,,2,1879
Dimmit,0,,1,1885
Dimmit,0,,1,1897
Dimmit,0,,1,1892
Dimmit,0,,1,1906
Dimmit,0,,1,1908
Dimmit,0,,1,1919
Dimmit,0,,1,1926
Dimmit,0,,2,1927
Dimmit,0,,1,1928
Dimmit,0,,1,1890
Dimmit,0,,1,1917
Dimmit,0,,2,1925
Dimmit,0,,1,1887
Dimmit,0,,1,1912
Dimmit,0,,1,1931
Donley,0,-,71,-
Donley,0,,2,1916
Donley,0,,1,1917
Donley,0,,1,1918
Donley,0,,2,1919
Donley,0,,1,1920
Donley,0,,2,1926
Donley,0,,1,1927
Donley,0,,2,1928
Donley,0,,4,1891
Donley,0,,2,1902
Donley,0,,3,1906
Donley,0,,4,1908
Donley,0,,1,1878
Donley,0,,2,1879
Donley,0,,2,1885
Donley,0,,1,1889
Donley,0,,3,1894
Donley,0,,2,1897
Donley,0,,1,1915
Donley,0,,1,1923
Donley,0,,1,1888
Donley,0,,4,1896
Donley,0,,1,1898
Donley,0,,1,1899
Donley,0,,1,1929
Donley,0,,1,0
Donley,0,,2,1930
Donley,0,,2,1910
Donley,0,,4,1907
Donley,0,,1,1913
Donley,0,,3,1922
Donley,0,,3,1904
Donley,0,,1,1909
Donley,0,,1,1911
Donley,0,,1,1921
Donley,0,,2,1893
Donley,0,,1,1895
Donley,0,,1,1903
Donley,0,,1,1905
Donley,0,,1,1892
Duval,0,-,110,-
Duval,0,,2,1881
Duval,0,,2,1883
Duval,0,,1,1890
Duval,0,,1,0
Duval,0,,3,1898
Duval,0,,2,1906
Duval,0,,5,1908
Duval,0,,5,1910
Duval,0,,6,1913
Duval,0,,3,1919
Duval,0,,3,1917
Duval,0,,1,1926
Duval,0,,3,1879
Duval,0,,1,1873
Duval,0,,1,1874
Duval,0,,4,1884
Duval,0,,6,1886
Duval,0,,1,1900
Duval,0,,4,1911
Duval,0,,4,1912
Duval,0,,4,1914
Duval,0,,2,1930
Duval,0,,5,1921
Duval,0,,3,1916
Duval,0,,1,1923
Duval,0,,2,1927
Duval,0,,2,1929
Duval,0,,2,1895
Duval,0,,2,1904
Duval,0,,2,1909
Duval,0,,2,1925
Duval,0,,1,1928
Duval,0,,1,1885
Duval,0,,4,1887
Duval,0,,1,1888
Duval,0,,1,1891
Duval,0,,2,1892
Duval,0,,1,1896
Duval,0,,2,1897
Duval,0,,1,1903
Duval,0,,3,1907
Duval,0,,2,1899
Duval,0,,1,1915
Duval,0,,2,1918
Duval,0,,1,1893
Duval,0,,1,1905
Duval,0,,1,1931
Eastland,0,-,277,-
Eastland,0,,4,1876
Eastland,0,,3,1877
Eastland,0,,9,1878
Eastland,0,,5,1879
Eastland,0,,7,1881
Eastland,0,,7,1919
Eastland,0,,12,1920
Eastland,0,,3,1882
Eastland,0,,5,1887
Eastland,0,,8,1890
Eastland,0,,10,1904
Eastland,0,,5,1913
Eastland,0,,12,1922
Eastland,0,,10,1902
Eastland,0,,6,1886
Eastland,0,,6,1889
Eastland,0,,7,1894
Eastland,0,,4,1898
Eastland,0,,5,1914
Eastland,0,,3,1923
Eastland,0,,2,1930
Eastland,0,,7,1899
Eastland,0,,11,1901
Eastland,0,,2,1884
Eastland,0,,3,1885
Eastland,0,,8,1893
Eastland,0,,6,1897
Eastland,0,,5,1903
Eastland,0,,3,1912
Eastland,0,,4,1915
Eastland,0,,3,1917
Eastland,0,,2,1883
Eastland,0,,2,1906
Eastland,0,,2,1911
Eastland,0,,8,1891
Eastland,0,,9,1905
Eastland,0,,4,1888
Eastland,0,,6,1907
Eastland,0,,3,1874
Eastland,0,,4,1908
Eastland,0,,3,1925
Eastland,0,,4,1926
Eastland,0,,2,1875
Eastland,0,,4,1909
Eastland,0,,2,1910
Eastland,0,,5,1921
Eastland,0,,2,1928
Eastland,0,,2,1927
Eastland,0,,2,1929
Eastland,0,,1,1931
Eastland,0,,4,1895
Eastland,0,,5,1896
Eastland,0,,5,1900
Eastland,0,,3,1880
Eastland,0,,3,1892
Eastland,0,,2,1918
Eastland,0,,2,1924
Eastland,0,,1,1916
Ector,0,-,22,-
Ector,0,,2,1906
Ector,0,,2,1908
Ector,0,,3,1909
Ector,0,,2,1910
Ector,0,,1,1912
Ector,0,,1,1916
Ector,0,,1,1917
Ector,0,,1,1928
Ector,0,,3,1930
Ector,0,,2,1887
Ector,0,,1,1895
Ector,0,,1,1914
Ector,0,,2,1911
Edwards,0,-,80,-
Edwards,0,,3,1896
Edwards,0,,1,1882
Edwards,0,,4,1883
Edwards,0,,3,1885
Edwards,0,,2,1887
Edwards,0,,3,1889
Edwards,0,,5,1893
Edwards,0,,5,1894
Edwards,0,,4,1899
Edwards,0,,1,1900
Edwards,0,,4,1902
Edwards,0,,1,1906
Edwards,0,,1,1908
Edwards,0,,1,1909
Edwards,0,,1,1911
Edwards,0,,1,1913
Edwards,0,,2,1925
Edwards,0,,2,1926
Edwards,0,,2,1901
Edwards,0,,2,1884
Edwards,0,,1,1907
Edwards,0,,1,1928
Edwards,0,,1,1930
Edwards,0,,2,1904
Edwards,0,,2,1905
Edwards,0,,1,1890
Edwards,0,,3,1892
Edwards,0,,2,1895
Edwards,0,,3,1910
Edwards,0,,2,1886
Edwards,0,,1,1914
Edwards,0,,1,1917
Edwards,0,,1,1919
Edwards,0,,1,1920
Edwards,0,,1,1921
Edwards,0,,3,1912
Edwards,0,,2,1891
Edwards,0,,4,1898
Ellis,0,-,420,-
Ellis,0,,7,1881
Ellis,0,,6,1882
Ellis,0,,10,1883
Ellis,0,,5,1885
Ellis,0,,8,1891
Ellis,0,,18,1898
Ellis,0,,15,1899
Ellis,0,,10,1900
Ellis,0,,16,1901
Ellis,0,,8,1902
Ellis,0,,4,1905
Ellis,0,,8,1914
Ellis,0,,8,1916
Ellis,0,,4,1917
Ellis,0,,4,1924
Ellis,0,,2,1926
Ellis,0,,8,1895
Ellis,0,,9,1903
Ellis,0,,2,1906
Ellis,0,,7,1907
Ellis,0,,2,1908
Ellis,0,,2,1919
Ellis,0,,7,1879
Ellis,0,,15,1897
Ellis,0,,9,1877
Ellis,0,,4,1884
Ellis,0,,10,1886
Ellis,0,,6,1889
Ellis,0,,12,1890
Ellis,0,,12,1896
Ellis,0,,8,1904
Ellis,0,,11,1887
Ellis,0,,9,1888
Ellis,0,,6,1893
Ellis,0,,13,1894
Ellis,0,,4,1918
Ellis,0,,5,1922
Ellis,0,,1,1928
Ellis,0,,1,1931
Ellis,0,,7,1878
Ellis,0,,3,1880
Ellis,0,,5,1892
Ellis,0,,4,1915
Ellis,0,,5,1872
Ellis,0,,5,1873
Ellis,0,,8,1874
Ellis,0,,2,1912
Ellis,0,,6,1923
Ellis,0,,4,1930
Ellis,0,,4,1854
Ellis,0,,3,1862
Ellis,0,,4,1866
Ellis,0,,5,1867
Ellis,0,,4,0
Ellis,0,,5,1861
Ellis,0,,3,1865
Ellis,0,,2,1855
Ellis,0,,3,1857
Ellis,0,,4,1871
Ellis,0,,4,1921
Ellis,0,,4,1870
Ellis,0,,5,1859
Ellis,0,,2,1869
Ellis,0,,1,1910
Ellis,0,,7,1913
Ellis,0,,3,1920
Ellis,0,,1,1876
Ellis,0,,1,1864
Ellis,0,,1,1875
Ellis,0,,3,1852
Ellis,0,,1,1856
Ellis,0,,1,1860
Ellis,0,,1,1909
Ellis,0,,2,1927
Ellis,0,,1,1850
El Paso,0,-,235,-
El Paso,0,,10,1909
El Paso,0,,1,1917
El Paso,0,,3,1884
El Paso,0,,8,1886
El Paso,0,,5,1888
El Paso,0,,4,1889
El Paso,0,,2,1891
El Paso,0,,8,1892
El Paso,0,,6,1902
El Paso,0,,12,1907
El Paso,0,,5,1910
El Paso,0,,5,1913
El Paso,0,,6,1908
El Paso,0,,7,1911
El Paso,0,,5,1890
El Paso,0,,6,1912
El Paso,0,,2,1858
El Paso,0,,3,1885
El Paso,0,,4,1914
El Paso,0,,4,1915
El Paso,0,,2,1920
El Paso,0,,3,1923
El Paso,0,,4,1925
El Paso,0,,3,1926
El Paso,0,,2,1897
El Paso,0,,4,1904
El Paso,0,,3,1906
El Paso,0,,1,1924
El Paso,0,,3,1901
El Paso,0,,2,1881
El Paso,0,,2,1852
El Paso,0,,2,1855
El Paso,0,,2,1857
El Paso,0,,3,1860
El Paso,0,,4,1861
El Paso,0,,1,1863
El Paso,0,,2,1866
El Paso,0,,2,1868
El Paso,0,,4,1869
El Paso,0,,1,1870
El Paso,0,,1,1877
El Paso,0,,6,1879
El Paso,0,,4,1880
El Paso,0,,8,1894
El Paso,0,,5,1898
El Paso,0,,3,1922
El Paso,0,,2,1916
El Paso,0,,5,1903
El Paso,0,,1,1859
El Paso,0,,4,1896
El Paso,0,,2,1872
El Paso,0,,2,1873
El Paso,0,,3,1867
El Paso,0,,2,1893
El Paso,0,,5,1905
El Paso,0,,1,1853
El Paso,0,,5,1876
El Paso,0,,2,1887
El Paso,0,,3,1882
El Paso,0,,4,1900
El Paso,0,,2,1895
El Paso,0,,1,1899
El Paso,0,,2,1919
El Paso,0,,2,1921
El Paso,0,,1,1874
El Paso,0,,2,1878
El Paso,0,,1,1883
Encinal,0,-,16,-
Encinal,0,,1,1890
Encinal,0,,2,1895
Encinal,0,,3,1898
Encinal,0,,2,1894
Encinal,0,,1,1880
Encinal,0,,2,1896
Encinal,0,,1,1883
Encinal,0,,1,1888
Encinal,0,,1,1882
Encinal,0,,2,1881
Erath,0,-,272,-
Erath,0,,13,1890
Erath,0,,6,1891
Erath,0,,16,1893
Erath,0,,6,1881
Erath,0,,4,1889
Erath,0,,5,1900
Erath,0,,6,1902
Erath,0,,2,1909
Erath,0,,2,1928
Erath,0,,8,1895
Erath,0,,4,1899
Erath,0,,14,1903
Erath,0,,12,1905
Erath,0,,6,1906
Erath,0,,3,1876
Erath,0,,2,1878
Erath,0,,10,1884
Erath,0,,7,1886
Erath,0,,8,1888
Erath,0,,10,1901
Erath,0,,2,1887
Erath,0,,5,1904
Erath,0,,4,1877
Erath,0,,7,1897
Erath,0,,2,1920
Erath,0,,3,1927
Erath,0,,7,1896
Erath,0,,8,1894
Erath,0,,4,1910
Erath,0,,3,1914
Erath,0,,12,1892
Erath,0,,7,1907
Erath,0,,3,1908
Erath,0,,3,1912
Erath,0,,3,1918
Erath,0,,4,1875
Erath,0,,2,1882
Erath,0,,1,1898
Erath,0,,1,1916
Erath,0,,1,1921
Erath,0,,2,1860
Erath,0,,3,1861
Erath,0,,2,1866
Erath,0,,1,1867
Erath,0,,2,1868
Erath,0,,1,1870
Erath,0,,1,1925
Erath,0,,4,1858
Erath,0,,5,1913
Erath,0,,1,1919
Erath,0,,3,1922
Erath,0,,2,1885
Erath,0,,1,1923
Erath,0,,1,1917
Erath,0,,2,1880
Erath,0,,2,1862
Erath,0,,1,1872
Erath,0,,1,1879
Erath,0,,4,1859
Erath,0,,1,1857
Erath,0,,1,1871
Erath,0,,2,1873
Erath,0,,2,1874
Erath,0,,1,1911
Falls,0,-,286,-
Falls,0,,7,1890
Falls,0,,1,1857
Falls,0,,2,1858
Falls,0,,4,1861
Falls,0,,2,1865
Falls,0,,8,1866
Falls,0,,8,1881
Falls,0,,7,1884
Falls,0,,7,1888
Falls,0,,6,1891
Falls,0,,4,1896
Falls,0,,8,1898
Falls,0,,7,1902
Falls,0,,9,1903
Falls,0,,6,1904
Falls,0,,1,1863
Falls,0,,4,1868
Falls,0,,3,1869
Falls,0,,7,1889
Falls,0,,7,1886
Falls,0,,5,1897
Falls,0,,6,1899
Falls,0,,3,1854
Falls,0,,3,1880
Falls,0,,5,1883
Falls,0,,1,1855
Falls,0,,3,1859
Falls,0,,1,1864
Falls,0,,3,1871
Falls,0,,1,1872
Falls,0,,8,1895
Falls,0,,6,1882
Falls,0,,4,1885
Falls,0,,5,1914
Falls,0,,4,1921
Falls,0,,9,1900
Falls,0,,1,1852
Falls,0,,6,1901
Falls,0,,4,1894
Falls,0,,7,1887
Falls,0,,5,1905
Falls,0,,2,1912
Falls,0,,4,1917
Falls,0,,4,1920
Falls,0,,2,1928
Falls,0,,1,1860
Falls,0,,3,1870
Falls,0,,6,1873
Falls,0,,2,1874
Falls,0,,4,1878
Falls,0,,2,1911
Falls,0,,1,1915
Falls,0,,3,1918
Falls,0,,4,1922
Falls,0,,2,0
Falls,0,,1,1923
Falls,0,,1,1925
Falls,0,,2,1926
Falls,0,,2,1909
Falls,0,,3,1907
Falls,0,,2,1916
Falls,0,,6,1879
Falls,0,,2,1862
Falls,0,,3,1867
Falls,0,,2,1906
Falls,0,,2,1908
Falls,0,,2,1913
Falls,0,,1,1851
Falls,0,,1,1856
Falls,0,,1,1919
Falls,0,,3,1924
Falls,0,,6,1892
Falls,0,,6,1876
Falls,0,,1,1853
Falls,0,,1,1875
Fannin,0,-,410,-
Fannin,0,,3,1848
Fannin,0,,9,1883
Fannin,0,,13,1894
Fannin,0,,7,1896
Fannin,0,,14,1897
Fannin,0,,10,1898
Fannin,0,,7,1903
Fannin,0,,3,1906
Fannin,0,,9,1882
Fannin,0,,11,1886
Fannin,0,,15,1901
Fannin,0,,8,1892
Fannin,0,,6,1878
Fannin,0,,8,1895
Fannin,0,,15,1899
Fannin,0,,10,1900
Fannin,0,,3,0
Fannin,0,,8,1902
Fannin,0,,6,1904
Fannin,0,,14,1887
Fannin,0,,8,1891
Fannin,0,,2,1911
Fannin,0,,10,1914
Fannin,0,,4,1928
Fannin,0,,3,1931
Fannin,0,,5,1871
Fannin,0,,3,1858
Fannin,0,,4,1859
Fannin,0,,4,1862
Fannin,0,,1,1846
Fannin,0,,3,1847
Fannin,0,,2,1855
Fannin,0,,2,1857
Fannin,0,,9,1861
Fannin,0,,3,1864
Fannin,0,,4,1866
Fannin,0,,3,1867
Fannin,0,,3,1870
Fannin,0,,7,1873
Fannin,0,,2,1875
Fannin,0,,5,1881
Fannin,0,,15,1885
Fannin,0,,12,1890
Fannin,0,,3,1907
Fannin,0,,3,1912
Fannin,0,,2,1916
Fannin,0,,2,1921
Fannin,0,,9,1888
Fannin,0,,10,1879
Fannin,0,,11,1880
Fannin,0,,11,1889
Fannin,0,,6,1893
Fannin,0,,3,1876
Fannin,0,,8,1920
Fannin,0,,4,1925
Fannin,0,,6,1884
Fannin,0,,4,1905
Fannin,0,,6,1919
Fannin,0,,2,1877
Fannin,0,,1,1850
Fannin,0,,2,1865
Fannin,0,,1,1869
Fannin,0,,3,1915
Fannin,0,,3,1923
Fannin,0,,2,1874
Fannin,0,,1,1913
Fannin,0,,4,1922
Fannin,0,,1,1924
Fannin,0,,1,1853
Fannin,0,,1,1854
Fannin,0,,3,1860
Fannin,0,,1,1929
Fannin,0,,1,1910
Fannin,0,,1,1868
Fannin,0,,1,1926
Fayette,0,-,356,-
Fayette,0,,6,1879
Fayette,0,,6,1880
Fayette,0,,6,1881
Fayette,0,,7,1887
Fayette,0,,12,1890
Fayette,0,,4,1905
Fayette,0,,4,1884
Fayette,0,,8,1874
Fayette,0,,6,1848
Fayette,0,,4,1868
Fayette,0,,12,1889
Fayette,0,,9,1893
Fayette,0,,4,1906
Fayette,0,,2,1869
Fayette,0,,11,1898
Fayette,0,,6,1886
Fayette,0,,5,1892
Fayette,0,,8,1914
Fayette,0,,5,1862
Fayette,0,,1,1863
Fayette,0,,8,1866
Fayette,0,,10,1867
Fayette,0,,4,1882
Fayette,0,,2,1895
Fayette,0,,5,1896
Fayette,0,,2,1858
Fayette,0,,4,1859
Fayette,0,,13,1861
Fayette,0,,3,1864
Fayette,0,,4,1870
Fayette,0,,3,1875
Fayette,0,,6,1877
Fayette,0,,4,1901
Fayette,0,,3,1911
Fayette,0,,1,1917
Fayette,0,,3,1920
Fayette,0,,3,1923
Fayette,0,,8,1891
Fayette,0,,10,1894
Fayette,0,,4,1904
Fayette,0,,5,1852
Fayette,0,,4,1885
Fayette,0,,7,1897
Fayette,0,,3,1907
Fayette,0,,4,1888
Fayette,0,,3,0
Fayette,0,,5,1903
Fayette,0,,2,1912
Fayette,0,,1,1925
Fayette,0,,3,1850
Fayette,0,,2,1853
Fayette,0,,2,1854
Fayette,0,,10,1873
Fayette,0,,8,1883
Fayette,0,,4,1910
Fayette,0,,3,1915
Fayette,0,,2,1878
Fayette,0,,6,1899
Fayette,0,,3,1908
Fayette,0,,2,1913
Fayette,0,,3,1922
Fayette,0,,5,1900
Fayette,0,,3,1872
Fayette,0,,6,1860
Fayette,0,,3,1902
Fayette,0,,6,1846
Fayette,0,,2,1924
Fayette,0,,4,1865
Fayette,0,,2,1909
Fayette,0,,1,1849
Fayette,0,,4,1871
Fayette,0,,1,1876
Fayette,0,,3,1856
Fayette,0,,1,1918
Fayette,0,,1,1851
Fayette,0,,2,1857
Fayette,0,,1,1927
Fayette,0,,1,1847
Fayette,0,,1,1928
Fayette,0,,1,1921
Fisher,0,-,103,-
Fisher,0,,3,1908
Fisher,0,,2,1892
Fisher,0,,1,1891
Fisher,0,,2,1894
Fisher,0,,3,1896
Fisher,0,,4,1897
Fisher,0,,4,1901
Fisher,0,,3,1903
Fisher,0,,4,1899
Fisher,0,,5,1913
Fisher,0,,2,1915
Fisher,0,,2,1900
Fisher,0,,6,1906
Fisher,0,,3,1888
Fisher,0,,4,1889
Fisher,0,,6,1890
Fisher,0,,2,1893
Fisher,0,,2,1909
Fisher,0,,1,1918
Fisher,0,,3,1920
Fisher,0,,1,1885
Fisher,0,,1,1895
Fisher,0,,4,1905
Fisher,0,,5,1907
Fisher,0,,3,1886
Fisher,0,,2,1887
Fisher,0,,2,1902
Fisher,0,,1,1912
Fisher,0,,3,1914
Fisher,0,,1,1919
Fisher,0,,1,1928
Fisher,0,,2,1929
Fisher,0,,1,1930
Fisher,0,,4,1922
Fisher,0,,1,1881
Fisher,0,,1,1911
Fisher,0,,1,1916
Fisher,0,,3,1921
Fisher,0,,1,1924
Fisher,0,,2,1927
Fisher,0,,1,1904
Floyd,0,-,75,-
Floyd,0,,3,1922
Floyd,0,,2,1917
Floyd,0,,2,1905
Floyd,0,,1,1907
Floyd,0,,7,1892
Floyd,0,,6,1894
Floyd,0,,5,1891
Floyd,0,,3,1896
Floyd,0,,3,1898
Floyd,0,,2,1899
Floyd,0,,1,1906
Floyd,0,,3,1888
Floyd,0,,4,1895
Floyd,0,,3,1928
Floyd,0,,1,1931
Floyd,0,,1,1915
Floyd,0,,2,1916
Floyd,0,,3,1902
Floyd,0,,1,1908
Floyd,0,,2,1913
Floyd,0,,3,1914
Floyd,0,,2,1890
Floyd,0,,4,1893
Floyd,0,,3,1901
Floyd,0,,1,1910
Floyd,0,,1,1921
Floyd,0,,1,1929
Floyd,0,,2,1897
Floyd,0,,1,1882
Floyd,0,,2,1900
Foard,0,-,55,-
Foard,0,,3,1897
Foard,0,,1,1899
Foard,0,,2,1904
Foard,0,,1,1907
Foard,0,,1,1912
Foard,0,,3,1913
Foard,0,,2,1917
Foard,0,,3,1918
Foard,0,,3,1919
Foard,0,,3,1920
Foard,0,,1,1928
Foard,0,,1,1892
Foard,0,,2,1893
Foard,0,,1,1894
Foard,0,,1,1898
Foard,0,,2,1901
Foard,0,,1,1905
Foard,0,,1,1896
Foard,0,,1,1909
Foard,0,,2,1911
Foard,0,,2,1927
Foard,0,,2,1895
Foard,0,,3,1902
Foard,0,,3,1906
Foard,0,,3,1891
Foard,0,,1,1908
Foard,0,,2,1910
Foard,0,,1,1914
Foard,0,,1,1922
Foard,0,,1,1900
Foard,0,,1,1903
Foley,0,-,1,-
Foley,0,,1,1896
Fortbend,0,-,301,-
Fortbend,0,,2,1872
Fortbend,0,,2,1873
Fortbend,0,,6,1874
Fortbend,0,,1,1878
Fortbend,0,,4,1880
Fortbend,0,,8,1897
Fortbend,0,,6,1911
Fortbend,0,,8,1913
Fortbend,0,,4,1917
Fortbend,0,,3,1920
Fortbend,0,,8,1898
Fortbend,0,,8,1899
Fortbend,0,,8,1902
Fortbend,0,,8,1906
Fortbend,0,,7,1914
Fortbend,0,,5,1846
Fortbend,0,,1,1848
Fortbend,0,,2,1850
Fortbend,0,,3,1861
Fortbend,0,,1,1864
Fortbend,0,,4,1866
Fortbend,0,,10,1894
Fortbend,0,,3,1931
Fortbend,0,,6,1893
Fortbend,0,,4,0
Fortbend,0,,3,1879
Fortbend,0,,4,1895
Fortbend,0,,7,1907
Fortbend,0,,1,1916
Fortbend,0,,6,1919
Fortbend,0,,1,1925
Fortbend,0,,3,1926
Fortbend,0,,6,1928
Fortbend,0,,3,1930
Fortbend,0,,12,1901
Fortbend,0,,8,1904
Fortbend,0,,6,1905
Fortbend,0,,6,1910
Fortbend,0,,4,1883
Fortbend,0,,4,1891
Fortbend,0,,5,1892
Fortbend,0,,2,1921
Fortbend,0,,4,1912
Fortbend,0,,4,1882
Fortbend,0,,8,1888
Fortbend,0,,6,1915
Fortbend,0,,3,1927
Fortbend,0,,2,1923
Fortbend,0,,6,1890
Fortbend,0,,5,1929
Fortbend,0,,4,1900
Fortbend,0,,4,1889
Fortbend,0,,4,1903
Fortbend,0,,4,1881
Fortbend,0,,5,1924
Fortbend,0,,1,1857
Fortbend,0,,3,1909
Fortbend,0,,2,1908
Fortbend,0,,2,1884
Fortbend,0,,3,1885
Fortbend,0,,2,1922
Fortbend,0,,1,1896
Fortbend,0,,2,1870
Fortbend,0,,1,1871
Fortbend,0,,1,1877
Fortbend,0,,1,1851
Fortbend,0,,1,1852
Fortbend,0,,1,1854
Fortbend,0,,1,1855
Fortbend,0,,1,1856
Fortbend,0,,3,1867
Fortbend,0,,2,1868
Fortbend,0,,3,1886
Fortbend,0,,2,1869
Fortbend,0,,1,1876
Fortbend,0,,2,1858
Fortbend,0,,1,1859
Fortbend,0,,1,1862
Fortbend,0,,1,1875
Franklin,0,-,82,-
Franklin,0,,5,1895
Franklin,0,,5,1901
Franklin,0,,8,1902
Franklin,0,,2,1903
Franklin,0,,2,1882
Franklin,0,,3,1891
Franklin,0,,1,1877
Franklin,0,,2,1878
Franklin,0,,3,1879
Franklin,0,,1,1885
Franklin,0,,2,1889
Franklin,0,,3,1892
Franklin,0,,2,1900
Franklin,0,,1,1911
Franklin,0,,4,1927
Franklin,0,,4,1883
Franklin,0,,3,1894
Franklin,0,,1,1904
Franklin,0,,2,1893
Franklin,0,,5,1897
Franklin,0,,2,1898
Franklin,0,,3,1899
Franklin,0,,4,1905
Franklin,0,,1,1875
Franklin,0,,1,1908
Franklin,0,,1,1916
Franklin,0,,1,1920
Franklin,0,,1,1924
Franklin,0,,3,1896
Franklin,0,,2,1906
Franklin,0,,1,1913
Franklin,0,,1,1914
Franklin,0,,1,1915
Franklin,0,,1,1926
Freestone,0,-,218,-
Freestone,0,,4,1853
Freestone,0,,4,1884
Freestone,0,,3,1882
Freestone,0,,6,1899
Freestone,0,,7,1901
Freestone,0,,8,1902
Freestone,0,,2,1896
Freestone,0,,6,1898
Freestone,0,,7,1903
Freestone,0,,5,1871
Freestone,0,,11,1900
Freestone,0,,8,1906
Freestone,0,,6,1880
Freestone,0,,5,1883
Freestone,0,,4,1897
Freestone,0,,8,1905
Freestone,0,,2,1892
Freestone,0,,1,1856
Freestone,0,,6,1861
Freestone,0,,1,1868
Freestone,0,,3,1869
Freestone,0,,6,1872
Freestone,0,,1,1875
Freestone,0,,2,1876
Freestone,0,,4,1893
Freestone,0,,8,1907
Freestone,0,,3,1909
Freestone,0,,4,1915
Freestone,0,,2,1851
Freestone,0,,2,1858
Freestone,0,,1,1866
Freestone,0,,1,1867
Freestone,0,,2,1870
Freestone,0,,1,1878
Freestone,0,,1,1890
Freestone,0,,3,0
Freestone,0,,4,1894
Freestone,0,,1,1885
Freestone,0,,2,1886
Freestone,0,,4,1888
Freestone,0,,1,1917
Freestone,0,,5,1908
Freestone,0,,3,1854
Freestone,0,,3,1860
Freestone,0,,1,1864
Freestone,0,,2,1874
Freestone,0,,1,1877
Freestone,0,,2,1879
Freestone,0,,4,1891
Freestone,0,,3,1913
Freestone,0,,2,1923
Freestone,0,,2,1862
Freestone,0,,2,1911
Freestone,0,,1,1929
Freestone,0,,1,1904
Freestone,0,,3,1852
Freestone,0,,1,1863
Freestone,0,,2,1855
Freestone,0,,1,1919
Freestone,0,,1,1922
Freestone,0,,1,1873
Freestone,0,,2,1889
Freestone,0,,1,1895
Freestone,0,,2,1912
Freestone,0,,1,1914
Freestone,0,,2,1920
Freestone,0,,2,1921
Freestone,0,,1,1850
Freestone,0,,1,1857
Freestone,0,,3,1859
Freestone,0,,1,1916
Freestone,0,,1,1918
Frio,0,-,100,-
Frio,0,,3,1899
Frio,0,,5,1883
Frio,0,,3,1901
Frio,0,,2,1906
Frio,0,,1,1907
Frio,0,,2,1908
Frio,0,,4,1913
Frio,0,,3,1891
Frio,0,,2,1884
Frio,0,,2,1887
Frio,0,,6,1888
Frio,0,,6,1892
Frio,0,,4,1893
Frio,0,,2,1885
Frio,0,,3,1886
Frio,0,,4,1889
Frio,0,,3,1890
Frio,0,,2,1910
Frio,0,,2,1920
Frio,0,,3,1922
Frio,0,,2,1912
Frio,0,,1,0
Frio,0,,1,1875
Frio,0,,1,1877
Frio,0,,3,1916
Frio,0,,2,1918
Frio,0,,3,1879
Frio,0,,2,1881
Frio,0,,2,1882
Frio,0,,2,1909
Frio,0,,2,1911
Frio,0,,1,1914
Frio,0,,1,1915
Frio,0,,3,1924
Frio,0,,2,1927
Frio,0,,2,1880
Frio,0,,1,1895
Frio,0,,1,1905
Frio,0,,1,1919
Frio,0,,1,1897
Frio,0,,1,1900
Frio,0,,1,1894
Frio,0,,1,1896
Frio,0,,1,1930
Gaines,0,-,36,-
Gaines,0,,4,1905
Gaines,0,,3,1908
Gaines,0,,3,1909
Gaines,0,,2,1914
Gaines,0,,3,1916
Gaines,0,,3,1918
Gaines,0,,2,1890
Gaines,0,,1,1910
Gaines,0,,2,1904
Gaines,0,,1,1903
Gaines,0,,1,1913
Gaines,0,,1,1917
Gaines,0,,2,1907
Gaines,0,,2,1906
Gaines,0,,2,1919
Gaines,0,,1,1921
Gaines,0,,1,1925
Gaines,0,,1,1929
Gaines,0,,1,1922
Galveston,0,-,171,-
Galveston,0,,6,1897
Galveston,0,,6,1898
Galveston,0,,5,1902
Galveston,0,,5,1907
Galveston,0,,2,1908
Galveston,0,,1,1909
Galveston,0,,3,1920
Galveston,0,,3,1894
Galveston,0,,8,1901
Galveston,0,,4,1903
Galveston,0,,7,1914
Galveston,0,,5,1891
Galveston,0,,5,1892
Galveston,0,,5,1893
Galveston,0,,1,1913
Galveston,0,,4,1923
Galveston,0,,2,1924
