ChangeNum,Name,EstNum,Year
1,Denton,0,1851
1,Denton,0,1853
1,Denton,1,1857
7,Denton,3,1902
8,Denton,0,1908
4,Denton,0,1914
2,Denton,0,1918
1,Denton,0,1919
3,Denton,2,1884
6,Denton,2,1885
4,Denton,4,1887
7,Denton,2,1889
7,Denton,2,1893
4,Denton,1,1897
6,Denton,0,1917
3,Denton,0,1921
4,Denton,2,1886
8,Denton,2,1890
5,Denton,0,1892
9,Denton,1,1895
8,Denton,0,1901
4,Denton,1,1880
4,Denton,1,1888
1,Denton,0,1896
4,Denton,0,1904
3,Denton,1,1913
4,Denton,0,1922
5,Denton,2,1860
3,Denton,3,1883
0,Denton,3,1855
9,Denton,0,1861
2,Denton,1,1900
6,Denton,1,1894
3,Denton,0,1924
1,Denton,0,1925
4,Denton,0,1862
1,Denton,0,1863
3,Denton,0,1864
3,Denton,0,1866
1,Denton,0,1869
3,Denton,2,1870
4,Denton,1,1874
2,Denton,1,1875
4,Denton,0,1898
4,Denton,0,1906
2,Denton,0,1915
4,Denton,0,1923
3,Denton,0,1928
1,Denton,3,1878
6,Denton,1,1899
3,Denton,0,1905
6,Denton,0,1903
1,Denton,0,1871
4,Denton,1,1873
3,Denton,1,1891
2,Denton,0,1911
3,Denton,0,0
5,Denton,0,1907
2,Denton,0,1912
1,Denton,0,1927
3,Denton,0,1929
1,Denton,0,1920
1,Denton,0,1930
3,Denton,1,1859
2,Denton,0,1916
0,Denton,1,1852
1,Denton,0,1854
1,Denton,0,1926
0,Denton,2,1847
1,Denton,0,1909
1,Denton,0,1910
0,Denton,2,1858
0,Denton,1,1872
1,DeWitt,1,1872
164,DeWitt,43,-
2,DeWitt,0,1902
1,DeWitt,0,1908
2,DeWitt,0,1915
1,DeWitt,0,1918
2,DeWitt,0,1919
0,DeWitt,2,1877
1,DeWitt,1,1900
2,DeWitt,2,1873
3,DeWitt,0,1876
4,DeWitt,2,1899
5,DeWitt,1,1901
2,DeWitt,0,1904
3,DeWitt,1,1906
2,DeWitt,1,1882
4,DeWitt,0,1883
3,DeWitt,0,1885
0,DeWitt,2,1849
1,DeWitt,1,1852
1,DeWitt,2,1853
6,DeWitt,0,1861
5,DeWitt,1,1866
3,DeWitt,0,1867
2,DeWitt,0,1868
2,DeWitt,2,1869
1,DeWitt,1,1870
2,DeWitt,0,1879
1,DeWitt,5,1851
5,DeWitt,0,1856
2,DeWitt,0,1859
2,DeWitt,0,1874
3,DeWitt,0,1880
3,DeWitt,0,1886
4,DeWitt,3,1887
6,DeWitt,1,1888
3,DeWitt,1,1890
5,DeWitt,0,1892
5,DeWitt,2,1895
5,DeWitt,0,1897
3,DeWitt,2,1898
3,DeWitt,1,1860
4,DeWitt,0,1884
2,DeWitt,0,1893
3,DeWitt,0,1909
2,DeWitt,0,1913
5,DeWitt,0,1922
2,DeWitt,1,1912
1,DeWitt,1,1871
2,DeWitt,1,1903
2,DeWitt,0,1894
5,DeWitt,0,1914
0,DeWitt,2,1920
2,DeWitt,1,1896
2,DeWitt,0,0
1,DeWitt,0,1907
1,DeWitt,0,1911
1,DeWitt,0,1924
1,DeWitt,0,1925
1,DeWitt,0,1930
1,DeWitt,0,1905
1,DeWitt,1,1857
0,DeWitt,1,1854
2,DeWitt,0,1858
2,DeWitt,0,1865
2,DeWitt,0,1891
1,DeWitt,0,1875
2,DeWitt,0,1881
1,DeWitt,0,1927
1,DeWitt,0,1928
3,DeWitt,0,1910
1,Dickens,2,1900
43,Dickens,18,-
1,Dickens,0,1902
2,Dickens,0,1907
3,Dickens,1,1910
2,Dickens,1,1913
1,Dickens,0,1917
4,Dickens,0,1929
0,Dickens,2,1891
0,Dickens,2,1894
0,Dickens,2,1908
0,Dickens,2,1883
0,Dickens,1,1892
1,Dickens,0,1896
1,Dickens,0,1899
1,Dickens,0,1906
1,Dickens,0,1914
2,Dickens,0,1918
1,Dickens,0,1920
2,Dickens,0,1922
1,Dickens,0,1923
1,Dickens,0,0
1,Dickens,1,1925
2,Dickens,0,1931
0,Dickens,1,1885
1,Dickens,0,1890
1,Dickens,0,1912
2,Dickens,1,1915
1,Dickens,0,1895
4,Dickens,0,1926
1,Dickens,0,1927
1,Dickens,0,1928
1,Dickens,0,1930
1,Dickens,0,1897
0,Dickens,2,1909
1,Dickens,0,1901
1,Dickens,0,1903
0,Dimmit,1,1909
46,Dimmit,15,-
3,Dimmit,0,1918
3,Dimmit,0,1920
2,Dimmit,0,1924
1,Dimmit,0,1930
1,Dimmit,1,1904
3,Dimmit,1,1905
1,Dimmit,0,1907
1,Dimmit,2,1910
2,Dimmit,2,1911
3,Dimmit,1,1913
2,Dimmit,0,1915
2,Dimmit,0,1922
6,Dimmit,0,1929
2,Dimmit,1,1914
1,Dimmit,0,0
0,Dimmit,2,1879
1,Dimmit,0,1885
1,Dimmit,0,1897
1,Dimmit,0,1892
1,Dimmit,0,1906
1,Dimmit,0,1908
1,Dimmit,0,1919
0,Dimmit,1,1926
2,Dimmit,0,1927
1,Dimmit,0,1928
0,Dimmit,1,1890
1,Dimmit,0,1917
2,Dimmit,0,1925
0,Dimmit,1,1887
0,Dimmit,1,1912
1,Dimmit,0,1931
1,Donley,1,1916
55,Donley,16,-
1,Donley,0,1917
1,Donley,0,1918
2,Donley,0,1919
1,Donley,0,1920
2,Donley,0,1926
1,Donley,0,1927
2,Donley,0,1928
2,Donley,2,1891
0,Donley,2,1902
1,Donley,2,1906
3,Donley,1,1908
0,Donley,1,1878
1,Donley,1,1879
2,Donley,0,1885
1,Donley,0,1889
3,Donley,0,1894
2,Donley,0,1897
1,Donley,0,1915
1,Donley,0,1923
0,Donley,1,1888
3,Donley,1,1896
1,Donley,0,1898
1,Donley,0,1899
1,Donley,0,1929
1,Donley,0,0
2,Donley,0,1930
2,Donley,0,1910
3,Donley,1,1907
1,Donley,0,1913
3,Donley,0,1922
3,Donley,0,1904
1,Donley,0,1909
1,Donley,0,1911
1,Donley,0,1921
1,Donley,1,1893
1,Donley,0,1895
0,Donley,1,1903
1,Donley,0,1905
0,Donley,1,1892
1,Duval,1,1881
83,Duval,27,-
1,Duval,1,1883
1,Duval,0,1890
1,Duval,0,0
3,Duval,0,1898
1,Duval,1,1906
4,Duval,1,1908
4,Duval,1,1910
4,Duval,2,1913
3,Duval,0,1919
1,Duval,2,1917
1,Duval,0,1926
0,Duval,3,1879
0,Duval,1,1873
1,Duval,0,1874
3,Duval,1,1884
5,Duval,1,1886
1,Duval,0,1900
3,Duval,1,1911
3,Duval,1,1912
3,Duval,1,1914
2,Duval,0,1930
5,Duval,0,1921
3,Duval,0,1916
1,Duval,0,1923
1,Duval,1,1927
2,Duval,0,1929
1,Duval,1,1895
2,Duval,0,1904
1,Duval,1,1909
0,Duval,2,1925
0,Duval,1,1928
1,Duval,0,1885
4,Duval,0,1887
1,Duval,0,1888
1,Duval,0,1891
1,Duval,1,1892
1,Duval,0,1896
2,Duval,0,1897
1,Duval,0,1903
2,Duval,1,1907
1,Duval,1,1899
1,Duval,0,1915
2,Duval,0,1918
1,Duval,0,1893
1,Duval,0,1905
1,Duval,0,1931
1,Eastland,3,1876
229,Eastland,48,-
2,Eastland,1,1877
7,Eastland,2,1878
5,Eastland,0,1879
6,Eastland,1,1881
5,Eastland,2,1919
9,Eastland,3,1920
2,Eastland,1,1882
5,Eastland,0,1887
5,Eastland,3,1890
10,Eastland,0,1904
5,Eastland,0,1913
12,Eastland,0,1922
8,Eastland,2,1902
6,Eastland,0,1886
5,Eastland,1,1889
7,Eastland,0,1894
3,Eastland,1,1898
5,Eastland,0,1914
3,Eastland,0,1923
2,Eastland,0,1930
4,Eastland,3,1899
9,Eastland,2,1901
1,Eastland,1,1884
1,Eastland,2,1885
7,Eastland,1,1893
5,Eastland,1,1897
1,Eastland,4,1903
3,Eastland,0,1912
4,Eastland,0,1915
3,Eastland,0,1917
2,Eastland,0,1883
2,Eastland,0,1906
2,Eastland,0,1911
6,Eastland,2,1891
8,Eastland,1,1905
2,Eastland,2,1888
6,Eastland,0,1907
1,Eastland,2,1874
4,Eastland,0,1908
3,Eastland,0,1925
4,Eastland,0,1926
2,Eastland,0,1875
4,Eastland,0,1909
2,Eastland,0,1910
5,Eastland,0,1921
2,Eastland,0,1928
2,Eastland,0,1927
2,Eastland,0,1929
1,Eastland,0,1931
4,Eastland,0,1895
4,Eastland,1,1896
2,Eastland,3,1900
1,Eastland,2,1880
2,Eastland,1,1892
2,Eastland,0,1918
2,Eastland,0,1924
1,Eastland,0,1916
1,Ector,1,1906
17,Ector,5,-
2,Ector,0,1908
2,Ector,1,1909
2,Ector,0,1910
1,Ector,0,1912
0,Ector,1,1916
1,Ector,0,1917
0,Ector,1,1928
2,Ector,1,1930
2,Ector,0,1887
1,Ector,0,1895
1,Ector,0,1914
2,Ector,0,1911
2,Edwards,1,1896
57,Edwards,23,-
0,Edwards,1,1882
3,Edwards,1,1883
1,Edwards,2,1885
2,Edwards,0,1887
2,Edwards,1,1889
5,Edwards,0,1893
3,Edwards,2,1894
4,Edwards,0,1899
1,Edwards,0,1900
3,Edwards,1,1902
1,Edwards,0,1906
1,Edwards,0,1908
1,Edwards,0,1909
1,Edwards,0,1911
1,Edwards,0,1913
2,Edwards,0,1925
2,Edwards,0,1926
0,Edwards,2,1901
2,Edwards,0,1884
0,Edwards,1,1907
1,Edwards,0,1928
1,Edwards,0,1930
0,Edwards,2,1904
1,Edwards,1,1905
1,Edwards,0,1890
3,Edwards,0,1892
2,Edwards,0,1895
2,Edwards,1,1910
0,Edwards,2,1886
0,Edwards,1,1914
1,Edwards,0,1917
1,Edwards,0,1919
1,Edwards,0,1920
1,Edwards,0,1921
3,Edwards,0,1912
0,Edwards,2,1891
2,Edwards,2,1898
4,Ellis,3,1881
341,Ellis,79,-
4,Ellis,2,1882
9,Ellis,1,1883
5,Ellis,0,1885
5,Ellis,3,1891
16,Ellis,2,1898
13,Ellis,2,1899
9,Ellis,1,1900
14,Ellis,2,1901
8,Ellis,0,1902
4,Ellis,0,1905
8,Ellis,0,1914
8,Ellis,0,1916
4,Ellis,0,1917
4,Ellis,0,1924
2,Ellis,0,1926
5,Ellis,3,1895
8,Ellis,1,1903
2,Ellis,0,1906
7,Ellis,0,1907
2,Ellis,0,1908
2,Ellis,0,1919
6,Ellis,1,1879
14,Ellis,1,1897
4,Ellis,5,1877
4,Ellis,0,1884
7,Ellis,3,1886
4,Ellis,2,1889
10,Ellis,2,1890
8,Ellis,4,1896
7,Ellis,1,1904
10,Ellis,1,1887
6,Ellis,3,1888
5,Ellis,1,1893
4,Ellis,9,1894
4,Ellis,0,1918
5,Ellis,0,1922
1,Ellis,0,1928
1,Ellis,0,1931
4,Ellis,3,1878
2,Ellis,1,1880
4,Ellis,1,1892
3,Ellis,1,1915
2,Ellis,3,1872
5,Ellis,0,1873
5,Ellis,3,1874
2,Ellis,0,1912
5,Ellis,1,1923
4,Ellis,0,1930
2,Ellis,2,1854
3,Ellis,0,1862
4,Ellis,0,1866
3,Ellis,2,1867
4,Ellis,0,0
4,Ellis,1,1861
3,Ellis,0,1865
1,Ellis,1,1855
2,Ellis,1,1857
3,Ellis,1,1871
4,Ellis,0,1921
3,Ellis,1,1870
4,Ellis,1,1859
2,Ellis,0,1869
1,Ellis,0,1910
7,Ellis,0,1913
3,Ellis,0,1920
0,Ellis,1,1876
1,Ellis,0,1864
1,Ellis,0,1875
3,Ellis,0,1852
0,Ellis,1,1856
1,Ellis,0,1860
1,Ellis,0,1909
2,Ellis,0,1927
0,Ellis,1,1850
7,El Paso,3,1909
180,El Paso,55,-
1,El Paso,0,1917
1,El Paso,2,1884
4,El Paso,4,1886
4,El Paso,1,1888
2,El Paso,2,1889
2,El Paso,0,1891
5,El Paso,3,1892
6,El Paso,0,1902
8,El Paso,4,1907
4,El Paso,1,1910
5,El Paso,0,1913
2,El Paso,4,1908
6,El Paso,1,1911
3,El Paso,2,1890
5,El Paso,1,1912
0,El Paso,2,1858
2,El Paso,1,1885
4,El Paso,0,1914
4,El Paso,0,1915
2,El Paso,0,1920
3,El Paso,0,1923
4,El Paso,0,1925
3,El Paso,0,1926
2,El Paso,0,1897
4,El Paso,0,1904
2,El Paso,1,1906
1,El Paso,0,1924
1,El Paso,2,1901
1,El Paso,1,1881
0,El Paso,2,1852
1,El Paso,1,1855
1,El Paso,1,1857
3,El Paso,0,1860
4,El Paso,0,1861
1,El Paso,0,1863
2,El Paso,0,1866
1,El Paso,1,1868
3,El Paso,1,1869
1,El Paso,0,1870
1,El Paso,0,1877
5,El Paso,1,1879
4,El Paso,0,1880
7,El Paso,1,1894
5,El Paso,0,1898
2,El Paso,1,1922
2,El Paso,0,1916
3,El Paso,2,1903
0,El Paso,1,1859
3,El Paso,1,1896
2,El Paso,0,1872
1,El Paso,1,1873
1,El Paso,2,1867
1,El Paso,1,1893
5,El Paso,0,1905
1,El Paso,0,1853
5,El Paso,0,1876
2,El Paso,0,1887
2,El Paso,1,1882
4,El Paso,0,1900
2,El Paso,0,1895
1,El Paso,0,1899
1,El Paso,1,1919
2,El Paso,0,1921
0,El Paso,1,1874
2,El Paso,0,1878
1,El Paso,0,1883
0,Encinal,1,1890
6,Encinal,10,-
1,Encinal,1,1895
2,Encinal,1,1898
0,Encinal,2,1894
0,Encinal,1,1880
1,Encinal,1,1896
0,Encinal,1,1883
1,Encinal,0,1888
0,Encinal,1,1882
1,Encinal,1,1881
8,Erath,5,1890
207,Erath,65,-
5,Erath,1,1891
13,Erath,3,1893
5,Erath,1,1881
3,Erath,1,1889
4,Erath,1,1900
5,Erath,1,1902
2,Erath,0,1909
2,Erath,0,1928
7,Erath,1,1895
3,Erath,1,1899
8,Erath,6,1903
10,Erath,2,1905
6,Erath,0,1906
0,Erath,3,1876
2,Erath,0,1878
7,Erath,3,1884
5,Erath,2,1886
3,Erath,5,1888
9,Erath,1,1901
1,Erath,1,1887
4,Erath,1,1904
2,Erath,2,1877
5,Erath,2,1897
2,Erath,0,1920
3,Erath,0,1927
6,Erath,1,1896
6,Erath,2,1894
4,Erath,0,1910
3,Erath,0,1914
8,Erath,4,1892
7,Erath,0,1907
3,Erath,0,1908
2,Erath,1,1912
3,Erath,0,1918
1,Erath,3,1875
2,Erath,0,1882
1,Erath,0,1898
1,Erath,0,1916
1,Erath,0,1921
1,Erath,1,1860
3,Erath,0,1861
2,Erath,0,1866
0,Erath,1,1867
2,Erath,0,1868
0,Erath,1,1870
1,Erath,0,1925
2,Erath,2,1858
5,Erath,0,1913
1,Erath,0,1919
3,Erath,0,1922
1,Erath,1,1885
1,Erath,0,1923
1,Erath,0,1917
2,Erath,0,1880
1,Erath,1,1862
0,Erath,1,1872
0,Erath,1,1879
3,Erath,1,1859
0,Erath,1,1857
1,Erath,0,1871
2,Erath,0,1873
2,Erath,0,1874
1,Erath,0,1911
5,Falls,2,1890
214,Falls,72,-
1,Falls,0,1857
2,Falls,0,1858
4,Falls,0,1861
2,Falls,0,1865
7,Falls,1,1866
6,Falls,2,1881
5,Falls,2,1884
7,Falls,0,1888
2,Falls,4,1891
3,Falls,1,1896
8,Falls,0,1898
6,Falls,1,1902
9,Falls,0,1903
6,Falls,0,1904
0,Falls,1,1863
2,Falls,2,1868
1,Falls,2,1869
6,Falls,1,1889
6,Falls,1,1886
5,Falls,0,1897
4,Falls,2,1899
1,Falls,2,1854
1,Falls,2,1880
2,Falls,3,1883
0,Falls,1,1855
3,Falls,0,1859
1,Falls,0,1864
2,Falls,1,1871
0,Falls,1,1872
4,Falls,4,1895
1,Falls,5,1882
3,Falls,1,1885
5,Falls,0,1914
4,Falls,0,1921
6,Falls,3,1900
0,Falls,1,1852
5,Falls,1,1901
2,Falls,2,1894
4,Falls,3,1887
5,Falls,0,1905
1,Falls,1,1912
3,Falls,1,1917
4,Falls,0,1920
2,Falls,0,1928
0,Falls,1,1860
3,Falls,0,1870
4,Falls,2,1873
1,Falls,1,1874
1,Falls,3,1878
1,Falls,1,1911
1,Falls,0,1915
3,Falls,0,1918
4,Falls,0,1922
2,Falls,0,0
1,Falls,0,1923
1,Falls,0,1925
2,Falls,0,1926
2,Falls,0,1909
3,Falls,0,1907
2,Falls,0,1916
2,Falls,4,1879
2,Falls,0,1862
2,Falls,1,1867
2,Falls,0,1906
2,Falls,0,1908
2,Falls,0,1913
0,Falls,1,1851
1,Falls,0,1856
1,Falls,0,1919
3,Falls,0,1924
4,Falls,2,1892
5,Falls,1,1876
0,Falls,1,1853
1,Falls,0,1875
1,Fannin,2,1848
320,Fannin,90,-
5,Fannin,4,1883
8,Fannin,5,1894
6,Fannin,1,1896
12,Fannin,2,1897
7,Fannin,3,1898
6,Fannin,1,1903
3,Fannin,0,1906
7,Fannin,2,1882
7,Fannin,4,1886
9,Fannin,6,1901
6,Fannin,2,1892
3,Fannin,3,1878
4,Fannin,4,1895
12,Fannin,3,1899
5,Fannin,5,1900
3,Fannin,0,0
6,Fannin,2,1902
6,Fannin,0,1904
10,Fannin,4,1887
6,Fannin,2,1891
2,Fannin,0,1911
10,Fannin,0,1914
4,Fannin,0,1928
3,Fannin,0,1931
2,Fannin,3,1871
0,Fannin,3,1858
3,Fannin,1,1859
4,Fannin,0,1862
0,Fannin,1,1846
2,Fannin,1,1847
2,Fannin,0,1855
2,Fannin,0,1857
9,Fannin,0,1861
3,Fannin,0,1864
4,Fannin,0,1866
3,Fannin,0,1867
2,Fannin,1,1870
6,Fannin,1,1873
2,Fannin,0,1875
3,Fannin,2,1881
12,Fannin,3,1885
11,Fannin,1,1890
3,Fannin,0,1907
2,Fannin,1,1912
2,Fannin,0,1916
2,Fannin,0,1921
8,Fannin,1,1888
5,Fannin,5,1879
7,Fannin,4,1880
10,Fannin,1,1889
6,Fannin,0,1893
2,Fannin,1,1876
8,Fannin,0,1920
4,Fannin,0,1925
4,Fannin,2,1884
4,Fannin,0,1905
6,Fannin,0,1919
1,Fannin,1,1877
1,Fannin,0,1850
2,Fannin,0,1865
1,Fannin,0,1869
3,Fannin,0,1915
3,Fannin,0,1923
2,Fannin,0,1874
1,Fannin,0,1913
4,Fannin,0,1922
1,Fannin,0,1924
0,Fannin,1,1853
1,Fannin,0,1854
2,Fannin,1,1860
1,Fannin,0,1929
1,Fannin,0,1910
1,Fannin,0,1868
1,Fannin,0,1926
4,Fayette,2,1879
284,Fayette,72,-
3,Fayette,3,1880
4,Fayette,2,1881
6,Fayette,1,1887
12,Fayette,0,1890
4,Fayette,0,1905
3,Fayette,1,1884
4,Fayette,4,1874
2,Fayette,4,1848
2,Fayette,2,1868
11,Fayette,1,1889
9,Fayette,0,1893
4,Fayette,0,1906
1,Fayette,1,1869
10,Fayette,1,1898
3,Fayette,3,1886
3,Fayette,2,1892
8,Fayette,0,1914
5,Fayette,0,1862
1,Fayette,0,1863
6,Fayette,2,1866
6,Fayette,4,1867
3,Fayette,1,1882
1,Fayette,1,1895
5,Fayette,0,1896
0,Fayette,2,1858
4,Fayette,0,1859
12,Fayette,1,1861
3,Fayette,0,1864
3,Fayette,1,1870
3,Fayette,0,1875
4,Fayette,2,1877
4,Fayette,0,1901
3,Fayette,0,1911
1,Fayette,0,1917
3,Fayette,0,1920
3,Fayette,0,1923
6,Fayette,2,1891
9,Fayette,1,1894
4,Fayette,0,1904
5,Fayette,0,1852
2,Fayette,2,1885
7,Fayette,0,1897
3,Fayette,0,1907
2,Fayette,2,1888
3,Fayette,0,0
5,Fayette,0,1903
2,Fayette,0,1912
1,Fayette,0,1925
2,Fayette,1,1850
2,Fayette,0,1853
2,Fayette,0,1854
7,Fayette,3,1873
8,Fayette,0,1883
4,Fayette,0,1910
3,Fayette,0,1915
2,Fayette,0,1878
6,Fayette,0,1899
3,Fayette,0,1908
2,Fayette,0,1913
3,Fayette,0,1922
3,Fayette,2,1900
2,Fayette,1,1872
4,Fayette,2,1860
2,Fayette,1,1902
1,Fayette,5,1846
1,Fayette,1,1924
4,Fayette,0,1865
2,Fayette,0,1909
0,Fayette,1,1849
3,Fayette,1,1871
0,Fayette,1,1876
1,Fayette,2,1856
1,Fayette,0,1918
0,Fayette,1,1851
1,Fayette,1,1857
0,Fayette,1,1927
1,Fayette,0,1847
1,Fayette,0,1928
1,Fayette,0,1921
2,Fisher,1,1908
77,Fisher,26,-
0,Fisher,2,1892
0,Fisher,1,1891
2,Fisher,0,1894
3,Fisher,0,1896
4,Fisher,0,1897
2,Fisher,2,1901
1,Fisher,2,1903
3,Fisher,1,1899
5,Fisher,0,1913
2,Fisher,0,1915
1,Fisher,1,1900
4,Fisher,2,1906
1,Fisher,2,1888
4,Fisher,0,1889
3,Fisher,3,1890
2,Fisher,0,1893
2,Fisher,0,1909
0,Fisher,1,1918
3,Fisher,0,1920
0,Fisher,1,1885
1,Fisher,0,1895
3,Fisher,1,1905
4,Fisher,1,1907
0,Fisher,3,1886
2,Fisher,0,1887
2,Fisher,0,1902
1,Fisher,0,1912
3,Fisher,0,1914
1,Fisher,0,1919
1,Fisher,0,1928
2,Fisher,0,1929
1,Fisher,0,1930
4,Fisher,0,1922
0,Fisher,1,1881
0,Fisher,1,1911
1,Fisher,0,1916
3,Fisher,0,1921
1,Fisher,0,1924
2,Fisher,0,1927
1,Fisher,0,1904
2,Floyd,1,1922
47,Floyd,28,-
1,Floyd,1,1917
1,Floyd,1,1905
0,Floyd,1,1907
1,Floyd,6,1892
5,Floyd,1,1894
2,Floyd,3,1891
3,Floyd,0,1896
2,Floyd,1,1898
2,Floyd,0,1899
1,Floyd,0,1906
1,Floyd,2,1888
3,Floyd,1,1895
0,Floyd,3,1928
1,Floyd,0,1931
0,Floyd,1,1915
2,Floyd,0,1916
1,Floyd,2,1902
1,Floyd,0,1908
2,Floyd,0,1913
3,Floyd,0,1914
0,Floyd,2,1890
3,Floyd,1,1893
3,Floyd,0,1901
1,Floyd,0,1910
1,Floyd,0,1921
1,Floyd,0,1929
2,Floyd,0,1897
0,Floyd,1,1882
2,Floyd,0,1900
3,Foard,0,1897
49,Foard,6,-
1,Foard,0,1899
2,Foard,0,1904
1,Foard,0,1907
1,Foard,0,1912
3,Foard,0,1913
2,Foard,0,1917
3,Foard,0,1918
3,Foard,0,1919
3,Foard,0,1920
1,Foard,0,1928
0,Foard,1,1892
2,Foard,0,1893
1,Foard,0,1894
1,Foard,0,1898
2,Foard,0,1901
1,Foard,0,1905
0,Foard,1,1896
0,Foard,1,1909
2,Foard,0,1911
2,Foard,0,1927
2,Foard,0,1895
2,Foard,1,1902
3,Foard,0,1906
2,Foard,1,1891
1,Foard,0,1908
2,Foard,0,1910
1,Foard,0,1914
1,Foard,0,1922
1,Foard,0,1900
0,Foard,1,1903
0,Foley,1,1896
0,Foley,1,-
1,Fortbend,1,1872
234,Fortbend,67,-
2,Fortbend,0,1873
3,Fortbend,3,1874
1,Fortbend,0,1878
2,Fortbend,2,1880
6,Fortbend,2,1897
5,Fortbend,1,1911
7,Fortbend,1,1913
4,Fortbend,0,1917
3,Fortbend,0,1920
5,Fortbend,3,1898
7,Fortbend,1,1899
7,Fortbend,1,1902
8,Fortbend,0,1906
6,Fortbend,1,1914
1,Fortbend,4,1846
1,Fortbend,0,1848
2,Fortbend,0,1850
3,Fortbend,0,1861
1,Fortbend,0,1864
4,Fortbend,0,1866
5,Fortbend,5,1894
3,Fortbend,0,1931
2,Fortbend,4,1893
4,Fortbend,0,0
2,Fortbend,1,1879
4,Fortbend,0,1895
6,Fortbend,1,1907
1,Fortbend,0,1916
5,Fortbend,1,1919
1,Fortbend,0,1925
3,Fortbend,0,1926
6,Fortbend,0,1928
3,Fortbend,0,1930
12,Fortbend,0,1901
8,Fortbend,0,1904
6,Fortbend,0,1905
5,Fortbend,1,1910
2,Fortbend,2,1883
2,Fortbend,2,1891
4,Fortbend,1,1892
1,Fortbend,1,1921
3,Fortbend,1,1912
3,Fortbend,1,1882
5,Fortbend,3,1888
6,Fortbend,0,1915
3,Fortbend,0,1927
2,Fortbend,0,1923
4,Fortbend,2,1890
4,Fortbend,1,1929
3,Fortbend,1,1900
4,Fortbend,0,1889
3,Fortbend,1,1903
2,Fortbend,2,1881
5,Fortbend,0,1924
0,Fortbend,1,1857
2,Fortbend,1,1909
1,Fortbend,1,1908
0,Fortbend,2,1884
3,Fortbend,0,1885
2,Fortbend,0,1922
1,Fortbend,0,1896
1,Fortbend,1,1870
0,Fortbend,1,1871
0,Fortbend,1,1877
1,Fortbend,0,1851
1,Fortbend,0,1852
1,Fortbend,0,1854
1,Fortbend,0,1855
1,Fortbend,0,1856
2,Fortbend,1,1867
1,Fortbend,1,1868
2,Fortbend,1,1886
0,Fortbend,2,1869
0,Fortbend,1,1876
0,Fortbend,2,1858
1,Fortbend,0,1859
1,Fortbend,0,1862
1,Fortbend,0,1875
2,Franklin,3,1895
69,Franklin,13,-
1,Franklin,4,1901
7,Franklin,1,1902
2,Franklin,0,1903
2,Franklin,0,1882
3,Franklin,0,1891
1,Franklin,0,1877
2,Franklin,0,1878
2,Franklin,1,1879
1,Franklin,0,1885
2,Franklin,0,1889
3,Franklin,0,1892
2,Franklin,0,1900
1,Franklin,0,1911
4,Franklin,0,1927
3,Franklin,1,1883
3,Franklin,0,1894
1,Franklin,0,1904
2,Franklin,0,1893
4,Franklin,1,1897
2,Franklin,0,1898
2,Franklin,1,1899
4,Franklin,0,1905
0,Franklin,1,1875
1,Franklin,0,1908
1,Franklin,0,1916
1,Franklin,0,1920
1,Franklin,0,1924
3,Franklin,0,1896
2,Franklin,0,1906
1,Franklin,0,1913
1,Franklin,0,1914
1,Franklin,0,1915
1,Franklin,0,1926
3,Freestone,1,1853
159,Freestone,59,-
4,Freestone,0,1884
2,Freestone,1,1882
2,Freestone,4,1899
3,Freestone,4,1901
6,Freestone,2,1902
1,Freestone,1,1896
5,Freestone,1,1898
6,Freestone,1,1903
2,Freestone,3,1871
6,Freestone,5,1900
6,Freestone,2,1906
2,Freestone,4,1880
4,Freestone,1,1883
2,Freestone,2,1897
7,Freestone,1,1905
2,Freestone,0,1892
0,Freestone,1,1856
6,Freestone,0,1861
0,Freestone,1,1868
2,Freestone,1,1869
4,Freestone,2,1872
1,Freestone,0,1875
2,Freestone,0,1876
3,Freestone,1,1893
5,Freestone,3,1907
3,Freestone,0,1909
2,Freestone,2,1915
0,Freestone,2,1851
2,Freestone,0,1858
1,Freestone,0,1866
1,Freestone,0,1867
2,Freestone,0,1870
1,Freestone,0,1878
1,Freestone,0,1890
3,Freestone,0,0
2,Freestone,2,1894
0,Freestone,1,1885
2,Freestone,0,1886
3,Freestone,1,1888
1,Freestone,0,1917
5,Freestone,0,1908
3,Freestone,0,1854
3,Freestone,0,1860
1,Freestone,0,1864
2,Freestone,0,1874
1,Freestone,0,1877
1,Freestone,1,1879
4,Freestone,0,1891
3,Freestone,0,1913
2,Freestone,0,1923
2,Freestone,0,1862
2,Freestone,0,1911
1,Freestone,0,1929
1,Freestone,0,1904
1,Freestone,2,1852
1,Freestone,0,1863
0,Freestone,2,1855
1,Freestone,0,1919
1,Freestone,0,1922
0,Freestone,1,1873
2,Freestone,0,1889
0,Freestone,1,1895
2,Freestone,0,1912
1,Freestone,0,1914
2,Freestone,0,1920
2,Freestone,0,1921
0,Freestone,1,1850
1,Freestone,0,1857
2,Freestone,1,1859
1,Freestone,0,1916
1,Freestone,0,1918
2,Frio,1,1899
73,Frio,27,-
4,Frio,1,1883
3,Frio,0,1901
1,Frio,1,1906
1,Frio,0,1907
1,Frio,1,1908
4,Frio,0,1913
2,Frio,1,1891
1,Frio,1,1884
2,Frio,0,1887
6,Frio,0,1888
4,Frio,2,1892
4,Frio,0,1893
1,Frio,1,1885
1,Frio,2,1886
3,Frio,1,1889
2,Frio,1,1890
1,Frio,1,1910
2,Frio,0,1920
