ChangeNum,Name,EstNum,Year
3,Jefferson,0,1920
3,Jefferson,0,1924
1,Jefferson,0,1925
8,Jefferson,3,1906
0,Jefferson,2,1854
1,Jefferson,2,1894
3,Jefferson,1,1902
2,Jefferson,0,1913
1,Jefferson,1,1895
3,Jefferson,0,1921
1,Jefferson,0,1922
3,Jefferson,1,1859
5,Jefferson,2,1899
8,Jefferson,4,1903
3,Jefferson,0,1909
6,Jefferson,0,1914
2,Jefferson,0,1918
2,Jefferson,0,1919
1,Jefferson,2,1848
0,Jefferson,1,1929
2,Jefferson,2,1901
3,Jefferson,2,1904
1,Jefferson,0,1916
0,Jefferson,1,1888
1,Jefferson,1,1852
2,Jefferson,1,1898
2,Jefferson,1,1850
2,Jefferson,0,1851
0,Jefferson,1,1849
0,Jefferson,1,1896
3,Jefferson,0,1910
1,Jefferson,0,1923
2,Jefferson,0,1911
1,Jefferson,0,1926
1,Jefferson,0,1856
1,Jefferson,0,1862
1,Jefferson,0,1864
1,Jefferson,0,1868
1,Jefferson,0,1872
2,Jefferson,0,1875
1,Jefferson,0,1882
1,Jefferson,0,1886
1,Jefferson,0,1927
1,Jefferson,0,1928
1,Jefferson,0,1930
1,Jefferson,1,1876
0,Jefferson,1,1877
2,Jefferson,0,1880
1,Jefferson,0,1878
2,Jefferson,0,1883
0,Jefferson,1,1857
1,Jim Hogg,1,1915
17,Jim Hogg,4,-
4,Jim Hogg,0,1924
1,Jim Hogg,0,1910
2,Jim Hogg,0,1926
1,Jim Hogg,0,1927
1,Jim Hogg,0,1908
3,Jim Hogg,0,1929
1,Jim Hogg,0,1917
2,Jim Hogg,0,1918
0,Jim Hogg,1,1930
0,Jim Hogg,1,1922
0,Jim Hogg,1,1925
1,Jim Hogg,0,1928
4,Jim Wells,0,1918
20,Jim Wells,0,-
1,Jim Wells,0,1914
2,Jim Wells,0,1922
1,Jim Wells,0,1925
3,Jim Wells,0,1916
2,Jim Wells,0,1929
1,Jim Wells,0,1919
3,Jim Wells,0,1920
1,Jim Wells,0,1924
1,Jim Wells,0,1927
1,Jim Wells,0,1928
1,Johnson,0,1863
208,Johnson,57,-
0,Johnson,1,1854
1,Johnson,1,1855
3,Johnson,1,1856
2,Johnson,2,1857
1,Johnson,4,1858
2,Johnson,0,1859
6,Johnson,0,1861
1,Johnson,0,1862
2,Johnson,3,1871
1,Johnson,0,1872
2,Johnson,2,1873
6,Johnson,1,1879
3,Johnson,0,1880
11,Johnson,2,1890
4,Johnson,0,1898
6,Johnson,1,1904
2,Johnson,0,1907
2,Johnson,0,1916
3,Johnson,0,1921
4,Johnson,5,1894
4,Johnson,2,1876
2,Johnson,1,1881
7,Johnson,2,1882
6,Johnson,4,1887
9,Johnson,0,1889
7,Johnson,2,1884
10,Johnson,1,1886
8,Johnson,3,1888
7,Johnson,0,1897
2,Johnson,0,1913
2,Johnson,0,1917
3,Johnson,0,1920
1,Johnson,0,1930
1,Johnson,0,1931
2,Johnson,3,1885
2,Johnson,0,1860
2,Johnson,0,1866
2,Johnson,3,1867
6,Johnson,0,1893
3,Johnson,1,1899
1,Johnson,0,1903
3,Johnson,3,1883
3,Johnson,0,1915
4,Johnson,0,1923
1,Johnson,0,1926
0,Johnson,1,1869
2,Johnson,1,1875
1,Johnson,2,1877
2,Johnson,1,1874
5,Johnson,0,1891
7,Johnson,0,1914
2,Johnson,0,1901
4,Johnson,3,1892
3,Johnson,0,1896
2,Johnson,0,0
1,Johnson,0,1900
2,Johnson,0,1910
3,Johnson,0,1922
1,Johnson,0,1864
3,Johnson,0,1925
2,Johnson,1,1906
2,Johnson,0,1909
1,Johnson,0,1918
1,Johnson,0,1878
2,Johnson,0,1895
1,Johnson,0,1908
2,Jones,4,1901
95,Jones,35,-
0,Jones,1,1881
2,Jones,1,1882
1,Jones,1,1889
4,Jones,2,1893
1,Jones,0,1897
2,Jones,1,1910
3,Jones,1,1911
6,Jones,0,1912
4,Jones,0,1913
1,Jones,0,1919
8,Jones,0,1920
2,Jones,0,1921
1,Jones,0,1926
3,Jones,1,1898
3,Jones,2,1900
4,Jones,0,1902
4,Jones,0,1914
2,Jones,0,1923
3,Jones,3,1904
5,Jones,0,1908
3,Jones,3,1907
1,Jones,2,1899
4,Jones,1,1905
6,Jones,0,1906
0,Jones,2,1887
1,Jones,0,1888
0,Jones,3,1890
3,Jones,0,1894
2,Jones,0,1896
2,Jones,1,1891
3,Jones,2,1903
2,Jones,0,1916
3,Jones,0,1922
1,Jones,2,1879
1,Jones,0,1909
1,Jones,0,1925
0,Jones,1,1880
0,Jones,1,1895
1,Jones,0,1931
1,Karnes,1,1898
96,Karnes,28,-
1,Karnes,2,1883
2,Karnes,1,1907
5,Karnes,0,1909
0,Karnes,2,1902
3,Karnes,1,1904
3,Karnes,1,1905
3,Karnes,2,1908
0,Karnes,1,1896
3,Karnes,0,1906
0,Karnes,1,1930
1,Karnes,0,1931
3,Karnes,0,1870
1,Karnes,0,1875
2,Karnes,1,1854
1,Karnes,0,1855
1,Karnes,1,1860
3,Karnes,0,1861
1,Karnes,0,1863
1,Karnes,0,1865
0,Karnes,1,1869
3,Karnes,2,1871
0,Karnes,1,1921
1,Karnes,1,1893
1,Karnes,1,1899
5,Karnes,0,1922
1,Karnes,1,1903
2,Karnes,0,1910
1,Karnes,0,1915
2,Karnes,0,1920
1,Karnes,0,1924
1,Karnes,0,1925
1,Karnes,0,1923
1,Karnes,0,1857
1,Karnes,0,1859
3,Karnes,0,1866
1,Karnes,0,1872
2,Karnes,0,1873
4,Karnes,0,1913
0,Karnes,1,1858
1,Karnes,1,1891
2,Karnes,0,1892
1,Karnes,0,1894
3,Karnes,0,1895
0,Karnes,4,1887
2,Karnes,0,1901
1,Karnes,0,1929
1,Karnes,0,1911
1,Karnes,0,0
1,Karnes,0,1867
1,Karnes,0,1868
1,Karnes,0,1879
1,Karnes,0,1880
1,Karnes,0,1916
1,Karnes,0,1917
0,Karnes,1,1897
1,Karnes,0,1900
1,Karnes,0,1874
2,Karnes,0,1876
1,Karnes,0,1877
1,Karnes,0,1878
1,Karnes,0,1881
1,Karnes,0,1882
2,Karnes,0,1886
1,Karnes,0,1888
1,Karnes,0,1918
5,Kaufman,2,1885
307,Kaufman,81,-
7,Kaufman,1,1888
8,Kaufman,1,1890
5,Kaufman,3,1897
12,Kaufman,1,1898
11,Kaufman,4,1901
6,Kaufman,3,1886
5,Kaufman,1,1887
9,Kaufman,0,1889
2,Kaufman,3,1892
4,Kaufman,2,1894
6,Kaufman,0,1896
8,Kaufman,1,1905
6,Kaufman,1,1904
8,Kaufman,2,1893
0,Kaufman,3,1848
1,Kaufman,2,1849
2,Kaufman,1,1851
4,Kaufman,0,1852
3,Kaufman,0,1853
4,Kaufman,3,1854
7,Kaufman,2,1881
4,Kaufman,2,1860
1,Kaufman,2,1850
5,Kaufman,0,1861
8,Kaufman,1,1866
1,Kaufman,1,1868
2,Kaufman,1,1870
8,Kaufman,3,1902
5,Kaufman,0,1903
2,Kaufman,1,1910
1,Kaufman,0,1912
4,Kaufman,0,1915
2,Kaufman,3,1874
6,Kaufman,1,1895
5,Kaufman,3,1899
1,Kaufman,1,1891
3,Kaufman,1,1900
4,Kaufman,0,1907
4,Kaufman,1,1913
5,Kaufman,0,1925
2,Kaufman,2,1871
3,Kaufman,1,1882
5,Kaufman,2,1883
7,Kaufman,0,1884
3,Kaufman,4,1880
5,Kaufman,1,1876
5,Kaufman,2,1877
3,Kaufman,1,1878
2,Kaufman,3,1873
3,Kaufman,0,1906
4,Kaufman,0,1918
1,Kaufman,1,1857
3,Kaufman,0,1920
5,Kaufman,0,1921
2,Kaufman,0,1930
6,Kaufman,0,1914
1,Kaufman,0,1916
1,Kaufman,0,1911
3,Kaufman,0,1855
7,Kaufman,0,1856
9,Kaufman,2,1858
2,Kaufman,0,1859
1,Kaufman,0,1865
1,Kaufman,2,1869
4,Kaufman,0,1922
8,Kaufman,1,1879
3,Kaufman,0,1909
1,Kaufman,0,1923
2,Kaufman,0,1927
1,Kaufman,2,1872
4,Kaufman,0,1875
1,Kaufman,0,1924
1,Kaufman,0,0
2,Kaufman,0,1862
1,Kaufman,0,1864
1,Kaufman,0,1867
1,Kendall,1,1881
55,Kendall,16,-
0,Kendall,3,1875
1,Kendall,1,1901
2,Kendall,0,1916
2,Kendall,0,1918
1,Kendall,0,1922
1,Kendall,1,1884
1,Kendall,0,1886
2,Kendall,1,1894
2,Kendall,0,1898
2,Kendall,0,1910
2,Kendall,0,1915
1,Kendall,0,1924
0,Kendall,1,1870
1,Kendall,0,1871
1,Kendall,0,1872
1,Kendall,0,1873
2,Kendall,0,1874
1,Kendall,0,1876
2,Kendall,0,1878
1,Kendall,3,1880
1,Kendall,0,1883
2,Kendall,2,1890
1,Kendall,0,1893
1,Kendall,0,1900
1,Kendall,0,1903
1,Kendall,0,1868
0,Kendall,1,1882
2,Kendall,1,1887
2,Kendall,1,1891
1,Kendall,0,1907
2,Kendall,0,1913
4,Kendall,0,1917
1,Kendall,0,1879
2,Kendall,0,1923
1,Kendall,0,1929
1,Kendall,0,1889
1,Kendall,0,1897
1,Kendall,0,1899
1,Kendall,0,1906
1,Kendall,0,1919
1,Kendall,0,1921
1,Kenedy,0,1925
2,Kenedy,0,-
1,Kenedy,0,1924
0,Kent,1,1892
30,Kent,9,-
2,Kent,0,1893
3,Kent,0,1894
1,Kent,0,1896
1,Kent,0,1897
1,Kent,0,1902
1,Kent,2,1906
1,Kent,1,1908
1,Kent,0,1912
1,Kent,0,1918
1,Kent,0,1925
2,Kent,0,1926
0,Kent,1,1899
0,Kent,1,1905
2,Kent,1,1909
2,Kent,0,1914
2,Kent,0,1888
1,Kent,0,1895
1,Kent,1,1907
1,Kent,1,1911
1,Kent,0,1916
1,Kent,0,1919
1,Kent,0,1922
1,Kent,0,1921
1,Kent,0,1923
1,Kent,0,1927
1,Kerr,0,1859
59,Kerr,23,-
0,Kerr,1,1860
0,Kerr,1,1887
2,Kerr,1,1890
1,Kerr,1,1899
2,Kerr,1,1900
1,Kerr,0,1901
1,Kerr,0,1902
2,Kerr,1,1906
4,Kerr,0,1908
1,Kerr,2,1882
2,Kerr,0,1897
2,Kerr,1,1913
2,Kerr,0,1914
1,Kerr,0,1923
1,Kerr,0,1929
0,Kerr,1,1872
1,Kerr,0,1874
1,Kerr,0,1876
1,Kerr,1,1880
1,Kerr,1,1856
1,Kerr,1,1858
4,Kerr,0,1861
4,Kerr,0,1866
1,Kerr,0,1869
2,Kerr,2,1922
3,Kerr,2,1888
1,Kerr,0,1895
0,Kerr,1,1889
1,Kerr,0,1920
1,Kerr,0,1921
2,Kerr,0,1886
1,Kerr,0,1898
2,Kerr,0,1915
1,Kerr,0,1927
2,Kerr,0,1883
1,Kerr,0,1896
0,Kerr,1,1879
1,Kerr,0,1903
1,Kerr,0,1904
1,Kerr,0,1916
1,Kerr,0,1917
0,Kerr,1,1924
0,Kerr,1,1918
0,Kerr,2,1884
1,Kerr,0,1870
4,Kimble,1,1920
55,Kimble,17,-
0,Kimble,2,1880
2,Kimble,1,1881
1,Kimble,1,1885
0,Kimble,1,1876
1,Kimble,0,1894
1,Kimble,0,1898
2,Kimble,1,1915
1,Kimble,0,1917
0,Kimble,1,1877
1,Kimble,0,1891
2,Kimble,1,1892
0,Kimble,1,1882
1,Kimble,1,1883
1,Kimble,0,1888
2,Kimble,2,1900
1,Kimble,0,1908
2,Kimble,0,1909
0,Kimble,1,1879
2,Kimble,1,1907
2,Kimble,0,1911
1,Kimble,1,1889
1,Kimble,1,1905
3,Kimble,0,1916
1,Kimble,0,1918
3,Kimble,0,1922
1,Kimble,0,1923
3,Kimble,0,1926
1,Kimble,0,1901
2,Kimble,0,1902
1,Kimble,0,1903
2,Kimble,0,1906
1,Kimble,0,1913
1,Kimble,0,1924
1,Kimble,0,1925
1,Kimble,0,1928
1,Kimble,0,1930
1,Kimble,0,1931
1,Kimble,0,1904
2,Kimble,0,0
1,Kimble,0,1929
1,King,1,1896
19,King,9,-
0,King,1,1908
0,King,1,1894
1,King,0,1895
1,King,0,1904
1,King,0,1926
1,King,0,1929
1,King,0,1930
0,King,1,1909
1,King,0,1910
0,King,2,1912
2,King,0,1920
0,King,1,1891
1,King,0,1892
1,King,0,1893
1,King,0,1903
1,King,0,1911
2,King,0,1915
1,King,0,1917
1,King,0,1918
2,King,1,1890
0,King,1,1888
2,Kinney,1,1888
65,Kinney,14,-
4,Kinney,0,1890
1,Kinney,1,1873
1,Kinney,0,1876
2,Kinney,0,1877
1,Kinney,1,1881
3,Kinney,0,1885
1,Kinney,1,1889
2,Kinney,0,1891
4,Kinney,0,0
1,Kinney,0,1897
1,Kinney,1,1913
3,Kinney,0,1918
1,Kinney,0,1923
0,Kinney,1,1857
2,Kinney,0,1858
1,Kinney,0,1860
3,Kinney,0,1861
1,Kinney,1,1872
2,Kinney,0,1874
1,Kinney,0,1875
1,Kinney,0,1879
2,Kinney,1,1884
1,Kinney,0,1853
0,Kinney,1,1910
1,Kinney,0,1912
1,Kinney,0,1855
2,Kinney,0,1866
1,Kinney,0,1868
1,Kinney,1,1869
1,Kinney,0,1870
0,Kinney,1,1851
3,Kinney,0,1893
0,Kinney,1,1915
2,Kinney,1,1882
1,Kinney,0,1883
1,Kinney,0,1886
1,Kinney,0,1895
1,Kinney,0,1902
1,Kinney,0,1919
1,Kinney,1,1894
1,Kinney,0,1896
1,Kinney,0,1905
1,Kinney,0,1917
1,Kinney,0,1901
1,Kinney,0,1909
1,Kinney,0,1914
1,Kleberg,0,1913
6,Kleberg,1,-
1,Kleberg,0,1922
1,Kleberg,0,1928
1,Kleberg,0,1917
1,Kleberg,0,1918
1,Kleberg,0,1927
0,Kleberg,1,1914
0,Knox,1,1884
50,Knox,12,-
1,Knox,0,1886
3,Knox,2,1890
1,Knox,1,1894
1,Knox,0,1897
1,Knox,0,1909
2,Knox,0,1911
3,Knox,0,1914
4,Knox,0,1922
4,Knox,1,1907
1,Knox,0,1928
0,Knox,1,1888
2,Knox,0,1891
3,Knox,2,1904
3,Knox,0,1908
3,Knox,0,1913
1,Knox,0,1893
4,Knox,0,1896
2,Knox,0,1899
3,Knox,0,1902
1,Knox,1,1895
1,Knox,0,1910
0,Knox,1,1903
2,Knox,0,1898
1,Knox,0,1900
1,Knox,1,1901
0,Knox,1,1889
1,Knox,0,1920
1,Knox,0,1921
7,Lamar,4,1886
347,Lamar,100,-
5,Lamar,1,1887
11,Lamar,2,1892
12,Lamar,3,1893
12,Lamar,1,1894
8,Lamar,0,1896
6,Lamar,4,1899
11,Lamar,0,1905
4,Lamar,5,1904
10,Lamar,3,1897
9,Lamar,1,1898
11,Lamar,2,1901
11,Lamar,0,1906
7,Lamar,0,1914
2,Lamar,0,1915
6,Lamar,3,1884
6,Lamar,5,1885
9,Lamar,4,1902
6,Lamar,0,1910
2,Lamar,0,1923
4,Lamar,5,1880
2,Lamar,2,1853
4,Lamar,1,1854
9,Lamar,0,1861
2,Lamar,2,1862
1,Lamar,1,1867
0,Lamar,3,1869
3,Lamar,1,1870
6,Lamar,0,1874
9,Lamar,0,1889
10,Lamar,5,1891
5,Lamar,3,1883
7,Lamar,3,1888
2,Lamar,0,1930
6,Lamar,4,1900
5,Lamar,0,1909
4,Lamar,1,1912
5,Lamar,0,1913
4,Lamar,0,1922
2,Lamar,2,1849
2,Lamar,1,1852
2,Lamar,0,1855
1,Lamar,1,1857
0,Lamar,4,1860
8,Lamar,2,1890
3,Lamar,3,1873
2,Lamar,1,1876
3,Lamar,0,1911
0,Lamar,2,1878
3,Lamar,2,1881
5,Lamar,0,1903
5,Lamar,0,1919
4,Lamar,0,1925
1,Lamar,2,1879
5,Lamar,0,1907
2,Lamar,0,1917
2,Lamar,0,1877
4,Lamar,0,1916
3,Lamar,0,1921
6,Lamar,0,1920
7,Lamar,0,1895
0,Lamar,3,1882
4,Lamar,0,1908
3,Lamar,0,1918
2,Lamar,0,1926
2,Lamar,0,1924
2,Lamar,0,1928
3,Lamar,0,1929
2,Lamar,0,1864
1,Lamar,2,1848
1,Lamar,0,1850
0,Lamar,1,1846
1,Lamar,0,1851
1,Lamar,0,1856
1,Lamar,0,1865
2,Lamar,1,1866
2,Lamar,2,1871
2,Lamar,0,0
1,Lamar,0,1931
3,Lamar,1,1868
0,Lamar,1,1858
1,Lamar,0,1872
0,Lamb,1,1923
16,Lamb,7,-
0,Lamb,1,1925
1,Lamb,0,1926
0,Lamb,1,1930
1,Lamb,1,1913
2,Lamb,0,1918
2,Lamb,0,1927
1,Lamb,0,1904
1,Lamb,0,1905
2,Lamb,0,1910
1,Lamb,0,1915
2,Lamb,0,1920
2,Lamb,0,1921
0,Lamb,2,1889
1,Lamb,0,1928
0,Lamb,1,1917
4,Lampasas,3,1878
99,Lampasas,36,-
3,Lampasas,3,1886
4,Lampasas,1,1892
2,Lampasas,0,1895
4,Lampasas,0,1899
2,Lampasas,0,1903
1,Lampasas,0,1908
2,Lampasas,0,1915
0,Lampasas,1,1906
2,Lampasas,0,1893
2,Lampasas,0,1898
1,Lampasas,0,1900
2,Lampasas,1,1904
3,Lampasas,3,1877
4,Lampasas,2,1880
4,Lampasas,2,1882
2,Lampasas,1,1883
4,Lampasas,0,1884
3,Lampasas,0,1885
2,Lampasas,1,1887
1,Lampasas,2,1910
2,Lampasas,0,1913
1,Lampasas,0,1916
1,Lampasas,0,1917
1,Lampasas,1,1879
2,Lampasas,1,1890
2,Lampasas,0,1897
1,Lampasas,2,1902
1,Lampasas,1,1905
1,Lampasas,2,1909
1,Lampasas,0,1928
2,Lampasas,0,1929
2,Lampasas,0,1891
2,Lampasas,0,1923
0,Lampasas,1,1857
1,Lampasas,1,1858
1,Lampasas,0,1859
1,Lampasas,1,1862
3,Lampasas,0,1866
2,Lampasas,1,1873
2,Lampasas,2,1876
1,Lampasas,0,1894
2,Lampasas,0,1920
2,Lampasas,0,1922
1,Lampasas,0,1907
2,Lampasas,0,1914
0,Lampasas,1,1874
3,Lampasas,0,1875
0,Lampasas,1,1861
3,Lampasas,0,1881
1,Lampasas,0,1918
1,Lampasas,0,1931
1,Lampasas,0,0
1,Lampasas,1,1888
0,La Salle,2,1903
76,La Salle,25,-
1,La Salle,0,1904
4,La Salle,1,1913
2,La Salle,1,1917
4,La Salle,0,1920
1,La Salle,2,1909
3,La Salle,0,1912
3,La Salle,1,1915
6,La Salle,0,1926
3,La Salle,3,1883
3,La Salle,1,1888
2,La Salle,1,1889
3,La Salle,0,1890
1,La Salle,1,1893
4,La Salle,0,1894
1,La Salle,0,1899
4,La Salle,1,1919
2,La Salle,0,1929
2,La Salle,0,1896
2,La Salle,0,1901
1,La Salle,0,1898
1,La Salle,0,1914
2,La Salle,0,1918
2,La Salle,0,1910
1,La Salle,1,1911
0,La Salle,1,1871
3,La Salle,0,1874
1,La Salle,1,1882
2,La Salle,0,1884
2,La Salle,0,1921
1,La Salle,0,0
2,La Salle,0,1925
0,La Salle,1,1880
0,La Salle,1,1881
1,La Salle,1,1923
2,La Salle,0,1927
1,La Salle,3,1879
1,La Salle,0,1885
1,La Salle,0,1887
1,La Salle,0,1897
0,La Salle,1,1902
0,La Salle,1,1907
0,Lavaca,2,1855
189,Lavaca,50,-
4,Lavaca,1,1862
2,Lavaca,0,1867
6,Lavaca,1,1879
4,Lavaca,4,1882
3,Lavaca,1,1883
2,Lavaca,4,1884
5,Lavaca,3,1885
5,Lavaca,0,1886
3,Lavaca,0,1887
1,Lavaca,2,1851
10,Lavaca,0,1861
7,Lavaca,2,1866
1,Lavaca,1,1860
4,Lavaca,2,1872
4,Lavaca,1,1875
4,Lavaca,0,1881
4,Lavaca,1,1901
3,Lavaca,2,1880
3,Lavaca,1,1890
4,Lavaca,0,1891
6,Lavaca,0,1898
4,Lavaca,1,1903
1,Lavaca,1,1856
6,Lavaca,0,1907
2,Lavaca,1,1888
4,Lavaca,1,1905
1,Lavaca,1,1873
2,Lavaca,0,1906
0,Lavaca,1,1849
2,Lavaca,1,1857
3,Lavaca,1,1859
1,Lavaca,0,1863
1,Lavaca,0,1864
1,Lavaca,0,1865
2,Lavaca,0,1899
2,Lavaca,0,1913
3,Lavaca,0,1922
1,Lavaca,0,1927
8,Lavaca,0,1902
4,Lavaca,0,1858
3,Lavaca,0,1868
4,Lavaca,1,1870
2,Lavaca,0,1878
2,Lavaca,1,1889
4,Lavaca,2,1894
4,Lavaca,0,1896
4,Lavaca,1,1893
5,Lavaca,1,1895
2,Lavaca,1,1900
3,Lavaca,1,1876
3,Lavaca,0,1892
4,Lavaca,0,1914
1,Lavaca,0,1923
0,Lavaca,3,1848
2,Lavaca,0,1854
1,Lavaca,0,0
1,Lavaca,0,1877
0,Lavaca,1,1847
1,Lavaca,1,1852
2,Lavaca,0,1920
1,Lavaca,1,1929
1,Lavaca,0,1897
1,Lavaca,0,1909
1,Lavaca,0,1915
1,Lavaca,0,1918
1,Lavaca,0,1928
1,Lavaca,0,1917
1,Lavaca,0,1931
1,Lee,2,1895
89,Lee,31,-
3,Lee,0,1896
3,Lee,1,1900
3,Lee,1,1902
3,Lee,0,1904
1,Lee,0,1907
2,Lee,1,1901
6,Lee,1,1903
2,Lee,0,1906
3,Lee,0,1913
2,Lee,1,1879
2,Lee,2,1888
4,Lee,0,1891
2,Lee,2,1877
2,Lee,3,1880
1,Lee,0,1881
4,Lee,0,1883
3,Lee,2,1897
0,Lee,1,1887
2,Lee,1,1884
3,Lee,1,1898
2,Lee,0,1905
2,Lee,1,1915
2,Lee,0,1931
1,Lee,1,1874
1,Lee,1,1876
3,Lee,1,1882
2,Lee,1,1889
2,Lee,1,1890
2,Lee,0,1875
1,Lee,1,1886
2,Lee,0,1893
1,Lee,0,1914
1,Lee,0,1923
1,Lee,2,1894
0,Lee,1,1899
0,Lee,1,1911
1,Lee,0,1918
1,Lee,0,1919
2,Lee,0,1920
1,Lee,0,1921
1,Lee,0,1878
2,Lee,1,1892
5,Lee,0,1929
1,Lee,0,1928
3,Leon,1,1852
246,Leon,67,-
3,Leon,0,1853
2,Leon,2,1880
4,Leon,1,1901
5,Leon,3,1903
3,Leon,1,1908
6,Leon,2,1860
14,Leon,0,1861
4,Leon,4,1858
3,Leon,1,1862
4,Leon,3,1871
2,Leon,3,1895
3,Leon,2,1886
3,Leon,1,1876
5,Leon,1,1884
1,Leon,2,1888
3,Leon,2,1890
6,Leon,2,1894
5,Leon,1,1913
2,Leon,0,1918
6,Leon,0,1919
4,Leon,0,1920
6,Leon,0,1924
0,Leon,2,1867
1,Leon,3,1850
3,Leon,0,1854
3,Leon,1,1855
2,Leon,1,1856
3,Leon,0,1864
2,Leon,0,1866
4,Leon,3,1872
4,Leon,0,1877
5,Leon,2,1899
6,Leon,0,1914
3,Leon,0,1922
5,Leon,0,1931
1,Leon,1,1857
4,Leon,0,1891
4,Leon,2,1909
1,Leon,0,1926
7,Leon,0,1910
1,Leon,0,1912
4,Leon,1,1907
3,Leon,0,1925
5,Leon,0,1927
1,Leon,1,1896
2,Leon,2,1906
5,Leon,0,1902
5,Leon,0,1905
2,Leon,1,1916
1,Leon,0,1911
6,Leon,1,1873
1,Leon,0,1897
4,Leon,2,1879
5,Leon,0,1881
5,Leon,0,1882
3,Leon,1,1893
3,Leon,0,1898
4,Leon,3,1900
2,Leon,0,1921
1,Leon,0,1929
1,Leon,1,1883
0,Leon,2,1846
2,Leon,0,1849
1,Leon,0,1865
1,Leon,0,1869
5,Leon,1,1874
4,Leon,0,1875
3,Leon,0,1878
1,Leon,0,1859
1,Leon,0,1917
2,Leon,0,1923
1,Leon,2,1885
1,Leon,0,1870
1,Leon,0,1928
1,Leon,0,1915
3,Leon,0,1904
0,Leon,1,1863
0,Leon,1,1892
3,Liberty,2,1880
240,Liberty,79,-
6,Liberty,1,1883
1,Liberty,9,1846
1,Liberty,2,1849
1,Liberty,2,1900
7,Liberty,2,1904
4,Liberty,2,1905
5,Liberty,2,1907
2,Liberty,3,1908
8,Liberty,1,1909
8,Liberty,1,1911
10,Liberty,0,1914
5,Liberty,1,1916
3,Liberty,2,1889
3,Liberty,0,0
1,Liberty,1,1855
3,Liberty,0,1881
1,Liberty,0,1882
5,Liberty,0,1885
1,Liberty,0,1890
2,Liberty,1,1891
1,Liberty,1,1894
4,Liberty,3,1895
6,Liberty,1,1896
7,Liberty,2,1920
6,Liberty,3,1921
5,Liberty,0,1922
4,Liberty,1,1923
4,Liberty,1,1925
1,Liberty,0,1931
6,Liberty,1,1877
1,Liberty,0,1878
4,Liberty,0,1897
7,Liberty,0,1901
5,Liberty,4,1902
2,Liberty,1,1915
3,Liberty,1,1917
3,Liberty,0,1926
0,Liberty,1,1892
1,Liberty,1,1874
3,Liberty,2,1875
6,Liberty,0,1876
2,Liberty,4,1903
5,Liberty,1,1913
4,Liberty,2,1912
3,Liberty,0,1924
2,Liberty,1,1910
6,Liberty,0,1919
7,Liberty,1,1906
3,Liberty,1,1847
2,Liberty,0,1852
2,Liberty,0,1859
2,Liberty,0,1862
5,Liberty,0,1866
0,Liberty,4,1869
1,Liberty,1,1927
3,Liberty,0,1929
1,Liberty,0,1930
1,Liberty,0,1918
2,Liberty,0,1928
2,Liberty,0,1873
3,Liberty,0,1848
3,Liberty,0,1850
1,Liberty,0,1851
0,Liberty,3,1899
2,Liberty,1,1857
2,Liberty,0,1858
5,Liberty,0,1861
2,Liberty,0,1865
2,Liberty,0,1867
1,Liberty,0,1868
1,Liberty,0,1870
2,Liberty,0,1893
1,Liberty,2,1872
1,Liberty,1,1898
0,Liberty,1,1860
1,Liberty,1,1853
1,Liberty,0,1854
6,Limestone,1,1901
255,Limestone,69,-
2,Limestone,0,1853
2,Limestone,0,1854
2,Limestone,1,1855
1,Limestone,3,1883
3,Limestone,0,1884
6,Limestone,5,1894
11,Limestone,5,1898
6,Limestone,0,1902
4,Limestone,2,1858
6,Limestone,2,1860
7,Limestone,0,1861
3,Limestone,1,1865
5,Limestone,3,1895
6,Limestone,2,1897
6,Limestone,4,1899
10,Limestone,2,1900
2,Limestone,0,1916
3,Limestone,3,1886
3,Limestone,2,1887
2,Limestone,0,1891
4,Limestone,2,1892
5,Limestone,0,1904
5,Limestone,3,1873
3,Limestone,1,1906
4,Limestone,3,1903
2,Limestone,0,1921
2,Limestone,0,1923
1,Limestone,1,1928
3,Limestone,0,1910
4,Limestone,0,1911
1,Limestone,0,1930
5,Limestone,0,1896
4,Limestone,1,1908
2,Limestone,0,1914
2,Limestone,1,1888
8,Limestone,1,1889
1,Limestone,2,1856
2,Limestone,2,1857
2,Limestone,0,1859
3,Limestone,0,1866
3,Limestone,1,1868
1,Limestone,1,1848
2,Limestone,0,1849
3,Limestone,0,1913
2,Limestone,0,1918
4,Limestone,0,1919
2,Limestone,0,1920
3,Limestone,0,1922
7,Limestone,1,1893
2,Limestone,1,1877
1,Limestone,0,1878
2,Limestone,0,1885
3,Limestone,0,1890
1,Limestone,0,1907
2,Limestone,0,1909
2,Limestone,0,1915
1,Limestone,1,1871
8,Limestone,1,1872
1,Limestone,0,1881
3,Limestone,1,1925
2,Limestone,1,1882
3,Limestone,0,1862
3,Limestone,2,1867
5,Limestone,2,1870
4,Limestone,0,1874
5,Limestone,1,1905
7,Limestone,0,1875
3,Limestone,0,1876
2,Limestone,0,1927
1,Limestone,0,1931
1,Limestone,0,1879
3,Limestone,0,0
0,Limestone,2,1847
1,Limestone,0,1850
1,Limestone,0,1852
1,Limestone,1,1869
1,Limestone,0,1924
0,Lipscomb,2,1919
47,Lipscomb,17,-
1,Lipscomb,0,1920
2,Lipscomb,0,1921
3,Lipscomb,0,1922
0,Lipscomb,1,1906
1,Lipscomb,0,1914
0,Lipscomb,2,1918
2,Lipscomb,0,1926
