Post Office,County1,County2,County3,State,Region,Subregion,Established,Discontinued,Stamp Rarity Factor,Continuous,GNIS_Match,Score,GNIS_ID,GNIS_Feature,GNIS_Type,GNIS_County,GNIS_State,Latitude,Longitude,Coordinates
REESE,Cherokee,,,TX,Midwest,South Midwest,1904,1954,1,Y,TRUE,100,1378947,Reese,Populated Place,Cherokee,TX,32.0232193,-95.3921752,Y
REEVES,Briscoe,,,TX,Midwest,South Midwest,1899,1907,5,Y,FALSE,,,,,,,,,N
REFUGIO,Refugio,,,TX,Midwest,South Midwest,1835,,0,Y,TRUE,100,2731148,Refugio Post Office,Post Office,Refugio,TX,28.299551,-97.27312,Y
REGENCY,Mills,,,TX,Midwest,South Midwest,1884,1934,2,Y,TRUE,100,1380430,Regency,Populated Place,Mills,TX,31.4204423,-98.8508804,Y
REHBURG,Washington,,,TX,Midwest,South Midwest,1898,1905,5,Y,TRUE,100,1378948,Rehburg,Populated Place,Washington,TX,30.2546574,-96.5624707,Y
REILLY SPRINGS,Hopkins,,,TX,Midwest,South Midwest,1871,1940,2,Y,TRUE,100,1345027,Reilly Springs,Populated Place,Hopkins,TX,33.0059515,-95.5452317,Y
REINHARDT,Dallas,,,TX,Midwest,South Midwest,1886,1937,2,Y,TRUE,100,2004241,Reinhardt Elementary School,School,Dallas,TX,32.8376268,-96.692497,Y
REISER,Webb,,,TX,Midwest,South Midwest,1910,1916,4,Y,FALSE,,,,,,,,,N
REKLAW,Cherokee,,,TX,Midwest,South Midwest,1903,1958,1,Y,TRUE,100,2731642,Reklaw Post Office,Post Office,Cherokee,TX,31.863881,-94.985454,Y
REKLAW,Rusk,,,TX,Midwest,South Midwest,1958,,0,Y,TRUE,100,1375694,Reklaw,Populated Place,Rusk,TX,31.8626716,-94.9877175,Y
RELAMPAGO,Hidalgo,,,TX,Midwest,South Midwest,1910,1918,4,Y,TRUE,100,1345031,Relampago,Populated Place,Hidalgo,TX,26.0850771,-97.9186116,Y
RELIANCE,Brazos,,,TX,Midwest,South Midwest,1899,1907,5,Y,TRUE,100,1380433,Reliance,Populated Place,Brazos,TX,30.7432502,-96.2391266,Y
REMLIG,Jasper,,,TX,Midwest,South Midwest,1905,1926,3,Y,FALSE,,,,,,,,,N
RENDHAM,Baylor,,,TX,Midwest,South Midwest,1910,1912,5,Y,FALSE,,,,,,,,,N
RENDON,Tarrant,,,TX,Midwest,South Midwest,1891,1901,5,Y,TRUE,100,1345038,Rendon,Populated Place,Tarrant,TX,32.5762478,-97.2414023,Y
RENNER,Collin,,,TX,Midwest,South Midwest,1888,1972,1,Y,TRUE,100,2004768,Renner Middle School,School,Collin,TX,33.045121,-96.817501,Y
RENO,Parker,,,TX,Midwest,South Midwest,1884,1917,4,Y,TRUE,100,1345043,Reno,Populated Place,Parker,TX,32.9442916,-97.5772462,Y
REPUBLIC,Llano,,,TX,Midwest,South Midwest,1880,1909,4,Y,FALSE,,,,,,,,,N
RES,Montague,,,TX,Midwest,South Midwest,1892,1899,6,Y,FALSE,,,,,,,,,N
RESCUE,Lampasas,,,TX,Midwest,South Midwest,1902,1913,4,Y,FALSE,,,,,,,,,N
RESLEY'S CREEK,Comanche,,,TX,Midwest,South Midwest,1858,1862,8,Y,TRUE,92.30769231,1345098,Resley Creek,Stream,Comanche,TX,31.809318,-98.2214265,Y
RESORT,Kerr,,,TX,Midwest,South Midwest,1884,1885,7,Y,FALSE,,,,,,,,,N
REST,Caldwell,,,TX,Midwest,South Midwest,1880,1883,8,Y,FALSE,,,,,,,,,N
RETHAVILLE,Tom Green,,,TX,Midwest,South Midwest,1888,1889,7,Y,FALSE,,,,,,,,,N
RETINA,Hopkins,,,TX,Midwest,South Midwest,1852,1867,7,Y,FALSE,,,,,,,,,N
RETREAT,Grimes,,,TX,Midwest,South Midwest,1851,1907,5,Y,FALSE,,,,,,,,,N
RETRIEVE,Angelina,,,TX,Midwest,South Midwest,1906,1922,3,Y,FALSE,,,,,,,,,N
RETTIG,San Jacinto,,,TX,Midwest,South Midwest,1906,1907,6,Y,FALSE,,,,,,,,,N
REUBEN,Hopkins,,,TX,Midwest,South Midwest,1902,1902,7,Y,FALSE,,,,,,,,,N
REUNION,Dallas,,,TX,Midwest,South Midwest,1858,,0,Y,FALSE,,,,,,,,,N
REX,Shelby,,,TX,Midwest,South Midwest,1900,1909,4,Y,FALSE,,,,,,,,,N
REYES,Duval,,,TX,Midwest,South Midwest,1908,1913,5,Y,TRUE,100,1378953,Reyes,Populated Place,Duval,TX,27.8391879,-98.4275108,Y
REYNARD,Houston,,,TX,Midwest,South Midwest,1901,1907,5,Y,TRUE,100,1380434,Reynard,Populated Place,Houston,TX,31.4104564,-95.6546749,Y
REYNOLDS,Cherokee,,,TX,Midwest,South Midwest,1873,1907,5,Y,FALSE,,,,,,,,,N
REYNOLDS,Edwards,,,TX,Midwest,South Midwest,1894,1898,6,Y,FALSE,,,,,,,,,N
RHEA,Parmer,,,TX,Midwest,South Midwest,1909,1924,3,Y,TRUE,100,1380435,Rhea,Populated Place,Parmer,TX,34.6711792,-102.9491106,Y
RHEA`S MILLS,Collin,,,TX,Midwest,South Midwest,1876,1907,4,Y,TRUE,90.90909091,1380436,Rhea Mills,Populated Place,Collin,TX,33.2623377,-96.7330513,Y
RHEINGOLD,Gillespie,,,TX,Midwest,South Midwest,1878,1907,5,Y,FALSE,,,,,,,,,N
RHINELAND,Knox,,,TX,Midwest,South Midwest,1895,1917,4,Y,TRUE,100,1366397,Rhineland,Populated Place,Knox,TX,33.5298164,-99.6550866,Y
RHODEN,Polk,,,TX,Midwest,South Midwest,1880,1880,9,Y,FALSE,,,,,,,,,N
RHODES,Angelina,,,TX,Midwest,South Midwest,1883,1886,6,Y,FALSE,,,,,,,,,N
RHODES,Brazoria,,,TX,Midwest,South Midwest,1888,1890,6,Y,FALSE,,,,,,,,,N
RHODES,Rusk,,,TX,Midwest,South Midwest,1893,1906,5,Y,FALSE,,,,,,,,,N
RHOME,Wise,,,TX,Midwest,South Midwest,1883,,0,Y,TRUE,100,2731126,Rhome Post Office,Post Office,Wise,TX,33.04943,-97.471676,Y
RHONESBORO,Upshur,,,TX,Midwest,South Midwest,1902,1936,2,Y,TRUE,100,1378957,Rhonesboro,Populated Place,Upshur,TX,32.7545774,-95.1407762,Y
RHYMER,Collin,,,TX,Midwest,South Midwest,1895,1903,5,Y,FALSE,,,,,,,,,N
RICARDO,Kleberg,,,TX,Midwest,South Midwest,1909,1921,3,Y,TRUE,100,2434425,Ricardo Elementary School,School,Kleberg,TX,27.4216901,-97.8553728,Y
RICE,Navarro,,,TX,Midwest,South Midwest,1872,,0,Y,TRUE,100,2731253,Rice Post Office,Post Office,Navarro,TX,32.244497,-96.497693,Y
RICES CROSSING,Williamson,,,TX,Midwest,South Midwest,1872,1907,5,Y,TRUE,100,1384234,Rices Crossing School,School,Williamson,TX,30.4946468,-97.4552777,Y
RICETON,Fort Bend,,,TX,Midwest,South Midwest,1902,1907,6,Y,FALSE,,,,,,,,,N
RICH,Hunt,,,TX,Midwest,South Midwest,1884,1886,7,Y,FALSE,,,,,,,,,N
RICH COFFEY,Coleman,,,TX,Midwest,South Midwest,1879,1882,8,Y,FALSE,,,,,,,,,N
RICH ROW,Leon,,,TX,Midwest,South Midwest,1863,1866,8,Y,FALSE,,,,,,,,,N
RICHARDS,San Saba,,,TX,Midwest,South Midwest,1891,1891,8,Y,FALSE,,,,,,,,,N
RICHARDS,Grimes,,,TX,Midwest,South Midwest,1906,,0,Y,TRUE,100,2731764,Richards Post Office,Post Office,Grimes,TX,30.5373209,-95.842503,Y
RICHARDSON,Dallas,,,TX,Midwest,South Midwest,1874,,0,Y,TRUE,100,2428313,Richardson Post Office,Post Office,Dallas,TX,32.9578974,-96.7330152,Y
RICHARDSVILLE,Wood,,,TX,Midwest,South Midwest,1872,1873,8,Y,FALSE,,,,,,,,,N
RICHIE,McLennan,,,TX,Midwest,South Midwest,1896,1903,5,Y,TRUE,83.33333333,1380442,Ritchie,Populated Place,McLennan,TX,31.4793338,-97.2266729,Y
RICHLAND,Navarro,,,TX,Midwest,South Midwest,1878,,0,Y,TRUE,100,1345182,Richland,Populated Place,Navarro,TX,31.9268257,-96.4294257,Y
RICHLAND CROSSING,Navarro,,,TX,Midwest,South Midwest,1848,1871,7,Y,FALSE,,,,,,,,,N
RICHLAND SPRINGS,San Saba,,,TX,Midwest,South Midwest,1877,,0,Y,TRUE,100,1366436,Richland Springs School,School,San Saba,TX,31.2701655,-98.9522684,Y
RICHLANDVILLE,Fannin,,,TX,Midwest,South Midwest,1879,1881,8,Y,FALSE,,,,,,,,,N
RICHMOND,Fort Bend,,,TX,Midwest,South Midwest,1838,,0,Y,TRUE,100,2731751,Richmond Post Office,Post Office,Fort Bend,TX,29.5378718,-95.701752,Y
RICKER,Brown,,,TX,Midwest,South Midwest,1887,1890,7,Y,TRUE,100,1889977,Ricker (historical),Populated Place,Brown,TX,31.7004313,-98.9203268,Y
RICO,Fisher,,,TX,Midwest,South Midwest,1901,1908,5,Y,FALSE,,,,,,,,,N
RIDDLEVILLE,Karnes,,,TX,Midwest,South Midwest,1871,1905,5,Y,FALSE,,,,,,,,,N
RIDGE,Colorado,,,TX,Midwest,South Midwest,1858,1866,7,Y,FALSE,,,,,,,,,N
RIDGE,Colorado,,,TX,Midwest,South Midwest,1867,1872,7,Y,FALSE,,,,,,,,,N
RIDGE,Mills,,,TX,Midwest,South Midwest,1909,1917,4,Y,TRUE,100,2034988,Ridge,Populated Place,Mills,TX,31.4807201,-98.7967143,Y
RIDGE,Robertson,,,TX,Midwest,South Midwest,1926,1985,1,Y,TRUE,100,1366443,Ridge,Populated Place,Robertson,TX,31.1454605,-96.3219099,Y
RIDGEWAY,Bastrop,,,TX,Midwest,South Midwest,1871,1872,8,Y,TRUE,100,1345207,Ridgeway School,School,Bastrop,TX,30.2085477,-97.1572106,Y
RIDGEWAY,Hopkins,,,TX,Midwest,South Midwest,1888,1962,1,Y,TRUE,100,1345205,Ridgeway,Populated Place,Hopkins,TX,33.180391,-95.7694058,Y
RIDINGS,Fannin,,,TX,Midwest,South Midwest,1900,1904,6,Y,TRUE,100,1382619,Ridings,Populated Place,Fannin,TX,33.6995471,-96.1844246,Y
RIENZI,Hill,,,TX,Midwest,South Midwest,1891,1904,5,Y,FALSE,,,,,,,,,N
RIESEL,McLennan,,,TX,Midwest,South Midwest,1891,,0,Y,TRUE,100,2731837,Riesel Post Office,Post Office,McLennan,TX,31.4738786,-96.9233808,Y
RILEY,Montague,,,TX,Midwest,South Midwest,1893,1893,8,Y,FALSE,,,,,,,,,N
RILEY,Van Zandt,,,TX,Midwest,South Midwest,1899,1900,6,Y,FALSE,,,,,,,,,N
RIMAN,Archer,,,TX,Midwest,South Midwest,1878,1879,9,Y,FALSE,,,,,,,,,N
RINCON,Nueces,,,TX,Midwest,South Midwest,1891,1894,7,Y,TRUE,100,1342688,Rincon,Populated Place,Nueces,TX,27.8211373,-97.3902699,Y
RING,Collingsworth,,,TX,Midwest,South Midwest,1906,1910,5,Y,FALSE,,,,,,,,,N
RINGGOLD,Leon,,,TX,Midwest,South Midwest,1856,1867,7,Y,FALSE,,,,,,,,,N
RINGGOLD,Montague,,,TX,Midwest,South Midwest,1892,,0,Y,TRUE,100,2731437,Ringgold Post Office,Post Office,Montague,TX,33.817814,-97.943123,Y
RIO FRIO,Real,,,TX,Midwest,South Midwest,1875,,0,Y,TRUE,100,2731184,Rio Frio Post Office,Post Office,Real,TX,29.641407,-99.736927,Y
RIO GRANDE CITY,Starr,,,TX,Midwest,South Midwest,1849,1895,1,Y,TRUE,100,2731128,Rio Grande City Post Office,Post Office,Starr,TX,26.390334,-98.816157,Y
RIO HONDO,Cameron,,,TX,Midwest,South Midwest,1911,,0,Y,TRUE,100,2731742,Rio Hondo Post Office,Post Office,Cameron,TX,26.2349148,-97.5770054,Y
RIO VISTA,Johnson,,,TX,Midwest,South Midwest,1885,,0,Y,TRUE,100,2731861,Rio Vista Post Office,Post Office,Johnson,TX,32.2310206,-97.3796402,Y
RIOGRANDE,Starr,,,TX,Midwest,South Midwest,1895,1936,1,Y,TRUE,100,1388199,Riogrande,Populated Place,Starr,TX,26.3797874,-98.8203046,Y
RIOMEDINA,Medina,,,TX,Midwest,South Midwest,1908,,0,Y,TRUE,100,1345248,Riomedina,Populated Place,Medina,TX,29.4396769,-98.8841945,Y
RIOS,Duval,,,TX,Midwest,South Midwest,1938,1953,1,Y,TRUE,100,1378959,Rios,Populated Place,Duval,TX,27.4517023,-98.2650068,Y
RIP,Montague,,,TX,Midwest,South Midwest,1892,1901,5,Y,FALSE,,,,,,,,,N
RIPLEY,Titus,,,TX,Midwest,South Midwest,1872,1926,3,Y,FALSE,,,,,,,,,N
RISING STAR,Eastland,,,TX,Midwest,South Midwest,1880,,0,Y,TRUE,100,2732034,Rising Star Post Office,Post Office,Eastland,TX,32.096685,-98.963231,Y
RISING SUN,Shackelford,,,TX,Midwest,South Midwest,1884,1897,6,Y,TRUE,100,1381157,Rising Sun Cemetery,Cemetery,Jones,TX,32.6773414,-99.6114752,Y
RISING SUN,Jones,,,TX,Midwest,South Midwest,1897,1899,6,Y,TRUE,100,1381157,Rising Sun Cemetery,Cemetery,Jones,TX,32.6773414,-99.6114752,Y
RITA,Burleson,,,TX,Midwest,South Midwest,1894,1905,5,Y,TRUE,100,1380441,Rita,Populated Place,Burleson,TX,30.6868638,-96.6088597,Y
RITCHEN,Uvalde,,,TX,Midwest,South Midwest,1901,1902,6,Y,FALSE,,,,,,,,,N
RIVER BEND,Palo Pinto,,,TX,Midwest,South Midwest,1874,1874,9,Y,FALSE,,,,,,,,,N
RIVER SIDE,Bee,,,TX,Midwest,South Midwest,1860,1860,8,Y,FALSE,,,,,,,,,N
RIVER VIEW,Red River,,,TX,Midwest,South Midwest,1912,1930,2,Y,TRUE,90,1366538,Riverview Cemetery,Cemetery,Red River,TX,33.710665,-94.7721573,Y
RIVERLAND,Clay,,,TX,Midwest,South Midwest,1879,1905,5,Y,TRUE,100,1366530,Riverland Cemetery,Cemetery,Clay,TX,33.9837081,-98.0867064,Y
RIVERSIDE,Walker,,,TX,Midwest,South Midwest,1872,,0,Y,TRUE,100,2731365,Riverside Post Office,Post Office,Walker,TX,30.853502,-95.402249,Y
RIVES,Fisher,,,TX,Midwest,South Midwest,1890,1907,5,Y,FALSE,,,,,,,,,N
RIVIERA,Kleberg,,,TX,Midwest,South Midwest,1907,,0,Y,TRUE,100,2732005,Riviera Post Office,Post Office,Kleberg,TX,27.297796,-97.813052,Y
RIVIERA BEACH,Kleberg,,,TX,Midwest,South Midwest,1914,1917,4,Y,TRUE,100,2033966,Riviera Beach,Populated Place,Kleberg,TX,27.2892096,-97.6669376,Y
ROACH,Gregg,,,TX,Midwest,South Midwest,1881,1882,7,Y,FALSE,,,,,,,,,N
ROACH,Austin,,,TX,Midwest,South Midwest,1888,1889,6,Y,FALSE,,,,,,,,,N
ROACH,Cass,,,TX,Midwest,South Midwest,1898,1904,5,Y,TRUE,100,1378961,Roach,Populated Place,Cass,TX,33.0695754,-94.2718566,Y
ROADVILLE,Anderson,,,TX,Midwest,South Midwest,1852,1860,7,Y,FALSE,,,,,,,,,N
ROADVILLE,Houston,,,TX,Midwest,South Midwest,1860,,7,Y,FALSE,,,,,,,,,N
ROAN'S,Grimes,,,TX,Midwest,South Midwest,1845,1847,9,Y,FALSE,,,,,,,,,N
ROANE,Navarro,,,TX,Midwest,South Midwest,1892,1966,1,Y,TRUE,100,1345291,Roane,Populated Place,Navarro,TX,32.174039,-96.3802588,Y
ROANOKE,Denton,,,TX,Midwest,South Midwest,1881,,0,Y,TRUE,100,2731163,Roanoke Post Office,Post Office,Denton,TX,33.001986,-97.221704,Y
ROANS PRAIRIE,Grimes,,,TX,Midwest,South Midwest,1869,1975,1,Y,TRUE,100,1366554,Roans Prairie,Populated Place,Grimes,TX,30.5843658,-95.9438416,Y
ROARING SPRINGS,Motley,,,TX,Midwest,South Midwest,1912,,0,Y,TRUE,100,2731393,Roaring Springs Post Office,Post Office,Motley,TX,33.898539,-100.857581,Y
ROBBERSON,Starr,,,TX,Midwest,South Midwest,1909,1918,4,Y,TRUE,100,1378963,Robberson,Populated Place,Starr,TX,26.6514466,-98.5880765,Y
ROBBINSVILLE,Red River,,,TX,Midwest,South Midwest,1856,1876,7,Y,FALSE,,,,,,,,,N
ROBERT LEE,Coke,,,TX,Midwest,South Midwest,1891,,0,Y,TRUE,100,2731456,Robert Lee Post Office,Post Office,Coke,TX,31.892463,-100.483049,Y
ROBERTS,Hunt,,,TX,Midwest,South Midwest,1884,1899,6,Y,FALSE,,,,,,,,,N
ROBERTS,Parker,,,TX,Midwest,South Midwest,1902,1906,6,Y,FALSE,,,,,,,,,N
ROBERTSON,Hill,,,TX,Midwest,South Midwest,1856,1856,8,Y,FALSE,,,,,,,,,N
ROBINSON,McLennan,,,TX,Midwest,South Midwest,1879,1906,5,Y,TRUE,100,2007640,Robinson High School,School,McLennan,TX,31.4651687,-97.1244453,Y
ROBINSON'S MILLS,Tarrant,,,TX,Midwest,South Midwest,1858,1870,7,Y,FALSE,,,,,,,,,N
ROBSTOWN,Nueces,,,TX,Midwest,South Midwest,1905,,0,Y,TRUE,100,2731643,Robstown Post Office,Post Office,Nueces,TX,27.789916,-97.665548,Y
ROBY,Fisher,,,TX,Midwest,South Midwest,1886,,0,Y,TRUE,100,2731820,Roby Post Office,Post Office,Fisher,TX,32.746512,-100.3772513,Y
ROCA SPRINGS,Kimble,,,TX,Midwest,South Midwest,1883,1891,6,Y,TRUE,91.66666667,1366700,Rock Springs,Spring,Kimble,TX,30.4807449,-99.9236829,Y
ROCHELLE,Mcculloch,,,TX,Midwest,South Midwest,1879,1880,6,Y,TRUE,100,2731187,Rochelle Post Office,Post Office,McCulloch,TX,31.224565,-99.210957,Y
ROCHELLE,Bowie,,,TX,Midwest,South Midwest,1883,1883,7,Y,FALSE,,,,,,,,,N
ROCHELLE,Mcculloch,,,TX,Midwest,South Midwest,1884,,0,Y,TRUE,100,2731187,Rochelle Post Office,Post Office,McCulloch,TX,31.224565,-99.210957,Y
ROCHESTER,Haskell,,,TX,Midwest,South Midwest,1906,,0,Y,TRUE,100,2731911,Rochester Post Office,Post Office,Haskell,TX,33.3155464,-99.8555375,Y
ROCK CREEK,Johnson,,,TX,Midwest,South Midwest,1858,1860,8,Y,TRUE,100,1349386,Rock Creek,Stream,Johnson,TX,32.4181969,-97.4786313,Y
ROCK CREEK,Parker,,,TX,Midwest,South Midwest,1891,1909,4,Y,TRUE,100,1345368,Rock Creek,Stream,Parker,TX,32.7056868,-98.0392093,Y
ROCK CRUSHER,Coleman,,,TX,Midwest,South Midwest,1912,1914,5,Y,FALSE,,,,,,,,,N
ROCK DAM,Falls,,,TX,Midwest,South Midwest,1867,1873,8,Y,FALSE,,,,,,,,,N
ROCK FALLS,Erath,,,TX,Midwest,South Midwest,1875,1889,6,Y,FALSE,,,,,,,,,N
ROCK HILL,Collin,,,TX,Midwest,South Midwest,1854,1904,5,Y,TRUE,88.88888889,1378974,Rockhill,Populated Place,Collin,TX,33.2040063,-96.8024993,Y
ROCK ISLAND,Waller,,,TX,Midwest,South Midwest,1849,1857,7,Y,TRUE,100,1378969,Rock Island,Populated Place,Waller,TX,30.1727152,-96.125237,Y
ROCK ISLAND,Colorado,,,TX,Midwest,South Midwest,1897,,0,Y,TRUE,100,2732288,Rock Island Post Office,Post Office,Colorado,TX,29.5341192,-96.5741587,Y
ROCK LAKE,Oldham,,,TX,Midwest,South Midwest,1905,1906,6,Y,TRUE,100,1366682,Rock Lake,Lake,Oldham,TX,35.2557095,-102.6911913,Y
ROCK SPRINGS,Edwards,,,TX,Midwest,South Midwest,1891,,0,Y,TRUE,91.66666667,2731955,Rocksprings Post Office,Post Office,Edwards,TX,30.0149892,-100.208173,Y
ROCKDALE,Milam,,,TX,Midwest,South Midwest,1873,,0,Y,TRUE,100,2732321,Rockdale Post Office,Post Office,Milam,TX,30.6568685,-97.0005308,Y
ROCKETT,Ellis,,,TX,Midwest,South Midwest,1894,1907,5,Y,TRUE,100,1378973,Rockett,Populated Place,Ellis,TX,32.4698617,-96.7638844,Y
ROCKFORD,Lamar,,,TX,Midwest,South Midwest,1891,1909,4,Y,TRUE,100,1380450,Rockford,Populated Place,Lamar,TX,33.4878862,-95.4507865,Y
ROCKHOUSE,Fayette,,,TX,Midwest,South Midwest,1871,1889,5,Y,FALSE,,,,,,,,,N
ROCKHOUSE,Austin,,,TX,Midwest,South Midwest,1889,1907,5,Y,TRUE,100,2034855,Rockhouse,Populated Place,Austin,TX,29.9571686,-96.556083,Y
ROCKINGHAM,Tyler,,,TX,Midwest,South Midwest,1883,1883,9,Y,FALSE,,,,,,,,,N
ROCKLAND,Tyler,,,TX,Midwest,South Midwest,1883,,0,Y,TRUE,100,1382635,Rockland,Populated Place,Tyler,TX,31.015195,-94.381588,Y
ROCKPORT,Aransas,,,TX,Midwest,South Midwest,1868,,0,Y,TRUE,100,2731644,Rockport Post Office,Post Office,Aransas,TX,28.03992,-97.057138,Y
ROCKVILLE,Henderson,,,TX,Midwest,South Midwest,1875,1876,8,Y,FALSE,,,,,,,,,N
ROCKWALL,Rockwall,,,TX,Midwest,South Midwest,1854,,0,Y,TRUE,100,2731220,Rockwall Post Office,Post Office,Rockwall,TX,32.924799,-96.459664,Y
ROCKWELL,Reeves,,,TX,Midwest,South Midwest,1881,1882,8,Y,FALSE,,,,,,,,,N
ROCKWOOD,Coleman,,,TX,Midwest,South Midwest,1890,,0,Y,TRUE,100,2732076,Rockwood Post Office,Post Office,Coleman,TX,31.4989332,-99.3719671,Y
ROCKY,Erath,,,TX,Midwest,South Midwest,1872,1874,8,Y,FALSE,,,,,,,,,N
ROCKY BRANCH,Morris,,,TX,Midwest,South Midwest,1890,1904,5,Y,TRUE,100,1378975,Rocky Branch,Populated Place,Morris,TX,33.1115132,-94.6979836,Y
ROCKY MILLS,Lavaca,,,TX,Midwest,South Midwest,1847,1855,8,Y,FALSE,,,,,,,,,N
RODA,Limestone,,,TX,Midwest,South Midwest,1903,1904,6,Y,FALSE,,,,,,,,,N
RODDY,Van Zandt,,,TX,Midwest,South Midwest,1885,1907,5,Y,TRUE,100,1378978,Roddy,Populated Place,Van Zandt,TX,32.4173635,-96.0358034,Y
RODGERS,Bell,,,TX,Midwest,South Midwest,1881,1908,5,Y,TRUE,85.71428571,2731850,Rogers Post Office,Post Office,Bell,TX,30.9335101,-97.2288426,Y
RODNEY,Navarro,,,TX,Midwest,South Midwest,1891,1904,5,Y,TRUE,100,1378980,Rodney,Populated Place,Navarro,TX,31.8218286,-96.6116533,Y
ROEBUCK,Camp,,,TX,Midwest,South Midwest,1900,1901,6,Y,FALSE,,,,,,,,,N
ROEDER,Titus,,,TX,Midwest,South Midwest,1892,1904,5,Y,TRUE,100,2034838,Roeder,Populated Place,Titus,TX,33.0856785,-94.8632661,Y
ROGANVILLE,Jasper,,,TX,Midwest,South Midwest,1899,1983,1,Y,TRUE,100,1366823,Roganville,Populated Place,Jasper,TX,30.800202,-93.9035166,Y
ROGERS,Bell,,,TX,Midwest,South Midwest,1908,,0,Y,TRUE,100,2731850,Rogers Post Office,Post Office,Bell,TX,30.9335101,-97.2288426,Y
ROGERS HILL,Travis,,,TX,Midwest,South Midwest,1901,1901,7,Y,TRUE,81.81818182,1345272,Rivers Hill,Populated Place,Travis,TX,30.3390931,-97.8494532,Y
ROGERS PRAIRIE,Leon,,,TX,Midwest,South Midwest,1874,1906,5,Y,TRUE,92.85714286,1366816,Rodgers Prairie Cemetery,Cemetery,Leon,TX,31.0421307,-96.0919025,Y
ROGERSTOWN,Ochiltree,,,TX,Midwest,South Midwest,1906,1920,3,Y,FALSE,,,,,,,,,N
ROGERSVILLE,Parker,,,TX,Midwest,South Midwest,1860,,0,Y,FALSE,,,,,,,,,N
ROHDE,Atascosa,,,TX,Midwest,South Midwest,1911,1915,5,Y,FALSE,,,,,,,,,N
ROLAND,Clay,,,TX,Midwest,South Midwest,1880,1881,7,Y,FALSE,,,,,,,,,N
ROLAND,Collin,,,TX,Midwest,South Midwest,1887,1903,5,Y,TRUE,100,1380454,Roland,Populated Place,Collin,TX,33.2784479,-96.6494367,Y
ROLLA,Collingsworth,,,TX,Midwest,South Midwest,1894,1910,4,Y,TRUE,100,1380455,Rolla,Populated Place,Collingsworth,TX,34.8053327,-100.3106745,Y
ROLLOVER,Galveston,,,TX,Midwest,South Midwest,1897,1906,5,Y,TRUE,100,1378983,Rollover,Populated Place,Galveston,TX,29.5060651,-94.5068576,Y
ROLYAT,Bowie,,,TX,Midwest,South Midwest,1893,1906,5,Y,FALSE,,,,,,,,,N
ROMA,Starr,,,TX,Midwest,South Midwest,1850,,0,Y,TRUE,100,2731565,Roma Post Office,Post Office,Starr,TX,26.402921,-98.991208,Y
ROMAYOR,Liberty,,,TX,Midwest,South Midwest,1903,,0,Y,TRUE,100,2731346,Romayor Post Office,Post Office,Liberty,TX,30.451352,-94.84328,Y
ROMERO,Hartley,,,TX,Midwest,South Midwest,1908,1964,1,Y,TRUE,100,1380456,Romero,Populated Place,Hartley,TX,35.7275418,-102.9313248,Y
ROMNEY,Eastland,,,TX,Midwest,South Midwest,1890,1931,2,Y,TRUE,100,1378984,Romney,Populated Place,Eastland,TX,32.2415241,-98.9578419,Y
RONDA,Wilbarger,,,TX,Midwest,South Midwest,1889,1907,5,Y,TRUE,100,1366841,Ronda Cemetery,Cemetery,Wilbarger,TX,33.9375929,-98.9920141,Y
ROOSEVELT,Kimble,,,TX,Midwest,South Midwest,1898,,0,Y,TRUE,100,2731367,Roosevelt Post Office,Post Office,Kimble,TX,30.490541,-100.056295,Y
ROOT,Fannin,,,TX,Midwest,South Midwest,1899,1903,6,Y,FALSE,,,,,,,,,N
ROPESVILLE,Nueces,,,TX,Midwest,South Midwest,1888,1896,5,Y,FALSE,,,,,,,,,N
ROPESVILLE,Hockley,,,TX,Midwest,South Midwest,1920,,0,Y,TRUE,100,2731395,Ropesville Post Office,Post Office,Hockley,TX,33.411413,-102.157688,Y
ROSALIE,Red River,,,TX,Midwest,South Midwest,1880,1915,4,Y,TRUE,100,1366858,Rosalie,Populated Place,Red River,TX,33.4764989,-95.1782787,Y
ROSANKY,Bastrop,,,TX,Midwest,South Midwest,1893,,0,Y,TRUE,100,2731852,Rosanky Post Office,Post Office,Bastrop,TX,29.9300279,-97.2935563,Y
ROSBOROUGH SPRINGS,Harrison,,,TX,Midwest,South Midwest,1886,1887,7,Y,TRUE,94.44444444,1366869,Roseborough Springs,Spring,Harrison,TX,32.4357086,-94.3932534,Y
ROSCOE,Nolan,,,TX,Midwest,South Midwest,1891,,0,Y,TRUE,100,2731805,Roscoe Post Office,Post Office,Nolan,TX,32.4453289,-100.5368759,Y
ROSE,Lee,,,TX,Midwest,South Midwest,1882,1882,9,Y,FALSE,,,,,,,,,N
ROSE HILL,Harris,,,TX,Midwest,South Midwest,1852,1905,5,Y,TRUE,100,1378986,Rose Hill,Populated Place,Harris,TX,30.0707743,-95.7035576,Y
ROSEBUD,Falls,,,TX,Midwest,South Midwest,1887,,0,Y,TRUE,100,2731865,Rosebud Post Office,Post Office,Falls,TX,31.0742338,-96.9792199,Y
ROSEDALE,Hardin,,,TX,Midwest,South Midwest,1878,1879,7,Y,TRUE,100,1345572,Rosedale Cemetery,Cemetery,Hardin,TX,30.1316013,-94.3982458,Y
ROSEDALE,Fannin,,,TX,Midwest,South Midwest,1885,1886,6,Y,FALSE,,,,,,,,,N
